dataset,dataset_label,plot_dataset_label,model_id,prior_branch,site_adjustment_flag,risk_scale,time_horizon_year,susceptible_fraction,susceptible_fraction_sd,susceptible_fraction_q025,susceptible_fraction_q50,susceptible_fraction_q975,cure_fraction,cure_fraction_sd,cure_fraction_q025,cure_fraction_q50,cure_fraction_q975,overall_survival_prob,overall_survival_prob_sd,overall_survival_prob_q025,overall_survival_prob_q50,overall_survival_prob_q975,overall_risk_prob,overall_risk_prob_sd,overall_risk_prob_q025,overall_risk_prob_q50,overall_risk_prob_q975,susceptible_only_survival_prob,susceptible_only_survival_prob_sd,susceptible_only_survival_prob_q025,susceptible_only_survival_prob_q50,susceptible_only_survival_prob_q975,susceptible_only_risk_prob,susceptible_only_risk_prob_sd,susceptible_only_risk_prob_q025,susceptible_only_risk_prob_q50,susceptible_only_risk_prob_q975,n_subjects,horizon_year
merged_no_site,Merged,Merged,MERGED-I0-L0S0-LN-ANCH-NOSITE,anchor_informed,FALSE,transition_only_main,1,0.7354662987239606,0.1546465195631004,0.39503371811888527,0.7467190604916972,0.971212227584483,0.26453370127603937,0.1546465195631004,0.028787772415517034,0.25328093950830277,0.6049662818811148,0.8873294393033937,0.017993619715112315,0.8505127722661133,0.8880018102443863,0.9212897469294892,0.11267056069660632,0.01799361971511232,0.07871025307051083,0.11199818975561365,0.14948722773388667,0.8364907798581332,0.05001272582790097,0.7206401504536445,0.8483578310591686,0.9029579964102046,0.1635092201418667,0.05001272582790097,0.09704200358979553,0.15164216894083143,0.2793598495463555,262,1
merged_no_site,Merged,Merged,MERGED-I0-L0S0-LN-ANCH-NOSITE,anchor_informed,FALSE,transition_only_main,2,0.7354662987239606,0.1546465195631004,0.39503371811888527,0.7467190604916972,0.971212227584483,0.26453370127603937,0.1546465195631004,0.028787772415517034,0.25328093950830277,0.6049662818811148,0.8335269402310002,0.022813834751113655,0.7854048877682669,0.8343534181299777,0.8779627093434648,0.1664730597689998,0.022813834751113655,0.1220372906565352,0.1656465818700223,0.21459511223173308,0.7593883553311263,0.06858552104794999,0.581127337020303,0.7755909691506203,0.8517720135780611,0.24061164466887378,0.06858552104794999,0.1482279864219389,0.22440903084937974,0.4188726629796975,262,2
merged_no_site,Merged,Merged,MERGED-I0-L0S0-LN-ANCH-NOSITE,anchor_informed,FALSE,transition_only_main,3,0.7354662987239606,0.1546465195631004,0.39503371811888527,0.7467190604916972,0.971212227584483,0.26453370127603937,0.1546465195631004,0.028787772415517034,0.25328093950830277,0.6049662818811148,0.7963975671135819,0.02632485772233135,0.7438183860349993,0.7967834500463737,0.8489308772919445,0.20360243288641805,0.02632485772233136,0.15106912270805567,0.20321654995362626,0.2561816139650007,0.706688840670089,0.07944616214784929,0.49184700480499705,0.7251842200032504,0.8148866296126637,0.29331115932991103,0.07944616214784929,0.18511337038733636,0.27481577999674955,0.5081529951950037,262,3
merged_no_site,Merged,Merged,MERGED-I0-L0S0-LN-ANCH-NOSITE,anchor_informed,FALSE,transition_only_main,4,0.7354662987239606,0.1546465195631004,0.39503371811888527,0.7467190604916972,0.971212227584483,0.26453370127603937,0.1546465195631004,0.028787772415517034,0.25328093950830277,0.6049662818811148,0.7678783085403121,0.029199452769090743,0.7113429336080419,0.7679171617974275,0.828543854797129,0.23212169145968786,0.029199452769090743,0.1714561452028711,0.23208283820257247,0.28865706639195804,0.6664902233233694,0.08665300549702308,0.4304019910371494,0.6864880216725828,0.7855364650223444,0.3335097766766306,0.08665300549702308,0.2144635349776557,0.3135119783274173,0.5695980089628514,262,4
merged_no_site,Merged,Merged,MERGED-I0-L0S0-LN-ANCH-NOSITE,anchor_informed,FALSE,transition_only_main,5,0.7354662987239606,0.1546465195631004,0.39503371811888527,0.7467190604916972,0.971212227584483,0.26453370127603937,0.1546465195631004,0.028787772415517034,0.25328093950830277,0.6049662818811148,0.744712924072831,0.03167193567355962,0.6835445583891036,0.7434546908088164,0.8111505942722166,0.2552870759271691,0.03167193567355962,0.18884940572778353,0.2565453091911836,0.31645544161089645,0.6340156269973866,0.09176685061973232,0.38760922526966624,0.6548134858792023,0.7614797304712126,0.3659843730026134,0.09176685061973232,0.23852026952878727,0.3451865141207978,0.6123907747303345,262,5
merged_no_site,Merged,Merged,MERGED-I0-L0S0-LN-ANCH-NOSITE,anchor_informed,FALSE,transition_only_main,6,0.7354662987239606,0.1546465195631004,0.39503371811888527,0.7467190604916972,0.971212227584483,0.26453370127603937,0.1546465195631004,0.028787772415517034,0.25328093950830277,0.6049662818811148,0.7252246969461713,0.033859416280669644,0.6626067684823758,0.7231718391431717,0.7962599126033114,0.2747753030538287,0.033859416280669644,0.2037400873966887,0.27682816085682826,0.3373932315176243,0.6068184093081243,0.09554916477169464,0.3538147844149857,0.6276792307658334,0.7399884815569975,0.3931815906918757,0.09554916477169464,0.2600115184430025,0.3723207692341666,0.6461852155850148,262,6
merged_no_site,Merged,Merged,MERGED-I0-L0S0-LN-ANCH-NOSITE,anchor_informed,FALSE,transition_only_main,7,0.7354662987239606,0.1546465195631004,0.39503371811888527,0.7467190604916972,0.971212227584483,0.26453370127603937,0.1546465195631004,0.028787772415517034,0.25328093950830277,0.6049662818811148,0.7084268173502439,0.035831037064572455,0.6418822466923575,0.7058175456995742,0.7831312640303759,0.29157318264975607,0.035831037064572455,0.2168687359696241,0.2941824543004258,0.3581177533076425,0.5834652234500501,0.09842488182286833,0.32607661022052203,0.6043214501111962,0.721806692771731,0.4165347765499499,0.09842488182286833,0.27819330722826896,0.39567854988880385,0.6739233897794784,262,7
merged_no_site,Merged,Merged,MERGED-I0-L0S0-LN-ANCH-NOSITE,anchor_informed,FALSE,transition_only_main,8,0.7354662987239606,0.1546465195631004,0.39503371811888527,0.7467190604916972,0.971212227584483,0.26453370127603937,0.1546465195631004,0.028787772415517034,0.25328093950830277,0.6049662818811148,0.6936860743409712,0.03763181597182666,0.6231196430723365,0.6910400943836743,0.7715406567269656,0.3063139256590288,0.03763181597182666,0.22845934327303455,0.3089599056163257,0.37688035692766364,0.5630400098319625,0.10065303959236292,0.302778484874643,0.585006086858576,0.7057170073526915,0.43695999016803755,0.10065303959236294,0.2942829926473085,0.4149939131414239,0.6972215151253573,262,8
merged_no_site,Merged,Merged,MERGED-I0-L0S0-LN-ANCH-NOSITE,anchor_informed,FALSE,transition_only_main,9,0.7354662987239606,0.1546465195631004,0.39503371811888527,0.7467190604916972,0.971212227584483,0.26453370127603937,0.1546465195631004,0.028787772415517034,0.25328093950830277,0.6049662818811148,0.680570565810857,0.03929304867419193,0.6060933931658237,0.6780011858652608,0.7630374512517102,0.3194294341891431,0.03929304867419194,0.23696254874829,0.3219988141347393,0.39390660683417633,0.5449201607659504,0.10240183459868185,0.28285734621790126,0.5659514726831196,0.6919171600707503,0.45507983923404965,0.10240183459868185,0.30808283992924973,0.4340485273168805,0.7171426537820991,262,9
merged_no_site,Merged,Merged,MERGED-I0-L0S0-LN-ANCH-NOSITE,anchor_informed,FALSE,transition_only_main,10,0.7354662987239606,0.1546465195631004,0.39503371811888527,0.7467190604916972,0.971212227584483,0.26453370127603937,0.1546465195631004,0.028787772415517034,0.25328093950830277,0.6049662818811148,0.6687719348578974,0.04083754979396909,0.5908197430622093,0.6660736201810866,0.7560643432337197,0.3312280651421025,0.04083754979396909,0.2439356567662804,0.3339263798189133,0.4091802569377908,0.5286625840598573,0.10378580136252946,0.2655789365423659,0.5495956832861658,0.6797877066347058,0.4713374159401426,0.10378580136252946,0.32021229336529433,0.4504043167138342,0.7344210634576342,262,10
merged_site_adjusted,Merged (site-adjusted),Merged (site-adjusted),MERGED-I1-L0S1-LN-ANCH-N01,anchor_informed,TRUE,transition_only_main,1,0.7877840041581556,0.15414713692399204,0.42663605819513567,0.8174811540989346,0.9890046361006986,0.2122159958418444,0.15414713692399204,0.010995363899301542,0.18251884590106543,0.5733639418048645,0.8862801875809032,0.016922025394564846,0.8520991212294264,0.8875336405631447,0.9166903582989708,0.1137198124190968,0.016922025394564846,0.0833096417010292,0.11246635943685535,0.14790087877057356,0.8456411011545335,0.04840908341790442,0.7162614030271013,0.8538453581471619,0.906740203913188,0.1543588988454665,0.04840908341790442,0.09325979608681209,0.1461546418528381,0.283738596972899,262,1
merged_site_adjusted,Merged (site-adjusted),Merged (site-adjusted),MERGED-I1-L0S1-LN-ANCH-N01,anchor_informed,TRUE,transition_only_main,2,0.7877840041581556,0.15414713692399204,0.42663605819513567,0.8174811540989346,0.9890046361006986,0.2122159958418444,0.15414713692399204,0.010995363899301542,0.18251884590106543,0.5733639418048645,0.8305795023349644,0.021464963783699987,0.7875332190786276,0.831606791820834,0.8685784688590034,0.16942049766503564,0.021464963783699987,0.1314215311409966,0.16839320817916603,0.21246678092137236,0.7714137744273928,0.06518996463882287,0.595199140443495,0.7857611652869008,0.8562654717893574,0.2285862255726072,0.06518996463882286,0.14373452821064261,0.21423883471309924,0.40480085955650513,262,2
merged_site_adjusted,Merged (site-adjusted),Merged (site-adjusted),MERGED-I1-L0S1-LN-ANCH-N01,anchor_informed,TRUE,transition_only_main,3,0.7877840041581556,0.15414713692399204,0.42663605819513567,0.8174811540989346,0.9890046361006986,0.2122159958418444,0.15414713692399204,0.010995363899301542,0.18251884590106543,0.5733639418048645,0.7917160701860192,0.025010770392222166,0.7435385667610206,0.7934652615403699,0.8376449801197564,0.20828392981398086,0.025010770392222173,0.1623550198802436,0.20653473845963016,0.25646143323897935,0.720115479000282,0.07508619787109823,0.519141900661475,0.7354292865109693,0.8156904653920951,0.27988452099971795,0.07508619787109824,0.18430953460790495,0.26457071348903083,0.480858099338525,262,3
merged_site_adjusted,Merged (site-adjusted),Merged (site-adjusted),MERGED-I1-L0S1-LN-ANCH-N01,anchor_informed,TRUE,transition_only_main,4,0.7877840041581556,0.15414713692399204,0.42663605819513567,0.8174811540989346,0.9890046361006986,0.2122159958418444,0.15414713692399204,0.010995363899301542,0.18251884590106543,0.5733639418048645,0.7616485372210039,0.0280524322126168,0.7083956452064621,0.7624436751760414,0.8150608115631963,0.2383514627789961,0.0280524322126168,0.1849391884368038,0.2375563248239586,0.2916043547935378,0.6806885656965429,0.0817496378002293,0.4659466667623311,0.6971416034089963,0.7873297879636114,0.31931143430345715,0.08174963780022933,0.21267021203638858,0.3028583965910036,0.5340533332376689,262,4
merged_site_adjusted,Merged (site-adjusted),Merged (site-adjusted),MERGED-I1-L0S1-LN-ANCH-N01,anchor_informed,TRUE,transition_only_main,5,0.7877840041581556,0.15414713692399204,0.42663605819513567,0.8174811540989346,0.9890046361006986,0.2122159958418444,0.15414713692399204,0.010995363899301542,0.18251884590106543,0.5733639418048645,0.7370948457338673,0.03074328353090619,0.6776688924223404,0.7369988401562133,0.794097654980602,0.26290515426613276,0.03074328353090619,0.20590234501939791,0.26300115984378664,0.3223311075776597,0.6486551406282939,0.08655464541685644,0.42201850427953735,0.6682834222061091,0.7666197595481706,0.35134485937170606,0.08655464541685644,0.23338024045182942,0.33171657779389085,0.5779814957204628,262,5
merged_site_adjusted,Merged (site-adjusted),Merged (site-adjusted),MERGED-I1-L0S1-LN-ANCH-N01,anchor_informed,TRUE,transition_only_main,6,0.7877840041581556,0.15414713692399204,0.42663605819513567,0.8174811540989346,0.9890046361006986,0.2122159958418444,0.15414713692399204,0.010995363899301542,0.18251884590106543,0.5733639418048645,0.716351875920863,0.033164044102839955,0.6541678717516823,0.7153795259380279,0.7785161969098244,0.28364812407913703,0.033164044102839955,0.2214838030901755,0.2846204740619721,0.34583212824831766,0.6217052181181774,0.09016902154708005,0.3852636056256446,0.6421317997510031,0.7481189877169097,0.3782947818818227,0.09016902154708005,0.2518810122830904,0.3578682002489969,0.6147363943743556,262,6
merged_site_adjusted,Merged (site-adjusted),Merged (site-adjusted),MERGED-I1-L0S1-LN-ANCH-N01,anchor_informed,TRUE,transition_only_main,7,0.7877840041581556,0.15414713692399204,0.42663605819513567,0.8174811540989346,0.9890046361006986,0.2122159958418444,0.15414713692399204,0.010995363899301542,0.18251884590106543,0.5733639418048645,0.6984111088882088,0.035367118947692316,0.6322393942875275,0.6962642911554597,0.7652132084114112,0.3015888911117912,0.035367118947692316,0.23478679158858884,0.3037357088445404,0.3677606057124726,0.5984774548207363,0.09296604511482055,0.3549130622835678,0.6188900987051,0.7315442366847771,0.4015225451792636,0.09296604511482055,0.2684557633152229,0.3811099012948999,0.6450869377164326,262,7
