dataset,benchmark_id,benchmark_label,benchmark_scope,site_branch,subgroup_kind,subgroup_variable,horizon_year,risk,survival,n_subjects,source_stage,model_class,model_block,family,model_id,formula_name,formula_label,interaction_branch,risk_lower,risk_upper,survival_lower,survival_upper,estimate_type,reporting_status,reporting_note,support_label,support_priority,primary_supported_flag,interpretation_note,risk_set_size,event_count_by_horizon,known_nonevent_by_horizon,max_followup_year,instability_marker,model_class_label,model_display_label,model_family,latency_type,admissible_flag,admissibility_reasons,screening_flag,screening_note
PNU,NA,NA,NA,site_free,NA,NA,10,0.387859871006538,0.612140128993462,NA,Stage 7,frequentist_cure,cure_mle,other,cure_lnorm,base,Base,no_age_sex_interaction,0.188727779062401,0.635909725212641,0.364090274787359,0.811272220937599,bootstrap_summary_mean_overall_risk,reported,Stage 6 carry-forward was not joined in this refresh run.,projection,4,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,0,12,0,2.6694045174538,late_tail_projection,Frequentist cure,Cure MLE: other,NA,parametric_aft,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.
PNU,NA,NA,NA,site_free,NA,NA,10,0.384314024327677,0.615685975672323,NA,Stage 7,frequentist_cure,cure_mle,other,cure_weibull,base,Base,no_age_sex_interaction,0.189476274693791,0.71964778899351,0.28035221100649,0.810523725306209,bootstrap_summary_mean_overall_risk,reported,Stage 6 carry-forward was not joined in this refresh run.,projection,4,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,0,12,0,2.6694045174538,late_tail_projection,Frequentist cure,Cure MLE: other,NA,parametric_aft,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.
PNU,NA,NA,NA,site_free,NA,NA,10,0.308043966612382,0.691956033387618,NA,Stage 7,frequentist_cure,cure_mle,other,nocure_coxph,base,Base,no_age_sex_interaction,0.149264657437318,0.440136265484299,0.5598637345157009,0.850735342562682,bootstrap_summary_mean_overall_risk,reported,Stage 6 carry-forward was not joined in this refresh run.,projection,4,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,0,12,0,2.6694045174538,late_tail_projection,Frequentist cure,Cure MLE: other,NA,cox_ph,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.
PNU,NA,NA,NA,site_free,NA,NA,10,0.864605181384379,0.135394818615621,NA,Stage 7,frequentist_cure,cure_mle,other,nocure_exp,base,Base,no_age_sex_interaction,0.561002476618519,0.961051229741044,0.038948770258956045,0.438997523381481,bootstrap_summary_mean_overall_risk,reported,Stage 6 carry-forward was not joined in this refresh run.,projection,4,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,0,12,0,2.6694045174538,late_tail_projection,Frequentist cure,Cure MLE: other,NA,parametric_aft,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.
PNU,NA,NA,NA,site_free,NA,NA,10,0.605539645837145,0.394460354162855,NA,Stage 7,frequentist_cure,cure_mle,other,nocure_llogis,base,Base,no_age_sex_interaction,0.335091373745423,0.832205352438622,0.16779464756137796,0.6649086262545769,bootstrap_summary_mean_overall_risk,reported,Stage 6 carry-forward was not joined in this refresh run.,projection,4,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,0,12,0,2.6694045174538,late_tail_projection,Frequentist cure,Cure MLE: other,NA,parametric_aft,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.
PNU,NA,NA,NA,site_free,NA,NA,10,0.554989222876819,0.445010777123181,NA,Stage 7,frequentist_cure,cure_mle,other,nocure_lnorm,base,Base,no_age_sex_interaction,0.316908301605652,0.786430943938255,0.21356905606174503,0.683091698394348,bootstrap_summary_mean_overall_risk,reported,Stage 6 carry-forward was not joined in this refresh run.,projection,4,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,0,12,0,2.6694045174538,late_tail_projection,Frequentist cure,Cure MLE: other,NA,parametric_aft,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.
PNU,NA,NA,NA,site_free,NA,NA,10,0.699371488159061,0.30062851184093897,NA,Stage 7,frequentist_cure,cure_mle,other,nocure_weibull,base,Base,no_age_sex_interaction,0.352527125697202,0.949296940210757,0.050703059789243055,0.647472874302798,bootstrap_summary_mean_overall_risk,reported,Stage 6 carry-forward was not joined in this refresh run.,projection,4,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,0,12,0,2.6694045174538,late_tail_projection,Frequentist cure,Cure MLE: other,NA,parametric_aft,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.
PNU,NA,NA,NA,site_free,NA,NA,1,0.208112084003198,0.791887915996802,NA,Stage 8,bayesian_cure,bayesian_cure,other,PNU-L0-E,base,Base,no_age_sex_interaction,0.110867320611184,0.320572983541086,0.679427016458914,0.889132679388816,posterior_mean_with_credible_interval,reported,Primary-supported horizon.; stage6_single_cohort:unsupportive,primary_supported,1,TRUE,Common comparison horizon retained for cross-model comparability.,28,8,28,2.6694045174538,primary_supported_window,Bayesian cure,Bayesian cure: other,NA,NA,TRUE,NA,unsupportive,stage6_single_cohort:unsupportive
PNU,NA,NA,NA,site_free,NA,NA,1,0.20933305431829,0.79066694568171,NA,Stage 8,bayesian_cure,bayesian_cure,other,PNU-L0-LL,base,Base,no_age_sex_interaction,0.111626195398379,0.325927067193747,0.674072932806253,0.888373804601621,posterior_mean_with_credible_interval,reported,Primary-supported horizon.; stage6_single_cohort:unsupportive,primary_supported,1,TRUE,Common comparison horizon retained for cross-model comparability.,28,8,28,2.6694045174538,primary_supported_window,Bayesian cure,Bayesian cure: other,NA,NA,TRUE,NA,unsupportive,stage6_single_cohort:unsupportive
PNU,NA,NA,NA,site_free,NA,NA,1,0.213624007667813,0.786375992332187,NA,Stage 8,bayesian_cure,bayesian_cure,other,PNU-L0-LN,base,Base,no_age_sex_interaction,0.114274884473688,0.330587533284254,0.669412466715746,0.885725115526312,posterior_mean_with_credible_interval,reported,Primary-supported horizon.; stage6_single_cohort:unsupportive,primary_supported,1,TRUE,Common comparison horizon retained for cross-model comparability.,28,8,28,2.6694045174538,primary_supported_window,Bayesian cure,Bayesian cure: other,NA,NA,TRUE,NA,unsupportive,stage6_single_cohort:unsupportive
PNU,NA,NA,NA,site_free,NA,NA,1,0.204939856204996,0.795060143795004,NA,Stage 8,bayesian_cure,bayesian_cure,other,PNU-L0-W,base,Base,no_age_sex_interaction,0.114964764788967,0.312025046658471,0.687974953341529,0.885035235211033,posterior_mean_with_credible_interval,reported,Primary-supported horizon.; stage6_single_cohort:unsupportive,primary_supported,1,TRUE,Common comparison horizon retained for cross-model comparability.,28,8,28,2.6694045174538,primary_supported_window,Bayesian cure,Bayesian cure: other,NA,NA,TRUE,NA,unsupportive,stage6_single_cohort:unsupportive
PNU,NA,NA,NA,site_free,NA,NA,2,0.306442292998275,0.693557707001725,NA,Stage 8,bayesian_cure,bayesian_cure,other,PNU-L0-E,base,Base,no_age_sex_interaction,0.166237278284128,0.466091991065076,0.533908008934924,0.833762721715872,posterior_mean_with_credible_interval,reported,Secondary-support horizon.; stage6_single_cohort:unsupportive,sensitivity,3,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,12,1,2.6694045174538,limited_support_window,Bayesian cure,Bayesian cure: other,NA,NA,TRUE,NA,unsupportive,stage6_single_cohort:unsupportive
PNU,NA,NA,NA,site_free,NA,NA,2,0.276563824946613,0.723436175053387,NA,Stage 8,bayesian_cure,bayesian_cure,other,PNU-L0-LL,base,Base,no_age_sex_interaction,0.144083384294771,0.421974824499764,0.578025175500236,0.855916615705229,posterior_mean_with_credible_interval,reported,Secondary-support horizon.; stage6_single_cohort:unsupportive,sensitivity,3,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,12,1,2.6694045174538,limited_support_window,Bayesian cure,Bayesian cure: other,NA,NA,TRUE,NA,unsupportive,stage6_single_cohort:unsupportive
PNU,NA,NA,NA,site_free,NA,NA,2,0.277759018409862,0.722240981590138,NA,Stage 8,bayesian_cure,bayesian_cure,other,PNU-L0-LN,base,Base,no_age_sex_interaction,0.148546162556327,0.416263182376477,0.583736817623523,0.851453837443673,posterior_mean_with_credible_interval,reported,Secondary-support horizon.; stage6_single_cohort:unsupportive,sensitivity,3,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,12,1,2.6694045174538,limited_support_window,Bayesian cure,Bayesian cure: other,NA,NA,TRUE,NA,unsupportive,stage6_single_cohort:unsupportive
PNU,NA,NA,NA,site_free,NA,NA,2,0.282941916660423,0.717058083339577,NA,Stage 8,bayesian_cure,bayesian_cure,other,PNU-L0-W,base,Base,no_age_sex_interaction,0.162980305760093,0.433167585133981,0.566832414866019,0.837019694239907,posterior_mean_with_credible_interval,reported,Secondary-support horizon.; stage6_single_cohort:unsupportive,sensitivity,3,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,12,1,2.6694045174538,limited_support_window,Bayesian cure,Bayesian cure: other,NA,NA,TRUE,NA,unsupportive,stage6_single_cohort:unsupportive
PNU,NA,NA,NA,site_free,NA,NA,3,0.363655182199186,0.636344817800814,NA,Stage 8,bayesian_cure,bayesian_cure,other,PNU-L0-E,base,Base,no_age_sex_interaction,0.197320901820633,0.54345687561645,0.45654312438355,0.802679098179367,posterior_mean_with_credible_interval,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.; stage6_single_cohort:unsupportive",projection,4,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,0,12,0,2.6694045174538,late_tail_projection,Bayesian cure,Bayesian cure: other,NA,NA,TRUE,NA,unsupportive,stage6_single_cohort:unsupportive
PNU,NA,NA,NA,site_free,NA,NA,3,0.31623606279744,0.68376393720256,NA,Stage 8,bayesian_cure,bayesian_cure,other,PNU-L0-LL,base,Base,no_age_sex_interaction,0.169652435207701,0.474771259055349,0.525228740944651,0.830347564792299,posterior_mean_with_credible_interval,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.; stage6_single_cohort:unsupportive",projection,4,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,0,12,0,2.6694045174538,late_tail_projection,Bayesian cure,Bayesian cure: other,NA,NA,TRUE,NA,unsupportive,stage6_single_cohort:unsupportive
PNU,NA,NA,NA,site_free,NA,NA,3,0.314850184108896,0.685149815891104,NA,Stage 8,bayesian_cure,bayesian_cure,other,PNU-L0-LN,base,Base,no_age_sex_interaction,0.16842949901437201,0.471140248930085,0.528859751069915,0.831570500985628,posterior_mean_with_credible_interval,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.; stage6_single_cohort:unsupportive",projection,4,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,0,12,0,2.6694045174538,late_tail_projection,Bayesian cure,Bayesian cure: other,NA,NA,TRUE,NA,unsupportive,stage6_single_cohort:unsupportive
PNU,NA,NA,NA,site_free,NA,NA,3,0.33178342151683,0.66821657848317,NA,Stage 8,bayesian_cure,bayesian_cure,other,PNU-L0-W,base,Base,no_age_sex_interaction,0.187308823138541,0.493999600629409,0.506000399370591,0.812691176861458,posterior_mean_with_credible_interval,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.; stage6_single_cohort:unsupportive",projection,4,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,0,12,0,2.6694045174538,late_tail_projection,Bayesian cure,Bayesian cure: other,NA,NA,TRUE,NA,unsupportive,stage6_single_cohort:unsupportive
PNU,NA,NA,NA,site_free,NA,NA,4,0.400571486733492,0.599428513266508,NA,Stage 8,bayesian_cure,bayesian_cure,other,PNU-L0-E,base,Base,no_age_sex_interaction,0.20769854805721,0.604448765560455,0.395551234439545,0.79230145194279,posterior_mean_with_credible_interval,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.; stage6_single_cohort:unsupportive",projection,4,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,0,12,0,2.6694045174538,late_tail_projection,Bayesian cure,Bayesian cure: other,NA,NA,TRUE,NA,unsupportive,stage6_single_cohort:unsupportive
PNU,NA,NA,NA,site_free,NA,NA,4,0.343547100927498,0.656452899072502,NA,Stage 8,bayesian_cure,bayesian_cure,other,PNU-L0-LL,base,Base,no_age_sex_interaction,0.180295854813727,0.519086902248433,0.480913097751567,0.819704145186273,posterior_mean_with_credible_interval,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.; stage6_single_cohort:unsupportive",projection,4,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,0,12,0,2.6694045174538,late_tail_projection,Bayesian cure,Bayesian cure: other,NA,NA,TRUE,NA,unsupportive,stage6_single_cohort:unsupportive
PNU,NA,NA,NA,site_free,NA,NA,4,0.340233344265345,0.659766655734655,NA,Stage 8,bayesian_cure,bayesian_cure,other,PNU-L0-LN,base,Base,no_age_sex_interaction,0.182484786710061,0.507678175134263,0.492321824865737,0.817515213289939,posterior_mean_with_credible_interval,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.; stage6_single_cohort:unsupportive",projection,4,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,0,12,0,2.6694045174538,late_tail_projection,Bayesian cure,Bayesian cure: other,NA,NA,TRUE,NA,unsupportive,stage6_single_cohort:unsupportive
PNU,NA,NA,NA,site_free,NA,NA,4,0.366192966560901,0.633807033439099,NA,Stage 8,bayesian_cure,bayesian_cure,other,PNU-L0-W,base,Base,no_age_sex_interaction,0.203451516127312,0.556779928178512,0.443220071821488,0.796548483872688,posterior_mean_with_credible_interval,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.; stage6_single_cohort:unsupportive",projection,4,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,0,12,0,2.6694045174538,late_tail_projection,Bayesian cure,Bayesian cure: other,NA,NA,TRUE,NA,unsupportive,stage6_single_cohort:unsupportive
PNU,NA,NA,NA,site_free,NA,NA,5,0.425926933726266,0.574073066273734,NA,Stage 8,bayesian_cure,bayesian_cure,other,PNU-L0-E,base,Base,no_age_sex_interaction,0.212124549764574,0.662873619529337,0.337126380470663,0.787875450235426,posterior_mean_with_credible_interval,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.; stage6_single_cohort:unsupportive",projection,4,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,0,12,0,2.6694045174538,late_tail_projection,Bayesian cure,Bayesian cure: other,NA,NA,TRUE,NA,unsupportive,stage6_single_cohort:unsupportive
PNU,NA,NA,NA,site_free,NA,NA,5,0.363931623658177,0.636068376341823,NA,Stage 8,bayesian_cure,bayesian_cure,other,PNU-L0-LL,base,Base,no_age_sex_interaction,0.189157526368734,0.548847795965901,0.451152204034098,0.810842473631266,posterior_mean_with_credible_interval,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.; stage6_single_cohort:unsupportive",projection,4,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,0,12,0,2.6694045174538,late_tail_projection,Bayesian cure,Bayesian cure: other,NA,NA,TRUE,NA,unsupportive,stage6_single_cohort:unsupportive
PNU,NA,NA,NA,site_free,NA,NA,5,0.359155326765504,0.640844673234496,NA,Stage 8,bayesian_cure,bayesian_cure,other,PNU-L0-LN,base,Base,no_age_sex_interaction,0.190158044040136,0.536032319258478,0.463967680741522,0.809841955959864,posterior_mean_with_credible_interval,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.; stage6_single_cohort:unsupportive",projection,4,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,0,12,0,2.6694045174538,late_tail_projection,Bayesian cure,Bayesian cure: other,NA,NA,TRUE,NA,unsupportive,stage6_single_cohort:unsupportive
PNU,NA,NA,NA,site_free,NA,NA,5,0.392039828301348,0.607960171698652,NA,Stage 8,bayesian_cure,bayesian_cure,other,PNU-L0-W,base,Base,no_age_sex_interaction,0.208747395841236,0.598553846216782,0.401446153783218,0.791252604158764,posterior_mean_with_credible_interval,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.; stage6_single_cohort:unsupportive",projection,4,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,0,12,0,2.6694045174538,late_tail_projection,Bayesian cure,Bayesian cure: other,NA,NA,TRUE,NA,unsupportive,stage6_single_cohort:unsupportive
PNU,NA,NA,NA,site_free,NA,NA,6,0.444094856269368,0.555905143730632,NA,Stage 8,bayesian_cure,bayesian_cure,other,PNU-L0-E,base,Base,no_age_sex_interaction,0.21459383233337,0.70468835080993,0.29531164919007,0.78540616766663,posterior_mean_with_credible_interval,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.; stage6_single_cohort:unsupportive",projection,4,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,0,12,0,2.6694045174538,late_tail_projection,Bayesian cure,Bayesian cure: other,NA,NA,TRUE,NA,unsupportive,stage6_single_cohort:unsupportive
PNU,NA,NA,NA,site_free,NA,NA,6,0.379940119667334,0.620059880332666,NA,Stage 8,bayesian_cure,bayesian_cure,other,PNU-L0-LL,base,Base,no_age_sex_interaction,0.198104111868476,0.581250531737543,0.418749468262457,0.801895888131524,posterior_mean_with_credible_interval,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.; stage6_single_cohort:unsupportive",projection,4,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,0,12,0,2.6694045174538,late_tail_projection,Bayesian cure,Bayesian cure: other,NA,NA,TRUE,NA,unsupportive,stage6_single_cohort:unsupportive
PNU,NA,NA,NA,site_free,NA,NA,6,0.374024595736786,0.625975404263214,NA,Stage 8,bayesian_cure,bayesian_cure,other,PNU-L0-LN,base,Base,no_age_sex_interaction,0.196166720392792,0.564195311539454,0.435804688460546,0.803833279607208,posterior_mean_with_credible_interval,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.; stage6_single_cohort:unsupportive",projection,4,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,0,12,0,2.6694045174538,late_tail_projection,Bayesian cure,Bayesian cure: other,NA,NA,TRUE,NA,unsupportive,stage6_single_cohort:unsupportive
PNU,NA,NA,NA,site_free,NA,NA,6,0.412280252347571,0.587719747652429,NA,Stage 8,bayesian_cure,bayesian_cure,other,PNU-L0-W,base,Base,no_age_sex_interaction,0.216692729054038,0.629224653210675,0.370775346789325,0.783307270945961,posterior_mean_with_credible_interval,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.; stage6_single_cohort:unsupportive",projection,4,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,0,12,0,2.6694045174538,late_tail_projection,Bayesian cure,Bayesian cure: other,NA,NA,TRUE,NA,unsupportive,stage6_single_cohort:unsupportive
PNU,NA,NA,NA,site_free,NA,NA,7,0.457521456283737,0.542478543716263,NA,Stage 8,bayesian_cure,bayesian_cure,other,PNU-L0-E,base,Base,no_age_sex_interaction,0.21697089429878,0.733342046761191,0.266657953238809,0.78302910570122,posterior_mean_with_credible_interval,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.; stage6_single_cohort:unsupportive",projection,4,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,0,12,0,2.6694045174538,late_tail_projection,Bayesian cure,Bayesian cure: other,NA,NA,TRUE,NA,unsupportive,stage6_single_cohort:unsupportive
PNU,NA,NA,NA,site_free,NA,NA,7,0.392962943546638,0.607037056453362,NA,Stage 8,bayesian_cure,bayesian_cure,other,PNU-L0-LL,base,Base,no_age_sex_interaction,0.202939621819312,0.598435897151726,0.401564102848273,0.797060378180688,posterior_mean_with_credible_interval,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.; stage6_single_cohort:unsupportive",projection,4,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,0,12,0,2.6694045174538,late_tail_projection,Bayesian cure,Bayesian cure: other,NA,NA,TRUE,NA,unsupportive,stage6_single_cohort:unsupportive
PNU,NA,NA,NA,site_free,NA,NA,7,0.386138073415881,0.613861926584119,NA,Stage 8,bayesian_cure,bayesian_cure,other,PNU-L0-LN,base,Base,no_age_sex_interaction,0.1990845925342,0.5836186177595,0.4163813822405,0.8009154074658,posterior_mean_with_credible_interval,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.; stage6_single_cohort:unsupportive",projection,4,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,0,12,0,2.6694045174538,late_tail_projection,Bayesian cure,Bayesian cure: other,NA,NA,TRUE,NA,unsupportive,stage6_single_cohort:unsupportive
PNU,NA,NA,NA,site_free,NA,NA,7,0.428609163599529,0.571390836400471,NA,Stage 8,bayesian_cure,bayesian_cure,other,PNU-L0-W,base,Base,no_age_sex_interaction,0.218823736821235,0.652341762846885,0.347658237153114,0.781176263178765,posterior_mean_with_credible_interval,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.; stage6_single_cohort:unsupportive",projection,4,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,0,12,0,2.6694045174538,late_tail_projection,Bayesian cure,Bayesian cure: other,NA,NA,TRUE,NA,unsupportive,stage6_single_cohort:unsupportive
PNU,NA,NA,NA,site_free,NA,NA,8,0.467682987431387,0.532317012568613,NA,Stage 8,bayesian_cure,bayesian_cure,other,PNU-L0-E,base,Base,no_age_sex_interaction,0.219700466053762,0.764017513885533,0.235982486114467,0.780299533946238,posterior_mean_with_credible_interval,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.; stage6_single_cohort:unsupportive",projection,4,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,0,12,0,2.6694045174538,late_tail_projection,Bayesian cure,Bayesian cure: other,NA,NA,TRUE,NA,unsupportive,stage6_single_cohort:unsupportive
PNU,NA,NA,NA,site_free,NA,NA,8,0.403835664055786,0.596164335944214,NA,Stage 8,bayesian_cure,bayesian_cure,other,PNU-L0-LL,base,Base,no_age_sex_interaction,0.205612359143555,0.616540397089387,0.383459602910613,0.794387640856445,posterior_mean_with_credible_interval,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.; stage6_single_cohort:unsupportive",projection,4,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,0,12,0,2.6694045174538,late_tail_projection,Bayesian cure,Bayesian cure: other,NA,NA,TRUE,NA,unsupportive,stage6_single_cohort:unsupportive
PNU,NA,NA,NA,site_free,NA,NA,8,0.396269651034756,0.603730348965244,NA,Stage 8,bayesian_cure,bayesian_cure,other,PNU-L0-LN,base,Base,no_age_sex_interaction,0.201606119280542,0.605134224613757,0.394865775386243,0.798393880719459,posterior_mean_with_credible_interval,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.; stage6_single_cohort:unsupportive",projection,4,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,0,12,0,2.6694045174538,late_tail_projection,Bayesian cure,Bayesian cure: other,NA,NA,TRUE,NA,unsupportive,stage6_single_cohort:unsupportive
PNU,NA,NA,NA,site_free,NA,NA,8,0.442082969732065,0.557917030267935,NA,Stage 8,bayesian_cure,bayesian_cure,other,PNU-L0-W,base,Base,no_age_sex_interaction,0.221139510431694,0.670593620235805,0.329406379764195,0.778860489568306,posterior_mean_with_credible_interval,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.; stage6_single_cohort:unsupportive",projection,4,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,0,12,0,2.6694045174538,late_tail_projection,Bayesian cure,Bayesian cure: other,NA,NA,TRUE,NA,unsupportive,stage6_single_cohort:unsupportive
PNU,NA,NA,NA,site_free,NA,NA,9,0.475521062204196,0.524478937795804,NA,Stage 8,bayesian_cure,bayesian_cure,other,PNU-L0-E,base,Base,no_age_sex_interaction,0.221987637679972,0.789155274318953,0.210844725681047,0.778012362320028,posterior_mean_with_credible_interval,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.; stage6_single_cohort:unsupportive",projection,4,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,0,12,0,2.6694045174538,late_tail_projection,Bayesian cure,Bayesian cure: other,NA,NA,TRUE,NA,unsupportive,stage6_single_cohort:unsupportive
PNU,NA,NA,NA,site_free,NA,NA,9,0.413096492701783,0.586903507298217,NA,Stage 8,bayesian_cure,bayesian_cure,other,PNU-L0-LL,base,Base,no_age_sex_interaction,0.210475685768494,0.631905822992324,0.368094177007676,0.789524314231506,posterior_mean_with_credible_interval,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.; stage6_single_cohort:unsupportive",projection,4,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,0,12,0,2.6694045174538,late_tail_projection,Bayesian cure,Bayesian cure: other,NA,NA,TRUE,NA,unsupportive,stage6_single_cohort:unsupportive
PNU,NA,NA,NA,site_free,NA,NA,9,0.404915733232359,0.595084266767641,NA,Stage 8,bayesian_cure,bayesian_cure,other,PNU-L0-LN,base,Base,no_age_sex_interaction,0.205019528925922,0.623708256430621,0.376291743569379,0.794980471074078,posterior_mean_with_credible_interval,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.; stage6_single_cohort:unsupportive",projection,4,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,0,12,0,2.6694045174538,late_tail_projection,Bayesian cure,Bayesian cure: other,NA,NA,TRUE,NA,unsupportive,stage6_single_cohort:unsupportive
PNU,NA,NA,NA,site_free,NA,NA,9,0.453400402163834,0.546599597836166,NA,Stage 8,bayesian_cure,bayesian_cure,other,PNU-L0-W,base,Base,no_age_sex_interaction,0.221213016543465,0.688511690755792,0.311488309244208,0.778786983456535,posterior_mean_with_credible_interval,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.; stage6_single_cohort:unsupportive",projection,4,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,0,12,0,2.6694045174538,late_tail_projection,Bayesian cure,Bayesian cure: other,NA,NA,TRUE,NA,unsupportive,stage6_single_cohort:unsupportive
