dataset,source_stage,model_class,model_class_label,model_block,family,model_id,benchmark_id,formula_name,formula_label,site_branch,interaction_branch,model_display_label,has_risk_rows,has_threshold_rows,has_auxiliary_rows,has_delta_rows,n_supported_horizons
PNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,PNU-L0-LN,PNU__base__lognormal,base,Base,site_free,no_age_sex_interaction,Bayesian cure: other,FALSE,FALSE,FALSE,TRUE,10
PNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,PNU-L0-LN,PNU__base__weibull,base,Base,site_free,no_age_sex_interaction,Bayesian cure: other,FALSE,FALSE,FALSE,TRUE,10
PNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,PNU-L0-LN,NA,base,Base,site_free,no_age_sex_interaction,Bayesian cure: other,TRUE,TRUE,FALSE,FALSE,10
PNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,PNU-L0-W,PNU__base__coxph,base,Base,site_free,no_age_sex_interaction,Bayesian cure: other,FALSE,FALSE,FALSE,TRUE,10
PNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,PNU-L0-W,PNU__base__exponential,base,Base,site_free,no_age_sex_interaction,Bayesian cure: other,FALSE,FALSE,FALSE,TRUE,10
PNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,PNU-L0-W,PNU__base__loglogistic,base,Base,site_free,no_age_sex_interaction,Bayesian cure: other,FALSE,FALSE,FALSE,TRUE,10
PNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,PNU-L0-W,PNU__base__lognormal,base,Base,site_free,no_age_sex_interaction,Bayesian cure: other,FALSE,FALSE,FALSE,TRUE,10
PNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,PNU-L0-W,PNU__base__weibull,base,Base,site_free,no_age_sex_interaction,Bayesian cure: other,FALSE,FALSE,FALSE,TRUE,10
PNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,PNU-L0-W,NA,base,Base,site_free,no_age_sex_interaction,Bayesian cure: other,TRUE,TRUE,FALSE,FALSE,10
PNU,Stage 7,frequentist_cure,Frequentist cure,cure_mle,other,benchmark_km,NA,benchmark,benchmark,benchmark,benchmark,Cure MLE: other,TRUE,TRUE,FALSE,FALSE,10
PNU,Stage 7,frequentist_cure,Frequentist cure,cure_mle,other,treat_all,NA,benchmark_strategy,benchmark_strategy,benchmark,benchmark,Cure MLE: other,FALSE,TRUE,FALSE,FALSE,0
PNU,Stage 7,frequentist_cure,Frequentist cure,cure_mle,other,treat_none,NA,benchmark_strategy,benchmark_strategy,benchmark,benchmark,Cure MLE: other,FALSE,TRUE,FALSE,FALSE,0
PNU,Stage 3,km_benchmark,KM benchmark,benchmark,KM,km_overall,km_overall,interaction,Interaction,site_free,no_age_sex_interaction,KM: Overall KM benchmark,TRUE,TRUE,FALSE,FALSE,20
PNU,Stage 5,no_cure,No-cure,non_cure,coxph,PNU__interaction__coxph,NA,interaction,Interaction,site_free,age_sex_interaction,No-cure: coxph,TRUE,TRUE,TRUE,FALSE,10
PNU,Stage 5,no_cure,No-cure,non_cure,exponential,PNU__interaction__exponential,NA,interaction,Interaction,site_free,age_sex_interaction,No-cure: exponential,TRUE,TRUE,TRUE,FALSE,10
PNU,Stage 5,no_cure,No-cure,non_cure,loglogistic,PNU__interaction__loglogistic,NA,interaction,Interaction,site_free,age_sex_interaction,No-cure: loglogistic,TRUE,TRUE,TRUE,FALSE,10
PNU,Stage 5,no_cure,No-cure,non_cure,lognormal,PNU__interaction__lognormal,NA,interaction,Interaction,site_free,age_sex_interaction,No-cure: lognormal,TRUE,TRUE,TRUE,FALSE,10
PNU,Stage 5,no_cure,No-cure,non_cure,weibull,PNU__interaction__weibull,NA,interaction,Interaction,site_free,age_sex_interaction,No-cure: weibull,TRUE,TRUE,TRUE,FALSE,10
PNU,Stage 7,frequentist_cure,Frequentist cure,cure_mle,other,cure_aft_sensitivity,NA,interaction,Interaction,site_free,age_sex_interaction,Cure MLE: other,TRUE,TRUE,FALSE,FALSE,20
PNU,Stage 7,frequentist_cure,Frequentist cure,cure_mle,other,cure_coxlatency,nocure_coxph,interaction,Interaction,site_free,age_sex_interaction,Cure MLE: other,FALSE,FALSE,FALSE,TRUE,20
PNU,Stage 7,frequentist_cure,Frequentist cure,cure_mle,other,cure_coxlatency,NA,interaction,Interaction,site_free,age_sex_interaction,Cure MLE: other,TRUE,TRUE,FALSE,FALSE,20
PNU,Stage 7,frequentist_cure,Frequentist cure,cure_mle,other,cure_exp,nocure_exp,interaction,Interaction,site_free,age_sex_interaction,Cure MLE: other,FALSE,FALSE,FALSE,TRUE,20
PNU,Stage 7,frequentist_cure,Frequentist cure,cure_mle,other,cure_exp,NA,interaction,Interaction,site_free,age_sex_interaction,Cure MLE: other,TRUE,TRUE,FALSE,FALSE,20
PNU,Stage 7,frequentist_cure,Frequentist cure,cure_mle,other,cure_llogis,nocure_llogis,interaction,Interaction,site_free,age_sex_interaction,Cure MLE: other,FALSE,FALSE,FALSE,TRUE,20
PNU,Stage 7,frequentist_cure,Frequentist cure,cure_mle,other,cure_llogis,NA,interaction,Interaction,site_free,age_sex_interaction,Cure MLE: other,TRUE,TRUE,FALSE,FALSE,20
PNU,Stage 7,frequentist_cure,Frequentist cure,cure_mle,other,cure_lnorm,nocure_lnorm,interaction,Interaction,site_free,age_sex_interaction,Cure MLE: other,FALSE,FALSE,FALSE,TRUE,20
PNU,Stage 7,frequentist_cure,Frequentist cure,cure_mle,other,cure_lnorm,NA,interaction,Interaction,site_free,age_sex_interaction,Cure MLE: other,TRUE,TRUE,FALSE,FALSE,20
PNU,Stage 7,frequentist_cure,Frequentist cure,cure_mle,other,cure_weibull,nocure_weibull,interaction,Interaction,site_free,age_sex_interaction,Cure MLE: other,FALSE,FALSE,FALSE,TRUE,20
PNU,Stage 7,frequentist_cure,Frequentist cure,cure_mle,other,cure_weibull,NA,interaction,Interaction,site_free,age_sex_interaction,Cure MLE: other,TRUE,TRUE,FALSE,FALSE,20
PNU,Stage 7,frequentist_cure,Frequentist cure,cure_mle,other,nocure_coxph,NA,interaction,Interaction,site_free,age_sex_interaction,Cure MLE: other,TRUE,TRUE,FALSE,FALSE,20
PNU,Stage 7,frequentist_cure,Frequentist cure,cure_mle,other,nocure_exp,NA,interaction,Interaction,site_free,age_sex_interaction,Cure MLE: other,TRUE,TRUE,FALSE,FALSE,20
PNU,Stage 7,frequentist_cure,Frequentist cure,cure_mle,other,nocure_llogis,NA,interaction,Interaction,site_free,age_sex_interaction,Cure MLE: other,TRUE,TRUE,FALSE,FALSE,20
PNU,Stage 7,frequentist_cure,Frequentist cure,cure_mle,other,nocure_lnorm,NA,interaction,Interaction,site_free,age_sex_interaction,Cure MLE: other,TRUE,TRUE,FALSE,FALSE,20
PNU,Stage 7,frequentist_cure,Frequentist cure,cure_mle,other,nocure_weibull,NA,interaction,Interaction,site_free,age_sex_interaction,Cure MLE: other,TRUE,TRUE,FALSE,FALSE,20
PNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,PNU-L1-E,PNU__interaction__coxph,interaction,Interaction,site_free,no_age_sex_interaction,Bayesian cure: other,FALSE,FALSE,FALSE,TRUE,10
PNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,PNU-L1-E,PNU__interaction__exponential,interaction,Interaction,site_free,no_age_sex_interaction,Bayesian cure: other,FALSE,FALSE,FALSE,TRUE,10
PNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,PNU-L1-E,PNU__interaction__loglogistic,interaction,Interaction,site_free,no_age_sex_interaction,Bayesian cure: other,FALSE,FALSE,FALSE,TRUE,10
PNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,PNU-L1-E,PNU__interaction__lognormal,interaction,Interaction,site_free,no_age_sex_interaction,Bayesian cure: other,FALSE,FALSE,FALSE,TRUE,10
PNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,PNU-L1-E,PNU__interaction__weibull,interaction,Interaction,site_free,no_age_sex_interaction,Bayesian cure: other,FALSE,FALSE,FALSE,TRUE,10
PNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,PNU-L1-E,NA,interaction,Interaction,site_free,no_age_sex_interaction,Bayesian cure: other,TRUE,TRUE,FALSE,FALSE,10
PNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,PNU-L1-LL,PNU__interaction__coxph,interaction,Interaction,site_free,no_age_sex_interaction,Bayesian cure: other,FALSE,FALSE,FALSE,TRUE,10
PNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,PNU-L1-LL,PNU__interaction__exponential,interaction,Interaction,site_free,no_age_sex_interaction,Bayesian cure: other,FALSE,FALSE,FALSE,TRUE,10
PNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,PNU-L1-LL,PNU__interaction__loglogistic,interaction,Interaction,site_free,no_age_sex_interaction,Bayesian cure: other,FALSE,FALSE,FALSE,TRUE,10
PNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,PNU-L1-LL,PNU__interaction__lognormal,interaction,Interaction,site_free,no_age_sex_interaction,Bayesian cure: other,FALSE,FALSE,FALSE,TRUE,10
PNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,PNU-L1-LL,PNU__interaction__weibull,interaction,Interaction,site_free,no_age_sex_interaction,Bayesian cure: other,FALSE,FALSE,FALSE,TRUE,10
PNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,PNU-L1-LL,NA,interaction,Interaction,site_free,no_age_sex_interaction,Bayesian cure: other,TRUE,TRUE,FALSE,FALSE,10
PNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,PNU-L1-LN,PNU__interaction__coxph,interaction,Interaction,site_free,no_age_sex_interaction,Bayesian cure: other,FALSE,FALSE,FALSE,TRUE,10
PNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,PNU-L1-LN,PNU__interaction__exponential,interaction,Interaction,site_free,no_age_sex_interaction,Bayesian cure: other,FALSE,FALSE,FALSE,TRUE,10
PNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,PNU-L1-LN,PNU__interaction__loglogistic,interaction,Interaction,site_free,no_age_sex_interaction,Bayesian cure: other,FALSE,FALSE,FALSE,TRUE,10
PNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,PNU-L1-LN,PNU__interaction__lognormal,interaction,Interaction,site_free,no_age_sex_interaction,Bayesian cure: other,FALSE,FALSE,FALSE,TRUE,10
PNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,PNU-L1-LN,PNU__interaction__weibull,interaction,Interaction,site_free,no_age_sex_interaction,Bayesian cure: other,FALSE,FALSE,FALSE,TRUE,10
PNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,PNU-L1-LN,NA,interaction,Interaction,site_free,no_age_sex_interaction,Bayesian cure: other,TRUE,TRUE,FALSE,FALSE,10
PNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,PNU-L1-W,PNU__interaction__coxph,interaction,Interaction,site_free,no_age_sex_interaction,Bayesian cure: other,FALSE,FALSE,FALSE,TRUE,10
PNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,PNU-L1-W,PNU__interaction__exponential,interaction,Interaction,site_free,no_age_sex_interaction,Bayesian cure: other,FALSE,FALSE,FALSE,TRUE,10
PNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,PNU-L1-W,PNU__interaction__loglogistic,interaction,Interaction,site_free,no_age_sex_interaction,Bayesian cure: other,FALSE,FALSE,FALSE,TRUE,10
PNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,PNU-L1-W,PNU__interaction__lognormal,interaction,Interaction,site_free,no_age_sex_interaction,Bayesian cure: other,FALSE,FALSE,FALSE,TRUE,10
PNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,PNU-L1-W,PNU__interaction__weibull,interaction,Interaction,site_free,no_age_sex_interaction,Bayesian cure: other,FALSE,FALSE,FALSE,TRUE,10
PNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,PNU-L1-W,NA,interaction,Interaction,site_free,no_age_sex_interaction,Bayesian cure: other,TRUE,TRUE,FALSE,FALSE,10
SNU,Stage 3,km_benchmark,KM benchmark,benchmark,KM,km_overall,km_overall,base,Base,site_free,no_age_sex_interaction,KM: Overall KM benchmark,TRUE,TRUE,FALSE,FALSE,20
SNU,Stage 5,no_cure,No-cure,non_cure,coxph,SNU__base__coxph,NA,base,Base,site_free,no_age_sex_interaction,No-cure: coxph,TRUE,TRUE,TRUE,FALSE,10
SNU,Stage 5,no_cure,No-cure,non_cure,exponential,SNU__base__exponential,NA,base,Base,site_free,no_age_sex_interaction,No-cure: exponential,TRUE,TRUE,TRUE,FALSE,10
SNU,Stage 5,no_cure,No-cure,non_cure,loglogistic,SNU__base__loglogistic,NA,base,Base,site_free,no_age_sex_interaction,No-cure: loglogistic,TRUE,TRUE,TRUE,FALSE,10
SNU,Stage 5,no_cure,No-cure,non_cure,lognormal,SNU__base__lognormal,NA,base,Base,site_free,no_age_sex_interaction,No-cure: lognormal,TRUE,TRUE,TRUE,FALSE,10
SNU,Stage 5,no_cure,No-cure,non_cure,weibull,SNU__base__weibull,NA,base,Base,site_free,no_age_sex_interaction,No-cure: weibull,TRUE,TRUE,TRUE,FALSE,10
SNU,Stage 7,frequentist_cure,Frequentist cure,cure_mle,other,cure_aft_sensitivity,NA,base,Base,site_free,no_age_sex_interaction,Cure MLE: other,TRUE,TRUE,FALSE,FALSE,20
SNU,Stage 7,frequentist_cure,Frequentist cure,cure_mle,other,cure_coxlatency,nocure_coxph,base,Base,site_free,no_age_sex_interaction,Cure MLE: other,FALSE,FALSE,FALSE,TRUE,20
SNU,Stage 7,frequentist_cure,Frequentist cure,cure_mle,other,cure_coxlatency,NA,base,Base,site_free,no_age_sex_interaction,Cure MLE: other,TRUE,TRUE,FALSE,FALSE,20
SNU,Stage 7,frequentist_cure,Frequentist cure,cure_mle,other,cure_exp,nocure_exp,base,Base,site_free,no_age_sex_interaction,Cure MLE: other,FALSE,FALSE,FALSE,TRUE,20
SNU,Stage 7,frequentist_cure,Frequentist cure,cure_mle,other,cure_exp,NA,base,Base,site_free,no_age_sex_interaction,Cure MLE: other,TRUE,TRUE,FALSE,FALSE,20
SNU,Stage 7,frequentist_cure,Frequentist cure,cure_mle,other,cure_llogis,nocure_llogis,base,Base,site_free,no_age_sex_interaction,Cure MLE: other,FALSE,FALSE,FALSE,TRUE,20
SNU,Stage 7,frequentist_cure,Frequentist cure,cure_mle,other,cure_llogis,NA,base,Base,site_free,no_age_sex_interaction,Cure MLE: other,TRUE,TRUE,FALSE,FALSE,20
SNU,Stage 7,frequentist_cure,Frequentist cure,cure_mle,other,cure_lnorm,nocure_lnorm,base,Base,site_free,no_age_sex_interaction,Cure MLE: other,FALSE,FALSE,FALSE,TRUE,20
SNU,Stage 7,frequentist_cure,Frequentist cure,cure_mle,other,cure_lnorm,NA,base,Base,site_free,no_age_sex_interaction,Cure MLE: other,TRUE,TRUE,FALSE,FALSE,20
SNU,Stage 7,frequentist_cure,Frequentist cure,cure_mle,other,cure_weibull,nocure_weibull,base,Base,site_free,no_age_sex_interaction,Cure MLE: other,FALSE,FALSE,FALSE,TRUE,20
SNU,Stage 7,frequentist_cure,Frequentist cure,cure_mle,other,cure_weibull,NA,base,Base,site_free,no_age_sex_interaction,Cure MLE: other,TRUE,TRUE,FALSE,FALSE,20
SNU,Stage 7,frequentist_cure,Frequentist cure,cure_mle,other,nocure_coxph,NA,base,Base,site_free,no_age_sex_interaction,Cure MLE: other,TRUE,TRUE,FALSE,FALSE,20
SNU,Stage 7,frequentist_cure,Frequentist cure,cure_mle,other,nocure_exp,NA,base,Base,site_free,no_age_sex_interaction,Cure MLE: other,TRUE,TRUE,FALSE,FALSE,20
SNU,Stage 7,frequentist_cure,Frequentist cure,cure_mle,other,nocure_llogis,NA,base,Base,site_free,no_age_sex_interaction,Cure MLE: other,TRUE,TRUE,FALSE,FALSE,20
SNU,Stage 7,frequentist_cure,Frequentist cure,cure_mle,other,nocure_lnorm,NA,base,Base,site_free,no_age_sex_interaction,Cure MLE: other,TRUE,TRUE,FALSE,FALSE,20
SNU,Stage 7,frequentist_cure,Frequentist cure,cure_mle,other,nocure_weibull,NA,base,Base,site_free,no_age_sex_interaction,Cure MLE: other,TRUE,TRUE,FALSE,FALSE,20
SNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,SNU-L0-E,SNU__base__coxph,base,Base,site_free,no_age_sex_interaction,Bayesian cure: other,FALSE,FALSE,FALSE,TRUE,10
SNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,SNU-L0-E,SNU__base__exponential,base,Base,site_free,no_age_sex_interaction,Bayesian cure: other,FALSE,FALSE,FALSE,TRUE,10
SNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,SNU-L0-E,SNU__base__loglogistic,base,Base,site_free,no_age_sex_interaction,Bayesian cure: other,FALSE,FALSE,FALSE,TRUE,10
SNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,SNU-L0-E,SNU__base__lognormal,base,Base,site_free,no_age_sex_interaction,Bayesian cure: other,FALSE,FALSE,FALSE,TRUE,10
SNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,SNU-L0-E,SNU__base__weibull,base,Base,site_free,no_age_sex_interaction,Bayesian cure: other,FALSE,FALSE,FALSE,TRUE,10
SNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,SNU-L0-E,NA,base,Base,site_free,no_age_sex_interaction,Bayesian cure: other,TRUE,TRUE,FALSE,FALSE,10
SNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,SNU-L0-LL,SNU__base__coxph,base,Base,site_free,no_age_sex_interaction,Bayesian cure: other,FALSE,FALSE,FALSE,TRUE,10
SNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,SNU-L0-LL,SNU__base__exponential,base,Base,site_free,no_age_sex_interaction,Bayesian cure: other,FALSE,FALSE,FALSE,TRUE,10
SNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,SNU-L0-LL,SNU__base__loglogistic,base,Base,site_free,no_age_sex_interaction,Bayesian cure: other,FALSE,FALSE,FALSE,TRUE,10
SNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,SNU-L0-LL,SNU__base__lognormal,base,Base,site_free,no_age_sex_interaction,Bayesian cure: other,FALSE,FALSE,FALSE,TRUE,10
SNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,SNU-L0-LL,SNU__base__weibull,base,Base,site_free,no_age_sex_interaction,Bayesian cure: other,FALSE,FALSE,FALSE,TRUE,10
SNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,SNU-L0-LL,NA,base,Base,site_free,no_age_sex_interaction,Bayesian cure: other,TRUE,TRUE,FALSE,FALSE,10
SNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,SNU-L0-LN,SNU__base__coxph,base,Base,site_free,no_age_sex_interaction,Bayesian cure: other,FALSE,FALSE,FALSE,TRUE,10
SNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,SNU-L0-LN,SNU__base__exponential,base,Base,site_free,no_age_sex_interaction,Bayesian cure: other,FALSE,FALSE,FALSE,TRUE,10
SNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,SNU-L0-LN,SNU__base__loglogistic,base,Base,site_free,no_age_sex_interaction,Bayesian cure: other,FALSE,FALSE,FALSE,TRUE,10
SNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,SNU-L0-LN,SNU__base__lognormal,base,Base,site_free,no_age_sex_interaction,Bayesian cure: other,FALSE,FALSE,FALSE,TRUE,10
SNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,SNU-L0-LN,SNU__base__weibull,base,Base,site_free,no_age_sex_interaction,Bayesian cure: other,FALSE,FALSE,FALSE,TRUE,10
SNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,SNU-L0-LN,NA,base,Base,site_free,no_age_sex_interaction,Bayesian cure: other,TRUE,TRUE,FALSE,FALSE,10
SNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,SNU-L0-W,SNU__base__coxph,base,Base,site_free,no_age_sex_interaction,Bayesian cure: other,FALSE,FALSE,FALSE,TRUE,10
SNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,SNU-L0-W,SNU__base__exponential,base,Base,site_free,no_age_sex_interaction,Bayesian cure: other,FALSE,FALSE,FALSE,TRUE,10
SNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,SNU-L0-W,SNU__base__loglogistic,base,Base,site_free,no_age_sex_interaction,Bayesian cure: other,FALSE,FALSE,FALSE,TRUE,10
SNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,SNU-L0-W,SNU__base__lognormal,base,Base,site_free,no_age_sex_interaction,Bayesian cure: other,FALSE,FALSE,FALSE,TRUE,10
SNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,SNU-L0-W,SNU__base__weibull,base,Base,site_free,no_age_sex_interaction,Bayesian cure: other,FALSE,FALSE,FALSE,TRUE,10
SNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,SNU-L0-W,NA,base,Base,site_free,no_age_sex_interaction,Bayesian cure: other,TRUE,TRUE,FALSE,FALSE,10
SNU,Stage 7,frequentist_cure,Frequentist cure,cure_mle,other,benchmark_km,NA,benchmark,benchmark,benchmark,benchmark,Cure MLE: other,TRUE,TRUE,FALSE,FALSE,10
SNU,Stage 7,frequentist_cure,Frequentist cure,cure_mle,other,treat_all,NA,benchmark_strategy,benchmark_strategy,benchmark,benchmark,Cure MLE: other,FALSE,TRUE,FALSE,FALSE,0
SNU,Stage 7,frequentist_cure,Frequentist cure,cure_mle,other,treat_none,NA,benchmark_strategy,benchmark_strategy,benchmark,benchmark,Cure MLE: other,FALSE,TRUE,FALSE,FALSE,0
SNU,Stage 3,km_benchmark,KM benchmark,benchmark,KM,km_overall,km_overall,interaction,Interaction,site_free,no_age_sex_interaction,KM: Overall KM benchmark,TRUE,TRUE,FALSE,FALSE,20
SNU,Stage 5,no_cure,No-cure,non_cure,coxph,SNU__interaction__coxph,NA,interaction,Interaction,site_free,age_sex_interaction,No-cure: coxph,TRUE,TRUE,TRUE,FALSE,10
SNU,Stage 5,no_cure,No-cure,non_cure,exponential,SNU__interaction__exponential,NA,interaction,Interaction,site_free,age_sex_interaction,No-cure: exponential,TRUE,TRUE,TRUE,FALSE,10
SNU,Stage 5,no_cure,No-cure,non_cure,loglogistic,SNU__interaction__loglogistic,NA,interaction,Interaction,site_free,age_sex_interaction,No-cure: loglogistic,TRUE,TRUE,TRUE,FALSE,10
SNU,Stage 5,no_cure,No-cure,non_cure,lognormal,SNU__interaction__lognormal,NA,interaction,Interaction,site_free,age_sex_interaction,No-cure: lognormal,TRUE,TRUE,TRUE,FALSE,10
SNU,Stage 5,no_cure,No-cure,non_cure,weibull,SNU__interaction__weibull,NA,interaction,Interaction,site_free,age_sex_interaction,No-cure: weibull,TRUE,TRUE,TRUE,FALSE,10
SNU,Stage 7,frequentist_cure,Frequentist cure,cure_mle,other,cure_aft_sensitivity,NA,interaction,Interaction,site_free,age_sex_interaction,Cure MLE: other,TRUE,TRUE,FALSE,FALSE,20
SNU,Stage 7,frequentist_cure,Frequentist cure,cure_mle,other,cure_coxlatency,nocure_coxph,interaction,Interaction,site_free,age_sex_interaction,Cure MLE: other,FALSE,FALSE,FALSE,TRUE,20
SNU,Stage 7,frequentist_cure,Frequentist cure,cure_mle,other,cure_coxlatency,NA,interaction,Interaction,site_free,age_sex_interaction,Cure MLE: other,TRUE,TRUE,FALSE,FALSE,20
SNU,Stage 7,frequentist_cure,Frequentist cure,cure_mle,other,cure_exp,nocure_exp,interaction,Interaction,site_free,age_sex_interaction,Cure MLE: other,FALSE,FALSE,FALSE,TRUE,20
SNU,Stage 7,frequentist_cure,Frequentist cure,cure_mle,other,cure_exp,NA,interaction,Interaction,site_free,age_sex_interaction,Cure MLE: other,TRUE,TRUE,FALSE,FALSE,20
SNU,Stage 7,frequentist_cure,Frequentist cure,cure_mle,other,cure_llogis,nocure_llogis,interaction,Interaction,site_free,age_sex_interaction,Cure MLE: other,FALSE,FALSE,FALSE,TRUE,20
SNU,Stage 7,frequentist_cure,Frequentist cure,cure_mle,other,cure_llogis,NA,interaction,Interaction,site_free,age_sex_interaction,Cure MLE: other,TRUE,TRUE,FALSE,FALSE,20
SNU,Stage 7,frequentist_cure,Frequentist cure,cure_mle,other,cure_lnorm,nocure_lnorm,interaction,Interaction,site_free,age_sex_interaction,Cure MLE: other,FALSE,FALSE,FALSE,TRUE,20
SNU,Stage 7,frequentist_cure,Frequentist cure,cure_mle,other,cure_lnorm,NA,interaction,Interaction,site_free,age_sex_interaction,Cure MLE: other,TRUE,TRUE,FALSE,FALSE,20
SNU,Stage 7,frequentist_cure,Frequentist cure,cure_mle,other,cure_weibull,nocure_weibull,interaction,Interaction,site_free,age_sex_interaction,Cure MLE: other,FALSE,FALSE,FALSE,TRUE,20
SNU,Stage 7,frequentist_cure,Frequentist cure,cure_mle,other,cure_weibull,NA,interaction,Interaction,site_free,age_sex_interaction,Cure MLE: other,TRUE,TRUE,FALSE,FALSE,20
SNU,Stage 7,frequentist_cure,Frequentist cure,cure_mle,other,nocure_coxph,NA,interaction,Interaction,site_free,age_sex_interaction,Cure MLE: other,TRUE,TRUE,FALSE,FALSE,20
SNU,Stage 7,frequentist_cure,Frequentist cure,cure_mle,other,nocure_exp,NA,interaction,Interaction,site_free,age_sex_interaction,Cure MLE: other,TRUE,TRUE,FALSE,FALSE,20
SNU,Stage 7,frequentist_cure,Frequentist cure,cure_mle,other,nocure_llogis,NA,interaction,Interaction,site_free,age_sex_interaction,Cure MLE: other,TRUE,TRUE,FALSE,FALSE,20
SNU,Stage 7,frequentist_cure,Frequentist cure,cure_mle,other,nocure_lnorm,NA,interaction,Interaction,site_free,age_sex_interaction,Cure MLE: other,TRUE,TRUE,FALSE,FALSE,20
SNU,Stage 7,frequentist_cure,Frequentist cure,cure_mle,other,nocure_weibull,NA,interaction,Interaction,site_free,age_sex_interaction,Cure MLE: other,TRUE,TRUE,FALSE,FALSE,20
SNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,SNU-L1-E,SNU__interaction__coxph,interaction,Interaction,site_free,no_age_sex_interaction,Bayesian cure: other,FALSE,FALSE,FALSE,TRUE,10
SNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,SNU-L1-E,SNU__interaction__exponential,interaction,Interaction,site_free,no_age_sex_interaction,Bayesian cure: other,FALSE,FALSE,FALSE,TRUE,10
SNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,SNU-L1-E,SNU__interaction__loglogistic,interaction,Interaction,site_free,no_age_sex_interaction,Bayesian cure: other,FALSE,FALSE,FALSE,TRUE,10
SNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,SNU-L1-E,SNU__interaction__lognormal,interaction,Interaction,site_free,no_age_sex_interaction,Bayesian cure: other,FALSE,FALSE,FALSE,TRUE,10
SNU,Stage 8,bayesian_cure,Bayesian cure,bayesian_cure,other,SNU-L1-E,SNU__interaction__weibull,interaction,Interaction,site_free,no_age_sex_interaction,Bayesian cure: other,FALSE,FALSE,FALSE,TRUE,10
