dataset,formula_name,formula_label,site_branch,interaction_branch,source_stage,model_class,model_class_label,family,model_id,benchmark_id,model_display_label,risk_year_1,risk_year_2,risk_year_3,risk_year_4,risk_year_5,risk_year_6,risk_year_7,risk_year_8,risk_year_9,risk_year_10,risk_lower_year_1,risk_lower_year_2,risk_lower_year_3,risk_lower_year_4,risk_lower_year_5,risk_lower_year_6,risk_lower_year_7,risk_lower_year_8,risk_lower_year_9,risk_lower_year_10,risk_upper_year_1,risk_upper_year_2,risk_upper_year_3,risk_upper_year_4,risk_upper_year_5,risk_upper_year_6,risk_upper_year_7,risk_upper_year_8,risk_upper_year_9,risk_upper_year_10,survival_year_1,survival_year_2,survival_year_3,survival_year_4,survival_year_5,survival_year_6,survival_year_7,survival_year_8,survival_year_9,survival_year_10,survival_lower_year_1,survival_lower_year_2,survival_lower_year_3,survival_lower_year_4,survival_lower_year_5,survival_lower_year_6,survival_lower_year_7,survival_lower_year_8,survival_lower_year_9,survival_lower_year_10,survival_upper_year_1,survival_upper_year_2,survival_upper_year_3,survival_upper_year_4,survival_upper_year_5,survival_upper_year_6,survival_upper_year_7,survival_upper_year_8,survival_upper_year_9,survival_upper_year_10,support_label_year_1,support_label_year_2,support_label_year_3,support_label_year_4,support_label_year_5,support_label_year_6,support_label_year_7,support_label_year_8,support_label_year_9,support_label_year_10,reporting_status_year_1,reporting_status_year_2,reporting_status_year_3,reporting_status_year_4,reporting_status_year_5,reporting_status_year_6,reporting_status_year_7,reporting_status_year_8,reporting_status_year_9,reporting_status_year_10,risk_set_size_year_1,risk_set_size_year_2,risk_set_size_year_3,risk_set_size_year_4,risk_set_size_year_5,risk_set_size_year_6,risk_set_size_year_7,risk_set_size_year_8,risk_set_size_year_9,risk_set_size_year_10
PNU,base,Base,site_free,no_age_sex_interaction,Stage 7,frequentist_cure,Frequentist cure,other,cure_lnorm,NA,Cure MLE: other,0.241487767063447,0.303493807526233,0.333187808848191,0.350729589798048,0.362299016016445,0.370477018788465,0.376542625696995,0.381204287408206,0.384886666417093,0.387859871006538,0.119752177713387,0.158043448650337,0.174276521076252,0.181380523493893,0.183246178503217,0.184397189098073,0.187344379442842,0.188300594136676,0.188564159458867,0.188727779062401,0.359371162205058,0.437503010597648,0.490549903699841,0.526743148487251,0.553000062875829,0.578639808133149,0.595843555053663,0.61138866605751,0.623064976432216,0.635909725212641,0.758512232936553,0.696506192473767,0.666812191151809,0.649270410201952,0.637700983983555,0.629522981211535,0.623457374303005,0.618795712591794,0.615113333582907,0.612140128993462,0.6406288377949421,0.5624969894023519,0.509450096300159,0.473256851512749,0.44699993712417097,0.42136019186685103,0.40415644494633696,0.38861133394249003,0.37693502356778397,0.364090274787359,0.880247822286613,0.841956551349663,0.825723478923748,0.818619476506107,0.816753821496783,0.815602810901927,0.812655620557158,0.811699405863324,0.811435840541133,0.811272220937599,primary_supported,sensitivity,projection,projection,projection,projection,projection,projection,projection,projection,reported,reported,reported,reported,reported,reported,reported,reported,reported,reported,28,1,0,0,0,0,0,0,0,0
PNU,base,Base,site_free,no_age_sex_interaction,Stage 7,frequentist_cure,Frequentist cure,other,cure_weibull,NA,Cure MLE: other,0.239809714723366,0.317054458041083,0.3499462239794,0.365756533754309,0.373997083224175,0.37855047237557,0.381179100553748,0.382748660290667,0.383711106462474,0.384314024327677,0.11752629834700801,0.1634578878516,0.18013918916051,0.185954676448262,0.188811896533956,0.188980024692169,0.18900565227992,0.189014202720252,0.189035023857616,0.189476274693791,0.350905267258814,0.460791260288507,0.540728061813243,0.594291620567715,0.63533883696924,0.659612639481176,0.682501243236602,0.701243944181234,0.707196848948608,0.71964778899351,0.760190285276634,0.682945541958917,0.6500537760206,0.634243466245691,0.626002916775825,0.62144952762443,0.618820899446252,0.617251339709333,0.616288893537526,0.615685975672323,0.649094732741186,0.5392087397114931,0.45927193818675704,0.405708379432285,0.36466116303076,0.340387360518824,0.317498756763398,0.29875605581876596,0.292803151051392,0.28035221100649,0.882473701652992,0.8365421121484,0.81986081083949,0.814045323551738,0.811188103466044,0.811019975307831,0.81099434772008006,0.8109857972797481,0.810964976142384,0.810523725306209,primary_supported,sensitivity,projection,projection,projection,projection,projection,projection,projection,projection,reported,reported,reported,reported,reported,reported,reported,reported,reported,reported,28,1,0,0,0,0,0,0,0,0
PNU,base,Base,site_free,no_age_sex_interaction,Stage 7,frequentist_cure,Frequentist cure,other,nocure_coxph,NA,Cure MLE: other,0.171103365172639,0.308043966612382,0.308043966612382,0.308043966612382,0.308043966612382,0.308043966612382,0.308043966612382,0.308043966612382,0.308043966612382,0.308043966612382,0.0663848833489511,0.149264657437318,0.149264657437318,0.149264657437318,0.149264657437318,0.149264657437318,0.149264657437318,0.149264657437318,0.149264657437318,0.149264657437318,0.283737568654804,0.440136265484299,0.440136265484299,0.440136265484299,0.440136265484299,0.440136265484299,0.440136265484299,0.440136265484299,0.440136265484299,0.440136265484299,0.828896634827361,0.691956033387618,0.691956033387618,0.691956033387618,0.691956033387618,0.691956033387618,0.691956033387618,0.691956033387618,0.691956033387618,0.691956033387618,0.716262431345196,0.5598637345157009,0.5598637345157009,0.5598637345157009,0.5598637345157009,0.5598637345157009,0.5598637345157009,0.5598637345157009,0.5598637345157009,0.5598637345157009,0.9336151166510489,0.850735342562682,0.850735342562682,0.850735342562682,0.850735342562682,0.850735342562682,0.850735342562682,0.850735342562682,0.850735342562682,0.850735342562682,primary_supported,sensitivity,projection,projection,projection,projection,projection,projection,projection,projection,reported,reported,reported,reported,reported,reported,reported,reported,reported,reported,28,1,0,0,0,0,0,0,0,0
PNU,base,Base,site_free,no_age_sex_interaction,Stage 7,frequentist_cure,Frequentist cure,other,nocure_exp,NA,Cure MLE: other,0.213003216124705,0.373223512448376,0.495556942055085,0.590243528686497,0.664441264828365,0.723234703904128,0.770291121692574,0.808293974008783,0.839233613319642,0.864605181384379,0.11235024437241,0.208911089228408,0.279704802479127,0.339041571206577,0.396112383847118,0.433117110712549,0.475030712004667,0.50816266045024,0.532601382600481,0.561002476618519,0.328406399128994,0.53434808903175,0.667092552118214,0.759617258628745,0.822715419862127,0.86936432201141,0.902743954885346,0.928474929436169,0.947335919354811,0.961051229741044,0.786996783875295,0.626776487551624,0.504443057944915,0.409756471313503,0.335558735171635,0.276765296095872,0.229708878307426,0.191706025991217,0.160766386680358,0.135394818615621,0.671593600871006,0.46565191096825,0.33290744788178595,0.24038274137125504,0.17728458013787296,0.13063567798859,0.09725604511465402,0.07152507056383095,0.052664080645189015,0.038948770258956045,0.88764975562759,0.7910889107715919,0.720295197520873,0.6609584287934229,0.603887616152882,0.566882889287451,0.5249692879953329,0.49183733954976006,0.46739861739951905,0.438997523381481,primary_supported,sensitivity,projection,projection,projection,projection,projection,projection,projection,projection,reported,reported,reported,reported,reported,reported,reported,reported,reported,reported,28,1,0,0,0,0,0,0,0,0
PNU,base,Base,site_free,no_age_sex_interaction,Stage 7,frequentist_cure,Frequentist cure,other,nocure_llogis,NA,Cure MLE: other,0.219938986990795,0.320136481876651,0.388214190731945,0.439383961296295,0.480005663073869,0.513413024597748,0.541584466395666,0.565792843378821,0.586905509563235,0.605539645837145,0.116027033047077,0.174872888227407,0.214867028953237,0.243636232370705,0.263556489322326,0.280652893248077,0.296176562865674,0.312478361834372,0.323491733984512,0.335091373745423,0.339889476287238,0.466300349920277,0.555616828819125,0.635325540714678,0.68914767576238,0.731108989289072,0.764665817674603,0.791591555949619,0.813484622477081,0.832205352438622,0.780061013009204,0.679863518123349,0.611785809268055,0.560616038703705,0.519994336926132,0.486586975402252,0.458415533604334,0.434207156621179,0.413094490436765,0.394460354162855,0.660110523712762,0.533699650079723,0.444383171180875,0.36467445928532205,0.31085232423762,0.268891010710928,0.23533418232539705,0.20840844405038095,0.18651537752291902,0.16779464756137796,0.883972966952923,0.825127111772593,0.7851329710467629,0.756363767629295,0.736443510677674,0.719347106751923,0.7038234371343259,0.687521638165628,0.676508266015488,0.6649086262545769,primary_supported,sensitivity,projection,projection,projection,projection,projection,projection,projection,projection,reported,reported,reported,reported,reported,reported,reported,reported,reported,reported,28,1,0,0,0,0,0,0,0,0
PNU,base,Base,site_free,no_age_sex_interaction,Stage 7,frequentist_cure,Frequentist cure,other,nocure_lnorm,NA,Cure MLE: other,0.222886669277841,0.311602648750562,0.369680129108058,0.412871132928908,0.447145566976098,0.475458441724649,0.499499865329666,0.520330406075197,0.538660390638859,0.554989222876819,0.119755411654005,0.175439578615031,0.211465011995697,0.232733096521583,0.253470140040579,0.271187869151465,0.284601358048459,0.296555730764495,0.307240600569617,0.316908301605652,0.335793642002083,0.459958390380881,0.535382838956066,0.591156671058575,0.644343590106922,0.681702378304268,0.714070799138654,0.741936661588734,0.765997944813404,0.786430943938255,0.777113330722159,0.688397351249438,0.630319870891942,0.587128867071092,0.552854433023902,0.524541558275351,0.500500134670334,0.479669593924803,0.461339609361141,0.445010777123181,0.6642063579979169,0.540041609619119,0.464617161043934,0.40884332894142505,0.355656409893078,0.31829762169573195,0.285929200861346,0.25806333841126605,0.234002055186596,0.21356905606174503,0.8802445883459951,0.824560421384969,0.788534988004303,0.767266903478417,0.746529859959421,0.728812130848535,0.715398641951541,0.703444269235505,0.692759399430383,0.683091698394348,primary_supported,sensitivity,projection,projection,projection,projection,projection,projection,projection,projection,reported,reported,reported,reported,reported,reported,reported,reported,reported,reported,28,1,0,0,0,0,0,0,0,0
PNU,base,Base,site_free,no_age_sex_interaction,Stage 7,frequentist_cure,Frequentist cure,other,nocure_weibull,NA,Cure MLE: other,0.219950853887925,0.331980996328022,0.413780384396307,0.478177228757195,0.530889337503248,0.575120227028237,0.612891524433779,0.645577338491695,0.674160642954426,0.699371488159061,0.115748354839188,0.17445973586467,0.222499570586138,0.25269133417374,0.274690932144949,0.292659057537477,0.310514926281235,0.32582839275854,0.339627489421421,0.352527125697202,0.331574587518043,0.47896106796714,0.6013554121214,0.707567957862373,0.779970725341268,0.837947629078179,0.88002228725426,0.90951746196375,0.931708836494066,0.949296940210757,0.780049146112075,0.668019003671978,0.586219615603694,0.521822771242805,0.469110662496752,0.424879772971763,0.387108475566221,0.354422661508305,0.325839357045574,0.30062851184093897,0.6684254124819571,0.52103893203286,0.3986445878786,0.29243204213762697,0.220029274658732,0.162052370921821,0.11997771274573998,0.09048253803624995,0.068291163505934,0.050703059789243055,0.884251645160812,0.82554026413533,0.777500429413862,0.74730866582626,0.725309067855051,0.707340942462523,0.689485073718765,0.6741716072414601,0.6603725105785789,0.647472874302798,primary_supported,sensitivity,projection,projection,projection,projection,projection,projection,projection,projection,reported,reported,reported,reported,reported,reported,reported,reported,reported,reported,28,1,0,0,0,0,0,0,0,0
PNU,base,Base,site_free,no_age_sex_interaction,Stage 8,bayesian_cure,Bayesian cure,other,PNU-L0-E,NA,Bayesian cure: other,0.208112084003198,0.306442292998275,0.363655182199186,0.400571486733492,0.425926933726266,0.444094856269368,0.457521456283737,0.467682987431387,0.475521062204196,0.481662213861396,0.110867320611184,0.166237278284128,0.197320901820633,0.20769854805721,0.212124549764574,0.21459383233337,0.21697089429878,0.219700466053762,0.221987637679972,0.223644541109474,0.320572983541086,0.466091991065076,0.54345687561645,0.604448765560455,0.662873619529337,0.70468835080993,0.733342046761191,0.764017513885533,0.789155274318953,0.809445240161025,0.791887915996802,0.693557707001725,0.636344817800814,0.599428513266508,0.574073066273734,0.555905143730632,0.542478543716263,0.532317012568613,0.524478937795804,0.518337786138604,0.679427016458914,0.533908008934924,0.45654312438355,0.395551234439545,0.337126380470663,0.29531164919007,0.266657953238809,0.235982486114467,0.210844725681047,0.190554759838975,0.889132679388816,0.833762721715872,0.802679098179367,0.79230145194279,0.787875450235426,0.78540616766663,0.78302910570122,0.780299533946238,0.778012362320028,0.776355458890526,primary_supported,sensitivity,projection,projection,projection,projection,projection,projection,projection,projection,reported,reported,reported_with_projection_caution,reported_with_projection_caution,reported_with_projection_caution,reported_with_projection_caution,reported_with_projection_caution,reported_with_projection_caution,reported_with_projection_caution,reported_with_projection_caution,28,1,0,0,0,0,0,0,0,0
PNU,base,Base,site_free,no_age_sex_interaction,Stage 8,bayesian_cure,Bayesian cure,other,PNU-L0-LL,NA,Bayesian cure: other,0.20933305431829,0.276563824946613,0.31623606279744,0.343547100927498,0.363931623658177,0.379940119667334,0.392962943546638,0.403835664055786,0.413096492701783,0.421110655379897,0.111626195398379,0.144083384294771,0.169652435207701,0.180295854813727,0.189157526368734,0.198104111868476,0.202939621819312,0.205612359143555,0.210475685768494,0.214666980351699,0.325927067193747,0.421974824499764,0.474771259055349,0.519086902248433,0.548847795965901,0.581250531737543,0.598435897151726,0.616540397089387,0.631905822992324,0.644788979631546,0.79066694568171,0.723436175053387,0.68376393720256,0.656452899072502,0.636068376341823,0.620059880332666,0.607037056453362,0.596164335944214,0.586903507298217,0.578889344620103,0.674072932806253,0.578025175500236,0.525228740944651,0.480913097751567,0.451152204034098,0.418749468262457,0.401564102848273,0.383459602910613,0.368094177007676,0.355211020368454,0.888373804601621,0.855916615705229,0.830347564792299,0.819704145186273,0.810842473631266,0.801895888131524,0.797060378180688,0.794387640856445,0.789524314231506,0.785333019648301,primary_supported,sensitivity,projection,projection,projection,projection,projection,projection,projection,projection,reported,reported,reported_with_projection_caution,reported_with_projection_caution,reported_with_projection_caution,reported_with_projection_caution,reported_with_projection_caution,reported_with_projection_caution,reported_with_projection_caution,reported_with_projection_caution,28,1,0,0,0,0,0,0,0,0
PNU,base,Base,site_free,no_age_sex_interaction,Stage 8,bayesian_cure,Bayesian cure,other,PNU-L0-LN,NA,Bayesian cure: other,0.213624007667813,0.277759018409862,0.314850184108896,0.340233344265345,0.359155326765504,0.374024595736786,0.386138073415881,0.396269651034756,0.404915733232359,0.412412368068961,0.114274884473688,0.148546162556327,0.16842949901437201,0.182484786710061,0.190158044040136,0.196166720392792,0.1990845925342,0.201606119280542,0.205019528925922,0.208112699613154,0.330587533284254,0.416263182376477,0.471140248930085,0.507678175134263,0.536032319258478,0.564195311539454,0.5836186177595,0.605134224613757,0.623708256430621,0.639387123023522,0.786375992332187,0.722240981590138,0.685149815891104,0.659766655734655,0.640844673234496,0.625975404263214,0.613861926584119,0.603730348965244,0.595084266767641,0.587587631931039,0.669412466715746,0.583736817623523,0.528859751069915,0.492321824865737,0.463967680741522,0.435804688460546,0.4163813822405,0.394865775386243,0.376291743569379,0.360612876976478,0.885725115526312,0.851453837443673,0.831570500985628,0.817515213289939,0.809841955959864,0.803833279607208,0.8009154074658,0.798393880719459,0.794980471074078,0.791887300386847,primary_supported,sensitivity,projection,projection,projection,projection,projection,projection,projection,projection,reported,reported,reported_with_projection_caution,reported_with_projection_caution,reported_with_projection_caution,reported_with_projection_caution,reported_with_projection_caution,reported_with_projection_caution,reported_with_projection_caution,reported_with_projection_caution,28,1,0,0,0,0,0,0,0,0
