dataset,subgroup_kind,subgroup_value,group_id,panel_label,summary_view,time_year,n_total,state,state_n,state_prop
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,remission_sensitive,7.75,26,remission,5,0.19230769230769232
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,remission_sensitive,7.75,26,right_censoring,14,0.5384615384615384
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,remission_sensitive,7.75,26,still_under_followup,0,0
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,remission_sensitive,8,26,transition,7,0.2692307692307692
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,remission_sensitive,8,26,remission,5,0.19230769230769232
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,remission_sensitive,8,26,right_censoring,14,0.5384615384615384
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,remission_sensitive,8,26,still_under_followup,0,0
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,remission_sensitive,8.25,26,transition,7,0.2692307692307692
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,remission_sensitive,8.25,26,remission,5,0.19230769230769232
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,remission_sensitive,8.25,26,right_censoring,14,0.5384615384615384
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,remission_sensitive,8.25,26,still_under_followup,0,0
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,remission_sensitive,8.5,26,transition,7,0.2692307692307692
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,remission_sensitive,8.5,26,remission,5,0.19230769230769232
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,remission_sensitive,8.5,26,right_censoring,14,0.5384615384615384
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,remission_sensitive,8.5,26,still_under_followup,0,0
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,remission_sensitive,8.75,26,transition,7,0.2692307692307692
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,remission_sensitive,8.75,26,remission,5,0.19230769230769232
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,remission_sensitive,8.75,26,right_censoring,14,0.5384615384615384
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,remission_sensitive,8.75,26,still_under_followup,0,0
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,remission_sensitive,9,26,transition,7,0.2692307692307692
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,remission_sensitive,9,26,remission,5,0.19230769230769232
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,remission_sensitive,9,26,right_censoring,14,0.5384615384615384
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,remission_sensitive,9,26,still_under_followup,0,0
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,remission_sensitive,9.25,26,transition,7,0.2692307692307692
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,remission_sensitive,9.25,26,remission,5,0.19230769230769232
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,remission_sensitive,9.25,26,right_censoring,14,0.5384615384615384
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,remission_sensitive,9.25,26,still_under_followup,0,0
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,remission_sensitive,9.5,26,transition,7,0.2692307692307692
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,remission_sensitive,9.5,26,remission,5,0.19230769230769232
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,remission_sensitive,9.5,26,right_censoring,14,0.5384615384615384
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,remission_sensitive,9.5,26,still_under_followup,0,0
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,remission_sensitive,9.75,26,transition,7,0.2692307692307692
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,remission_sensitive,9.75,26,remission,5,0.19230769230769232
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,remission_sensitive,9.75,26,right_censoring,14,0.5384615384615384
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,remission_sensitive,9.75,26,still_under_followup,0,0
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,remission_sensitive,10,26,transition,7,0.2692307692307692
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,remission_sensitive,10,26,remission,5,0.19230769230769232
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,remission_sensitive,10,26,right_censoring,14,0.5384615384615384
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,remission_sensitive,10,26,still_under_followup,0,0
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,0,26,transition,0,0
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,0,26,censoring,0,0
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,0,26,still_under_followup,26,1
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,0.25,26,transition,4,0.15384615384615385
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,0.25,26,censoring,4,0.15384615384615385
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,0.25,26,still_under_followup,18,0.6923076923076923
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,0.5,26,transition,5,0.19230769230769232
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,0.5,26,censoring,7,0.2692307692307692
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,0.5,26,still_under_followup,14,0.5384615384615384
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,0.75,26,transition,5,0.19230769230769232
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,0.75,26,censoring,9,0.34615384615384615
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,0.75,26,still_under_followup,12,0.46153846153846156
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,1,26,transition,5,0.19230769230769232
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,1,26,censoring,10,0.38461538461538464
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,1,26,still_under_followup,11,0.4230769230769231
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,1.25,26,transition,6,0.23076923076923078
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,1.25,26,censoring,13,0.5
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,1.25,26,still_under_followup,7,0.2692307692307692
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,1.5,26,transition,7,0.2692307692307692
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,1.5,26,censoring,14,0.5384615384615384
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,1.5,26,still_under_followup,5,0.19230769230769232
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,1.75,26,transition,7,0.2692307692307692
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,1.75,26,censoring,17,0.6538461538461539
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,1.75,26,still_under_followup,2,0.07692307692307693
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,2,26,transition,7,0.2692307692307692
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,2,26,censoring,19,0.7307692307692307
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,2,26,still_under_followup,0,0
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,2.25,26,transition,7,0.2692307692307692
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,2.25,26,censoring,19,0.7307692307692307
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,2.25,26,still_under_followup,0,0
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,2.5,26,transition,7,0.2692307692307692
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,2.5,26,censoring,19,0.7307692307692307
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,2.5,26,still_under_followup,0,0
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,2.75,26,transition,7,0.2692307692307692
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,2.75,26,censoring,19,0.7307692307692307
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,2.75,26,still_under_followup,0,0
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,3,26,transition,7,0.2692307692307692
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,3,26,censoring,19,0.7307692307692307
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,3,26,still_under_followup,0,0
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,3.25,26,transition,7,0.2692307692307692
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,3.25,26,censoring,19,0.7307692307692307
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,3.25,26,still_under_followup,0,0
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,3.5,26,transition,7,0.2692307692307692
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,3.5,26,censoring,19,0.7307692307692307
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,3.5,26,still_under_followup,0,0
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,3.75,26,transition,7,0.2692307692307692
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,3.75,26,censoring,19,0.7307692307692307
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,3.75,26,still_under_followup,0,0
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,4,26,transition,7,0.2692307692307692
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,4,26,censoring,19,0.7307692307692307
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,4,26,still_under_followup,0,0
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,4.25,26,transition,7,0.2692307692307692
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,4.25,26,censoring,19,0.7307692307692307
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,4.25,26,still_under_followup,0,0
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,4.5,26,transition,7,0.2692307692307692
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,4.5,26,censoring,19,0.7307692307692307
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,4.5,26,still_under_followup,0,0
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,4.75,26,transition,7,0.2692307692307692
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,4.75,26,censoring,19,0.7307692307692307
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,4.75,26,still_under_followup,0,0
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,5,26,transition,7,0.2692307692307692
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,5,26,censoring,19,0.7307692307692307
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,5,26,still_under_followup,0,0
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,5.25,26,transition,7,0.2692307692307692
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,5.25,26,censoring,19,0.7307692307692307
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,5.25,26,still_under_followup,0,0
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,5.5,26,transition,7,0.2692307692307692
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,5.5,26,censoring,19,0.7307692307692307
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,5.5,26,still_under_followup,0,0
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,5.75,26,transition,7,0.2692307692307692
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,5.75,26,censoring,19,0.7307692307692307
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,5.75,26,still_under_followup,0,0
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,6,26,transition,7,0.2692307692307692
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,6,26,censoring,19,0.7307692307692307
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,6,26,still_under_followup,0,0
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,6.25,26,transition,7,0.2692307692307692
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,6.25,26,censoring,19,0.7307692307692307
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,6.25,26,still_under_followup,0,0
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,6.5,26,transition,7,0.2692307692307692
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,6.5,26,censoring,19,0.7307692307692307
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,6.5,26,still_under_followup,0,0
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,6.75,26,transition,7,0.2692307692307692
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,6.75,26,censoring,19,0.7307692307692307
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,6.75,26,still_under_followup,0,0
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,7,26,transition,7,0.2692307692307692
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,7,26,censoring,19,0.7307692307692307
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,7,26,still_under_followup,0,0
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,7.25,26,transition,7,0.2692307692307692
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,7.25,26,censoring,19,0.7307692307692307
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,7.25,26,still_under_followup,0,0
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,7.5,26,transition,7,0.2692307692307692
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,7.5,26,censoring,19,0.7307692307692307
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,7.5,26,still_under_followup,0,0
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,7.75,26,transition,7,0.2692307692307692
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,7.75,26,censoring,19,0.7307692307692307
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,7.75,26,still_under_followup,0,0
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,8,26,transition,7,0.2692307692307692
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,8,26,censoring,19,0.7307692307692307
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,8,26,still_under_followup,0,0
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,8.25,26,transition,7,0.2692307692307692
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,8.25,26,censoring,19,0.7307692307692307
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,8.25,26,still_under_followup,0,0
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,8.5,26,transition,7,0.2692307692307692
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,8.5,26,censoring,19,0.7307692307692307
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,8.5,26,still_under_followup,0,0
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,8.75,26,transition,7,0.2692307692307692
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,8.75,26,censoring,19,0.7307692307692307
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,8.75,26,still_under_followup,0,0
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,9,26,transition,7,0.2692307692307692
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,9,26,censoring,19,0.7307692307692307
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,9,26,still_under_followup,0,0
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,9.25,26,transition,7,0.2692307692307692
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,9.25,26,censoring,19,0.7307692307692307
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,9.25,26,still_under_followup,0,0
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,9.5,26,transition,7,0.2692307692307692
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,9.5,26,censoring,19,0.7307692307692307
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,9.5,26,still_under_followup,0,0
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,9.75,26,transition,7,0.2692307692307692
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,9.75,26,censoring,19,0.7307692307692307
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,9.75,26,still_under_followup,0,0
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,10,26,transition,7,0.2692307692307692
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,10,26,censoring,19,0.7307692307692307
PNU,sex,Female,PNU__sex__Female,PNU | Sex = Female,transition_only,10,26,still_under_followup,0,0
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,0,28,transition,0,0
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,0,28,remission,0,0
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,0,28,right_censoring,0,0
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,0,28,still_under_followup,28,1
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,0.25,28,transition,2,0.07142857142857142
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,0.25,28,remission,0,0
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,0.25,28,right_censoring,3,0.10714285714285714
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,0.25,28,still_under_followup,23,0.8214285714285714
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,0.5,28,transition,2,0.07142857142857142
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,0.5,28,remission,0,0
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,0.5,28,right_censoring,5,0.17857142857142858
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,0.5,28,still_under_followup,21,0.75
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,0.75,28,transition,2,0.07142857142857142
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,0.75,28,remission,2,0.07142857142857142
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,0.75,28,right_censoring,5,0.17857142857142858
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,0.75,28,still_under_followup,19,0.6785714285714286
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,1,28,transition,3,0.10714285714285714
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,1,28,remission,2,0.07142857142857142
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,1,28,right_censoring,6,0.21428571428571427
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,1,28,still_under_followup,17,0.6071428571428571
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,1.25,28,transition,5,0.17857142857142858
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,1.25,28,remission,2,0.07142857142857142
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,1.25,28,right_censoring,6,0.21428571428571427
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,1.25,28,still_under_followup,15,0.5357142857142857
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,1.5,28,transition,5,0.17857142857142858
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,1.5,28,remission,4,0.14285714285714285
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,1.5,28,right_censoring,8,0.2857142857142857
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,1.5,28,still_under_followup,11,0.39285714285714285
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,1.75,28,transition,5,0.17857142857142858
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,1.75,28,remission,5,0.17857142857142858
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,1.75,28,right_censoring,9,0.32142857142857145
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,1.75,28,still_under_followup,9,0.32142857142857145
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,2,28,transition,5,0.17857142857142858
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,2,28,remission,7,0.25
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,2,28,right_censoring,15,0.5357142857142857
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,2,28,still_under_followup,1,0.03571428571428571
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,2.25,28,transition,5,0.17857142857142858
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,2.25,28,remission,7,0.25
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,2.25,28,right_censoring,15,0.5357142857142857
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,2.25,28,still_under_followup,1,0.03571428571428571
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,2.5,28,transition,5,0.17857142857142858
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,2.5,28,remission,7,0.25
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,2.5,28,right_censoring,15,0.5357142857142857
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,2.5,28,still_under_followup,1,0.03571428571428571
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,2.75,28,transition,5,0.17857142857142858
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,2.75,28,remission,8,0.2857142857142857
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,2.75,28,right_censoring,15,0.5357142857142857
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,2.75,28,still_under_followup,0,0
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,3,28,transition,5,0.17857142857142858
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,3,28,remission,8,0.2857142857142857
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,3,28,right_censoring,15,0.5357142857142857
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,3,28,still_under_followup,0,0
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,3.25,28,transition,5,0.17857142857142858
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,3.25,28,remission,8,0.2857142857142857
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,3.25,28,right_censoring,15,0.5357142857142857
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,3.25,28,still_under_followup,0,0
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,3.5,28,transition,5,0.17857142857142858
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,3.5,28,remission,8,0.2857142857142857
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,3.5,28,right_censoring,15,0.5357142857142857
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,3.5,28,still_under_followup,0,0
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,3.75,28,transition,5,0.17857142857142858
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,3.75,28,remission,8,0.2857142857142857
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,3.75,28,right_censoring,15,0.5357142857142857
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,3.75,28,still_under_followup,0,0
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,4,28,transition,5,0.17857142857142858
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,4,28,remission,8,0.2857142857142857
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,4,28,right_censoring,15,0.5357142857142857
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,4,28,still_under_followup,0,0
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,4.25,28,transition,5,0.17857142857142858
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,4.25,28,remission,8,0.2857142857142857
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,4.25,28,right_censoring,15,0.5357142857142857
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,4.25,28,still_under_followup,0,0
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,4.5,28,transition,5,0.17857142857142858
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,4.5,28,remission,8,0.2857142857142857
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,4.5,28,right_censoring,15,0.5357142857142857
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,4.5,28,still_under_followup,0,0
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,4.75,28,transition,5,0.17857142857142858
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,4.75,28,remission,8,0.2857142857142857
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,4.75,28,right_censoring,15,0.5357142857142857
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,4.75,28,still_under_followup,0,0
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,5,28,transition,5,0.17857142857142858
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,5,28,remission,8,0.2857142857142857
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,remission_sensitive,5,28,right_censoring,15,0.5357142857142857
