stage,planned_model_count,fitted_model_registry_rows,converged_model_count,time_range_score_rule_violation_count,expected_prediction_rows,actual_prediction_rows,risk_range_violation_count,survival_range_violation_count,max_survival_plus_risk_error,monotone_risk_violation_count,auc_missing_with_support_count,brier_missing_with_support_count,unsupported_auc_nonmissing_count,unsupported_brier_nonmissing_count,supported_observed_ipcw_missing_count,unsupported_observed_ipcw_nonmissing_count,unsupported_threshold_outcome_row_count,observed_ipcw_support_missing_count,observed_ipcw_unsupported_nonmissing_count,supported_bin_observed_risk_missing_count,unsupported_bin_observed_risk_nonmissing_count,supported_calibration_row_count,successful_calibration_row_count,calibration_boundary_row_count,calibration_nonconverged_row_count,calibration_suppressed_row_count,unstable_calibration_estimate_nonmissing_count,uno_harrell_large_gap_count,max_uno_harrell_abs_diff,treat_all_net_benefit_max_abs_diff
Stage 5,40,40,40,0,78600,78600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,309,11,2,11,0,0,0.020875023926846037,0
