stage,validation_level,optimism_correction_method,dataset,model_class,model_family,model_id,strategy_family,formula_id,formula_name,formula_label,site_branch,interaction_branch,anchor_horizon_year,tail_extrapolation_capable_flag,extrapolation_role,horizon_id,horizon_year,interpretation_tier,primary_supported_flag,interpretation_note,observed_case_support_flag,observed_nonevent_support_flag,observed_horizon_information_flag,partial_binary_outcome_support_flag,binary_outcome_support_flag,beyond_last_event_flag,beyond_last_followup_flag,descriptive_projection_flag,horizon_data_status,descriptive_value_status,bin_label,n_subject,mean_predicted_risk,case_count_ipcw,nonevent_count_ipcw,bin_index,case_support_flag,nonevent_support_flag,bin_binary_support_flag,observed_risk_ipcw
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_1,1,primary-supported,TRUE,Common comparison horizon retained for cross-model comparability.,1,1,1,0,1,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,"[0.106373785603,0.109648100611]",6,0.10804492997369493,0,8.004938219434221,1,0,1,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_1,1,primary-supported,TRUE,Common comparison horizon retained for cross-model comparability.,1,1,1,0,1,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,"(0.109648100611,0.113486824583]",5,0.11201361408999926,1,6.403950575547377,2,1,1,1,0.1350630301750859
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_1,1,primary-supported,TRUE,Common comparison horizon retained for cross-model comparability.,1,1,1,0,1,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,"(0.113486824583,0.119627774397]",6,0.1174878727798163,0,6.403950575547377,3,0,1,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_1,1,primary-supported,TRUE,Common comparison horizon retained for cross-model comparability.,1,1,1,0,1,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,"(0.119627774397,0.132481498932]",5,0.1297558245895983,1.6009876438868442,3.2019752877736884,4,1,1,1,0.3333333333333333
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_1,1,primary-supported,TRUE,Common comparison horizon retained for cross-model comparability.,1,1,1,0,1,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,"(0.132481498932,0.145085386819]",5,0.1367139175746495,1.0408496732026145,3.2019752877736884,5,1,1,1,0.24531996553614785
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_1,1,primary-supported,TRUE,Common comparison horizon retained for cross-model comparability.,1,1,1,0,1,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,"(0.145085386819,0.19658650167]",6,0.1870845491611271,1.019607843137255,6.403950575547377,6,1,1,1,0.13734758799378016
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_1,1,primary-supported,TRUE,Common comparison horizon retained for cross-model comparability.,1,1,1,0,1,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,"(0.19658650167,0.205798701108]",5,0.20125567499016359,2.019607843137255,3.2019752877736884,7,1,1,1,0.3867807506848827
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_1,1,primary-supported,TRUE,Common comparison horizon retained for cross-model comparability.,1,1,1,0,1,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,"(0.205798701108,0.22832043058]",6,0.21575153394400862,1.164760348583878,3.2019752877736884,8,1,1,1,0.26673479816044965
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_1,1,primary-supported,TRUE,Common comparison horizon retained for cross-model comparability.,1,1,1,0,1,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,"(0.22832043058,0.241895439713]",5,0.23517399488216179,1.3265326192205278,3.2019752877736884,9,1,1,1,0.2929292929292929
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_1,1,primary-supported,TRUE,Common comparison horizon retained for cross-model comparability.,1,1,1,0,1,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,"(0.241895439713,0.311266660043]",5,0.2789606547075488,0,1.6009876438868442,10,0,1,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_2,2,sensitivity,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,1,1,0,1,1,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,"[0.200255447058,0.20606720547]",6,0.203223009738696,1.662564091728646,0,1,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_2,2,sensitivity,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,1,1,0,1,1,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,"(0.20606720547,0.2128539519]",5,0.2102510597116229,1,0,2,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_2,2,sensitivity,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,1,1,0,1,1,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,"(0.2128539519,0.223650781219]",6,0.21989368311766372,0,0,3,0,0,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_2,2,sensitivity,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,1,1,0,1,1,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,"(0.223650781219,0.246010018778]",5,0.24129356914012348,1.6009876438868442,37.863778486573715,4,1,1,1,0.04056751884945632
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_2,2,sensitivity,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,1,1,0,1,1,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,"(0.246010018778,0.267618791705]",5,0.2532863469520305,2.84798455551636,0,5,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_2,2,sensitivity,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,1,1,0,1,1,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,"(0.267618791705,0.352674328332]",6,0.3370396068481567,2.620595487024099,0,6,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_2,2,sensitivity,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,1,1,0,1,1,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,"(0.352674328332,0.367338593599]",5,0.36012032365375185,2.019607843137255,0,7,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_2,2,sensitivity,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,1,1,0,1,1,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,"(0.367338593599,0.402486484906]",6,0.38294922860461483,1.164760348583878,0,8,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_2,2,sensitivity,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,1,1,0,1,1,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,"(0.402486484906,0.423189892328]",5,0.41295938363616774,1.3265326192205278,0,9,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_2,2,sensitivity,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,1,1,0,1,1,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,"(0.423189892328,0.523324835038]",5,0.477237522349071,1.8931889243286857,0,10,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_3,3,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"[0.200255447058,0.20606720547]",6,0.203223009738696,1.662564091728646,0,1,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_3,3,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.20606720547,0.2128539519]",5,0.2102510597116229,1,0,2,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_3,3,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.2128539519,0.223650781219]",6,0.21989368311766372,0,0,3,0,0,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_3,3,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.223650781219,0.246010018778]",5,0.24129356914012348,1.6009876438868442,0,4,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_3,3,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.246010018778,0.267618791705]",5,0.2532863469520305,2.84798455551636,0,5,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_3,3,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.267618791705,0.352674328332]",6,0.3370396068481567,2.620595487024099,0,6,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_3,3,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.352674328332,0.367338593599]",5,0.36012032365375185,2.019607843137255,0,7,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_3,3,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.367338593599,0.402486484906]",6,0.38294922860461483,1.164760348583878,0,8,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_3,3,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.402486484906,0.423189892328]",5,0.41295938363616774,1.3265326192205278,0,9,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_3,3,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.423189892328,0.523324835038]",5,0.477237522349071,1.8931889243286857,0,10,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_4,4,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"[0.200255447058,0.20606720547]",6,0.203223009738696,1.662564091728646,0,1,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_4,4,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.20606720547,0.2128539519]",5,0.2102510597116229,1,0,2,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_4,4,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.2128539519,0.223650781219]",6,0.21989368311766372,0,0,3,0,0,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_4,4,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.223650781219,0.246010018778]",5,0.24129356914012348,1.6009876438868442,0,4,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_4,4,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.246010018778,0.267618791705]",5,0.2532863469520305,2.84798455551636,0,5,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_4,4,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.267618791705,0.352674328332]",6,0.3370396068481567,2.620595487024099,0,6,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_4,4,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.352674328332,0.367338593599]",5,0.36012032365375185,2.019607843137255,0,7,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_4,4,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.367338593599,0.402486484906]",6,0.38294922860461483,1.164760348583878,0,8,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_4,4,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.402486484906,0.423189892328]",5,0.41295938363616774,1.3265326192205278,0,9,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_4,4,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.423189892328,0.523324835038]",5,0.477237522349071,1.8931889243286857,0,10,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_5,5,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"[0.200255447058,0.20606720547]",6,0.203223009738696,1.662564091728646,0,1,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_5,5,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.20606720547,0.2128539519]",5,0.2102510597116229,1,0,2,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_5,5,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.2128539519,0.223650781219]",6,0.21989368311766372,0,0,3,0,0,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_5,5,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.223650781219,0.246010018778]",5,0.24129356914012348,1.6009876438868442,0,4,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_5,5,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.246010018778,0.267618791705]",5,0.2532863469520305,2.84798455551636,0,5,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_5,5,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.267618791705,0.352674328332]",6,0.3370396068481567,2.620595487024099,0,6,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_5,5,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.352674328332,0.367338593599]",5,0.36012032365375185,2.019607843137255,0,7,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_5,5,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.367338593599,0.402486484906]",6,0.38294922860461483,1.164760348583878,0,8,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_5,5,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.402486484906,0.423189892328]",5,0.41295938363616774,1.3265326192205278,0,9,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_5,5,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.423189892328,0.523324835038]",5,0.477237522349071,1.8931889243286857,0,10,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_6,6,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"[0.200255447058,0.20606720547]",6,0.203223009738696,1.662564091728646,0,1,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_6,6,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.20606720547,0.2128539519]",5,0.2102510597116229,1,0,2,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_6,6,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.2128539519,0.223650781219]",6,0.21989368311766372,0,0,3,0,0,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_6,6,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.223650781219,0.246010018778]",5,0.24129356914012348,1.6009876438868442,0,4,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_6,6,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.246010018778,0.267618791705]",5,0.2532863469520305,2.84798455551636,0,5,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_6,6,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.267618791705,0.352674328332]",6,0.3370396068481567,2.620595487024099,0,6,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_6,6,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.352674328332,0.367338593599]",5,0.36012032365375185,2.019607843137255,0,7,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_6,6,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.367338593599,0.402486484906]",6,0.38294922860461483,1.164760348583878,0,8,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_6,6,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.402486484906,0.423189892328]",5,0.41295938363616774,1.3265326192205278,0,9,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_6,6,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.423189892328,0.523324835038]",5,0.477237522349071,1.8931889243286857,0,10,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_7,7,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"[0.200255447058,0.20606720547]",6,0.203223009738696,1.662564091728646,0,1,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_7,7,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.20606720547,0.2128539519]",5,0.2102510597116229,1,0,2,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_7,7,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.2128539519,0.223650781219]",6,0.21989368311766372,0,0,3,0,0,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_7,7,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.223650781219,0.246010018778]",5,0.24129356914012348,1.6009876438868442,0,4,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__base__coxph,coxph,PNU__base,base,Base,site_free,no_age_sex_interaction,1,0,observed_window_comparator,year_7,7,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.246010018778,0.267618791705]",5,0.2532863469520305,2.84798455551636,0,5,1,0,0,NA
