stage,validation_level,optimism_correction_method,dataset,model_class,model_family,model_id,strategy_family,formula_id,formula_name,formula_label,site_branch,interaction_branch,anchor_horizon_year,tail_extrapolation_capable_flag,extrapolation_role,horizon_id,horizon_year,interpretation_tier,primary_supported_flag,interpretation_note,observed_case_support_flag,observed_nonevent_support_flag,observed_horizon_information_flag,partial_binary_outcome_support_flag,binary_outcome_support_flag,beyond_last_event_flag,beyond_last_followup_flag,descriptive_projection_flag,horizon_data_status,descriptive_value_status,bin_label,n_subject,mean_predicted_risk,case_count_ipcw,nonevent_count_ipcw,bin_index,case_support_flag,nonevent_support_flag,bin_binary_support_flag,observed_risk_ipcw
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__interaction__coxph,coxph,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,0,observed_window_comparator,year_10,10,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.170397546777,0.219766436515]",6,0.20196131386318036,0,0,3,0,0,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__interaction__coxph,coxph,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,0,observed_window_comparator,year_10,10,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.219766436515,0.350420165257]",5,0.3200052823141327,1.6009876438868442,0,4,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__interaction__coxph,coxph,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,0,observed_window_comparator,year_10,10,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.350420165257,0.410361305755]",5,0.3844380993066778,2.9340385975313,0,5,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__interaction__coxph,coxph,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,0,observed_window_comparator,year_10,10,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.410361305755,0.416513572071]",6,0.41442425534620936,1.3265326192205278,0,6,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__interaction__coxph,coxph,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,0,observed_window_comparator,year_10,10,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.416513572071,0.41868960191]",5,0.4176049778413146,0,0,7,0,0,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__interaction__coxph,coxph,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,0,observed_window_comparator,year_10,10,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.41868960191,0.420474983404]",6,0.4197071691315244,2.1843681917211333,0,8,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__interaction__coxph,coxph,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,0,observed_window_comparator,year_10,10,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.420474983404,0.421268811549]",5,0.42103872587764873,3.620595487024099,0,9,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,coxph,PNU__interaction__coxph,coxph,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,0,observed_window_comparator,year_10,10,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.421268811549,0.51875260335]",5,0.4559518419437574,1.8071348823137454,0,10,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,exponential,PNU__interaction__exponential,exponential,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_1,1,primary-supported,TRUE,Common comparison horizon retained for cross-model comparability.,1,1,1,0,1,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,"[0.0641828489796,0.0766055792288]",6,0.07040962459118587,0,8.004938219434221,1,0,1,0,NA
Stage 5,apparent,none,PNU,non_cure,exponential,PNU__interaction__exponential,exponential,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_1,1,primary-supported,TRUE,Common comparison horizon retained for cross-model comparability.,1,1,1,0,1,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,"(0.0766055792288,0.0935314544606]",5,0.08687863607835264,1,6.403950575547377,2,1,1,1,0.1350630301750859
Stage 5,apparent,none,PNU,non_cure,exponential,PNU__interaction__exponential,exponential,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_1,1,primary-supported,TRUE,Common comparison horizon retained for cross-model comparability.,1,1,1,0,1,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,"(0.0935314544606,0.126557436963]",6,0.11450590400179998,0,6.403950575547377,3,0,1,0,NA
Stage 5,apparent,none,PNU,non_cure,exponential,PNU__interaction__exponential,exponential,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_1,1,primary-supported,TRUE,Common comparison horizon retained for cross-model comparability.,1,1,1,0,1,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,"(0.126557436963,0.22323549524]",5,0.19965996610798678,1.6009876438868442,3.2019752877736884,4,1,1,1,0.3333333333333333
Stage 5,apparent,none,PNU,non_cure,exponential,PNU__interaction__exponential,exponential,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_1,1,primary-supported,TRUE,Common comparison horizon retained for cross-model comparability.,1,1,1,0,1,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,"(0.22323549524,0.272098056631]",5,0.25067590166467424,1.0408496732026145,3.2019752877736884,5,1,1,1,0.24531996553614785
Stage 5,apparent,none,PNU,non_cure,exponential,PNU__interaction__exponential,exponential,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_1,1,primary-supported,TRUE,Common comparison horizon retained for cross-model comparability.,1,1,1,0,1,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,"(0.272098056631,0.274753822594]",6,0.2735994939400098,1.019607843137255,8.004938219434221,6,1,1,1,0.11298162102202462
Stage 5,apparent,none,PNU,non_cure,exponential,PNU__interaction__exponential,exponential,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_1,1,primary-supported,TRUE,Common comparison horizon retained for cross-model comparability.,1,1,1,0,1,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,"(0.274753822594,0.28126440234]",5,0.2781252625343673,3.1843681917211333,0,7,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,exponential,PNU__interaction__exponential,exponential,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_1,1,primary-supported,TRUE,Common comparison horizon retained for cross-model comparability.,1,1,1,0,1,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,"(0.28126440234,0.290983841304]",6,0.2870288979833765,0,4.802962931660533,8,0,1,0,NA
Stage 5,apparent,none,PNU,non_cure,exponential,PNU__interaction__exponential,exponential,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_1,1,primary-supported,TRUE,Common comparison horizon retained for cross-model comparability.,1,1,1,0,1,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,"(0.290983841304,0.302824498164]",5,0.29725520040476505,1.3265326192205278,1.6009876438868442,9,1,1,1,0.453125
Stage 5,apparent,none,PNU,non_cure,exponential,PNU__interaction__exponential,exponential,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_1,1,primary-supported,TRUE,Common comparison horizon retained for cross-model comparability.,1,1,1,0,1,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,"(0.302824498164,0.367698393283]",5,0.33632582469987027,0,3.2019752877736884,10,0,1,0,NA
Stage 5,apparent,none,PNU,non_cure,exponential,PNU__interaction__exponential,exponential,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_2,2,sensitivity,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,1,1,0,1,1,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,"[0.124246259856,0.147342743689]",6,0.13584305688080656,1.662564091728646,0,1,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,exponential,PNU__interaction__exponential,exponential,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_2,2,sensitivity,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,1,1,0,1,1,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,"(0.147342743689,0.178314775948]",5,0.16617479653980494,1,0,2,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,exponential,PNU__interaction__exponential,exponential,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_2,2,sensitivity,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,1,1,0,1,1,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,"(0.178314775948,0.237098089075]",6,0.21579984813543324,0,0,3,0,0,0,NA
Stage 5,apparent,none,PNU,non_cure,exponential,PNU__interaction__exponential,exponential,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_2,2,sensitivity,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,1,1,0,1,1,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,"(0.237098089075,0.396636904144]",5,0.35929001649748643,1.6009876438868442,37.863778486573715,4,1,1,1,0.04056751884945632
Stage 5,apparent,none,PNU,non_cure,exponential,PNU__interaction__exponential,exponential,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_2,2,sensitivity,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,1,1,0,1,1,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,"(0.396636904144,0.470158401348]",5,0.43830143313204845,1.0408496732026145,0,5,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,exponential,PNU__interaction__exponential,exponential,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_2,2,sensitivity,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,1,1,0,1,1,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,"(0.470158401348,0.474017982158]",6,0.4723417574060452,2.620595487024099,0,6,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,exponential,PNU__interaction__exponential,exponential,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_2,2,sensitivity,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,1,1,0,1,1,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,"(0.474017982158,0.483419140656]",5,0.4788931230304132,3.1843681917211333,0,7,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,exponential,PNU__interaction__exponential,exponential,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_2,2,sensitivity,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,1,1,0,1,1,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,"(0.483419140656,0.497296086708]",6,0.4916612127896639,0,0,8,0,0,0,NA
Stage 5,apparent,none,PNU,non_cure,exponential,PNU__interaction__exponential,exponential,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_2,2,sensitivity,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,1,1,0,1,1,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,"(0.497296086708,0.51394631964]",5,0.5061399615799652,1.3265326192205278,0,9,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,exponential,PNU__interaction__exponential,exponential,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_2,2,sensitivity,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,1,1,0,1,1,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,"(0.51394631964,0.600194678143]",5,0.5591811161261964,3.700323806642431,0,10,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,exponential,PNU__interaction__exponential,exponential,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_3,3,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"[0.180454629903,0.212661046692]",6,0.19665330006933443,1.662564091728646,0,1,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,exponential,PNU__interaction__exponential,exponential,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_3,3,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.212661046692,0.255168190062]",5,0.23855316672447274,1,0,2,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,exponential,PNU__interaction__exponential,exponential,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_3,3,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.255168190062,0.333648999576]",6,0.30541762474232814,0,0,3,0,0,0,NA
Stage 5,apparent,none,PNU,non_cure,exponential,PNU__interaction__exponential,exponential,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_3,3,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.333648999576,0.531328963657]",5,0.4869506864622807,1.6009876438868442,0,4,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,exponential,PNU__interaction__exponential,exponential,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_3,3,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.531328963657,0.614326747314]",5,0.5787889133170624,1.0408496732026145,0,5,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,exponential,PNU__interaction__exponential,exponential,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_3,3,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.614326747314,0.618533552176]",6,0.6167079904833954,2.620595487024099,0,6,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,exponential,PNU__interaction__exponential,exponential,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_3,3,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.618533552176,0.628714947319]",5,0.6238207120789667,3.1843681917211333,0,7,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,exponential,PNU__interaction__exponential,exponential,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_3,3,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.628714947319,0.643574802437]",6,0.637553455029745,0,0,8,0,0,0,NA
Stage 5,apparent,none,PNU,non_cure,exponential,PNU__interaction__exponential,exponential,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_3,3,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.643574802437,0.661135281476]",5,0.6529286977552826,1.3265326192205278,0,9,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,exponential,PNU__interaction__exponential,exponential,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_3,3,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.661135281476,0.747202452616]",5,0.7069721687181529,3.700323806642431,0,10,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,exponential,PNU__interaction__exponential,exponential,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_4,4,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"[0.233055386624,0.272975603259]",6,0.2531682238915844,1.662564091728646,0,1,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,exponential,PNU__interaction__exponential,exponential,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_4,4,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.272975603259,0.324833392574]",5,0.3046199203497162,1,0,2,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,exponential,PNU__interaction__exponential,exponential,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_4,4,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.324833392574,0.417980674307]",6,0.38471521967952843,0,0,3,0,0,0,NA
Stage 5,apparent,none,PNU,non_cure,exponential,PNU__interaction__exponential,exponential,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_4,4,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.417980674307,0.635952974559]",5,0.5890720761121853,1.6009876438868442,0,4,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,exponential,PNU__interaction__exponential,exponential,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_4,4,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.635952974559,0.719267118444]",5,0.68402116837797,1.0408496732026145,0,5,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,exponential,PNU__interaction__exponential,exponential,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_4,4,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.719267118444,0.723342916907]",6,0.7215756242041745,2.620595487024099,0,6,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,exponential,PNU__interaction__exponential,exponential,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_4,4,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.723342916907,0.733144215759]",5,0.7284398327718601,3.1843681917211333,0,7,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,exponential,PNU__interaction__exponential,exponential,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_4,4,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.733144215759,0.747288775561]",6,0.7415693168888864,0,0,8,0,0,0,NA
Stage 5,apparent,none,PNU,non_cure,exponential,PNU__interaction__exponential,exponential,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_4,4,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.747288775561,0.763751819809]",5,0.7560830011674053,1.3265326192205278,0,9,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,exponential,PNU__interaction__exponential,exponential,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_4,4,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.763751819809,0.840155704615]",5,0.8050632294448448,3.700323806642431,0,10,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,exponential,PNU__interaction__exponential,exponential,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_5,5,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"[0.28228007692,0.328669728285]",6,0.305692360538288,1.662564091728646,0,1,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,exponential,PNU__interaction__exponential,exponential,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_5,5,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.328669728285,0.38798270737]",5,0.3649278907786741,1,0,2,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,exponential,PNU__interaction__exponential,exponential,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_5,5,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.38798270737,0.49163954843]",6,0.4548900076414748,0,0,3,0,0,0,NA
Stage 5,apparent,none,PNU,non_cure,exponential,PNU__interaction__exponential,exponential,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_5,5,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.49163954843,0.717221192574]",5,0.6707851861950678,1.6009876438868442,0,4,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,exponential,PNU__interaction__exponential,exponential,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_5,5,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.717221192574,0.795653435364]",5,0.7628753681792055,1.0408496732026145,0,5,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,exponential,PNU__interaction__exponential,exponential,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_5,5,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.795653435364,0.799355508034]",6,0.7977515538490676,2.620595487024099,0,6,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,exponential,PNU__interaction__exponential,exponential,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_5,5,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.799355508034,0.808201248424]",5,0.8039619544439235,3.1843681917211333,0,7,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,exponential,PNU__interaction__exponential,exponential,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_5,5,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.808201248424,0.820823658389]",6,0.8157304466861188,0,0,8,0,0,0,NA
Stage 5,apparent,none,PNU,non_cure,exponential,PNU__interaction__exponential,exponential,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_5,5,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.820823658389,0.835293556417]",5,0.8285750852159198,1.3265326192205278,0,9,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,exponential,PNU__interaction__exponential,exponential,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_5,5,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.835293556417,0.898930195203]",5,0.8702200888341471,3.700323806642431,0,10,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,exponential,PNU__interaction__exponential,exponential,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_6,6,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"[0.328345386353,0.380097372604]",6,0.35450857179827494,1.662564091728646,0,1,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,exponential,PNU__interaction__exponential,exponential,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_6,6,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.380097372604,0.445225574905]",5,0.4199812835294042,1,0,2,1,0,0,NA
Stage 5,apparent,none,PNU,non_cure,exponential,PNU__interaction__exponential,exponential,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_6,6,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.445225574905,0.555976344234]",6,0.5169994328799039,0,0,3,0,0,0,NA
Stage 5,apparent,none,PNU,non_cure,exponential,PNU__interaction__exponential,exponential,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_6,6,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,1,0,1,1,0,1,1,1,event_only_partial_support,projection_beyond_last_followup,"(0.555976344234,0.780347459693]",5,0.7361855972049194,1.6009876438868442,0,4,1,0,0,NA
