scenario_id,scenario_label,dataset_scope,dataset_label,model_group,model_name,model_label,interval_type,horizon_year,estimated_survival_probability,estimated_survival_uncertainty_sd,estimated_survival_lower_95,estimated_survival_median_50,estimated_survival_upper_95,estimated_risk_probability,estimated_risk_uncertainty_sd,estimated_risk_lower_95,estimated_risk_median_50,estimated_risk_upper_95,cure_fraction,susceptible_fraction,n_subjects,full_survival_probability,full_risk_probability,full_cure_fraction,full_susceptible_fraction,survival_diff_vs_full,risk_diff_vs_full,abs_risk_diff_vs_full,cure_fraction_diff_vs_full,susceptible_fraction_diff_vs_full
truncated_2y,Truncated at 2 years,SNU,SNU,No-cure,no_cure_exponential,No-cure exponential,95% CI,1,0.9340240413245782,0.06586944900366785,0.6998203455932959,0.8788140188650959,0.9523805108582769,0.06597595867542183,0.06586944900366785,0.04761948914172307,0.12118598113490414,0.30017965440670413,NA,NA,208,0.949434892446517,0.05056510755348298,NA,NA,-0.015410851121938851,0.015410851121938851,0.015410851121938851,NA,NA
truncated_2y,Truncated at 2 years,SNU,SNU,No-cure,no_cure_exponential,No-cure exponential,95% CI,2,0.8729631005038472,0.10691077618313424,0.49462308618154915,0.7724660675719612,0.9072526532913443,0.12703689949615282,0.10691077618313424,0.09274734670865568,0.22753393242803877,0.5053769138184508,NA,NA,208,0.9014429336820514,0.09855706631794858,NA,NA,-0.02847983317820424,0.02847983317820424,0.02847983317820424,NA,NA
truncated_2y,Truncated at 2 years,SNU,SNU,No-cure,no_cure_exponential,No-cure exponential,95% CI,3,0.8163919484117764,0.13261987044157955,0.3532976949394345,0.6792298112202853,0.864480920215605,0.18360805158822358,0.13261987044157955,0.135519079784395,0.3207701887797148,0.6467023050605655,NA,NA,208,0.8558922742015466,0.14410772579845343,NA,NA,-0.03950032578977014,0.03950032578977014,0.03950032578977014,NA,NA
truncated_2y,Truncated at 2 years,SNU,SNU,No-cure,no_cure_exponential,No-cure exponential,95% CI,4,0.7639283689420727,0.14837421138638376,0.25707345876395327,0.5973685433406857,0.823894462087895,0.23607163105792728,0.14837421138638376,0.17610553791210493,0.4026314566593143,0.7429265412360466,NA,NA,208,0.8126578712447526,0.18734212875524736,NA,NA,-0.04872950230267992,0.04872950230267992,0.04872950230267992,NA,NA
truncated_2y,Truncated at 2 years,SNU,SNU,No-cure,no_cure_exponential,No-cure exponential,95% CI,5,0.7152281768823319,0.15743539480285224,0.18602207244617414,0.5255092220237838,0.7857887530196378,0.28477182311766813,0.15743539480285226,0.21421124698036215,0.47449077797621614,0.8139779275538258,NA,NA,208,0.7716211345534022,0.2283788654465978,NA,NA,-0.05639295767107033,0.05639295767107033,0.05639295767107033,NA,NA
truncated_2y,Truncated at 2 years,SNU,SNU,No-cure,no_cure_exponential,No-cure exponential,95% CI,6,0.66998087372488,0.16189358940420817,0.13720612172876442,0.4624645826246453,0.7493107616313716,0.33001912627512,0.16189358940420817,0.2506892383686284,0.5375354173753547,0.8627938782712355,NA,NA,208,0.7326695907241761,0.26733040927582385,NA,NA,-0.06268871699929612,0.06268871699929612,0.06268871699929612,NA,NA
truncated_2y,Truncated at 2 years,SNU,SNU,No-cure,no_cure_exponential,No-cure exponential,95% CI,7,0.6279058540377407,0.1631456415118688,0.10243715953560509,0.4072693336736887,0.7172989327140554,0.3720941459622593,0.1631456415118688,0.28270106728594463,0.5927306663263112,0.8975628404643949,NA,NA,208,0.6956965651722726,0.30430343482772737,NA,NA,-0.06779071113453194,0.06779071113453194,0.06779071113453194,NA,NA
truncated_2y,Truncated at 2 years,SNU,SNU,No-cure,no_cure_exponential,No-cure exponential,95% CI,8,0.588749087522289,0.16215452282759726,0.07662357746554728,0.3593527168855184,0.6857307411364798,0.41125091247771095,0.1621545228275973,0.3142692588635202,0.6406472831144816,0.9233764225344527,NA,NA,208,0.6606008807730945,0.33939911922690547,NA,NA,-0.07185179325080548,0.07185179325080548,0.07185179325080548,NA,NA
truncated_2y,Truncated at 2 years,SNU,SNU,No-cure,no_cure_exponential,No-cure exponential,95% CI,9,0.5522802125457654,0.15959930733785319,0.056613867010110404,0.31630496853341383,0.65417596510568,0.4477197874542346,0.15959930733785313,0.34582403489432006,0.6836950314665862,0.9433861329898896,NA,NA,208,0.6272865722994082,0.3727134277005918,NA,NA,-0.07500635975364278,0.07500635975364278,0.07500635975364278,NA,NA
truncated_2y,Truncated at 2 years,SNU,SNU,No-cure,no_cure_exponential,No-cure exponential,95% CI,10,0.518289986033646,0.15596671132434234,0.04258670091082812,0.2790112811499118,0.6240743227619381,0.48171001396635404,0.1559667113243423,0.37592567723806186,0.7209887188500882,0.9574132990891718,NA,NA,208,0.5956626158185123,0.4043373841814877,NA,NA,-0.07737262978486636,0.07737262978486636,0.07737262978486636,NA,NA
truncated_2y,Truncated at 2 years,SNU,SNU,No-cure,no_cure_weibull,No-cure weibull,95% CI,1,0.9241378504243165,0.07577742884262381,0.6757720290200865,0.8616017330169647,0.9535272825097932,0.07586214957568349,0.07577742884262381,0.04647271749020672,0.13839826698303526,0.3242279709799135,NA,NA,208,0.923258358807617,0.07674164119238303,NA,NA,8.794916166995348e-4,-8.794916166995348e-4,8.794916166995348e-4,NA,NA
truncated_2y,Truncated at 2 years,SNU,SNU,No-cure,no_cure_weibull,No-cure weibull,95% CI,2,0.8772029744038209,0.1112292065161395,0.4889315592473138,0.7836260677935384,0.9147184547951949,0.12279702559617911,0.1112292065161395,0.08528154520480513,0.21637393220646162,0.5110684407526862,NA,NA,208,0.8773206189049575,0.1226793810950425,NA,NA,-1.1764450113660452e-4,1.1764450113660452e-4,1.1764450113660452e-4,NA,NA
truncated_2y,Truncated at 2 years,SNU,SNU,No-cure,no_cure_weibull,No-cure weibull,95% CI,3,0.8385249424551524,0.1343336547442835,0.3590969814123955,0.7228309757400169,0.8831075189864509,0.1614750575448476,0.13433365474428352,0.11689248101354906,0.2771690242599831,0.6409030185876045,NA,NA,208,0.8396666987679998,0.16033330123200018,NA,NA,-0.0011417563128474084,0.0011417563128474084,0.0011417563128474084,NA,NA
truncated_2y,Truncated at 2 years,SNU,SNU,No-cure,no_cure_weibull,No-cure weibull,95% CI,4,0.8048367240286296,0.15008316684738462,0.2683592291065377,0.6708640451480978,0.8553410791701487,0.1951632759713704,0.15008316684738462,0.14465892082985124,0.3291359548519021,0.7316407708934622,NA,NA,208,0.8069246698295593,0.19307533017044065,NA,NA,-0.002087945800929747,0.002087945800929747,0.002087945800929747,NA,NA
truncated_2y,Truncated at 2 years,SNU,SNU,No-cure,no_cure_weibull,No-cure weibull,95% CI,5,0.7746892128080969,0.16108990200682327,0.20669018065056471,0.625545181417773,0.8340505804771531,0.22531078719190312,0.16108990200682327,0.1659494195228469,0.3744548185822269,0.7933098193494352,NA,NA,208,0.777627152328535,0.22237284767146503,NA,NA,-0.002937939520438082,0.002937939520438082,0.002937939520438082,NA,NA
