scenario_id,scenario_label,dataset_scope,dataset_label,model_group,model_name,model_label,interval_type,horizon_year,estimated_survival_probability,estimated_survival_uncertainty_sd,estimated_survival_lower_95,estimated_survival_median_50,estimated_survival_upper_95,estimated_risk_probability,estimated_risk_uncertainty_sd,estimated_risk_lower_95,estimated_risk_median_50,estimated_risk_upper_95,cure_fraction,susceptible_fraction,n_subjects,full_survival_probability,full_risk_probability,full_cure_fraction,full_susceptible_fraction,survival_diff_vs_full,risk_diff_vs_full,abs_risk_diff_vs_full,cure_fraction_diff_vs_full,susceptible_fraction_diff_vs_full
truncated_2y,Truncated at 2 years,SNU,SNU,No-cure,no_cure_weibull,No-cure weibull,95% CI,6,0.7472632376484627,0.16887099483850745,0.15983335472613466,0.5869908801547193,0.811337523730427,0.2527367623515373,0.16887099483850745,0.18866247626957292,0.41300911984528066,0.8401666452738652,NA,NA,208,0.7509562327168341,0.2490437672831659,NA,NA,-0.0036929950683713963,0.0036929950683713963,0.0036929950683713963,NA,NA
truncated_2y,Truncated at 2 years,SNU,SNU,No-cure,no_cure_weibull,No-cure weibull,95% CI,7,0.7220327669101144,0.17436534208285961,0.12491751491116206,0.5517706426189172,0.792452218107896,0.2779672330898856,0.17436534208285964,0.207547781892104,0.4482293573810828,0.8750824850888377,NA,NA,208,0.7263925444867585,0.2736074555132415,NA,NA,-0.004359777576644075,0.004359777576644075,0.004359777576644075,NA,NA
truncated_2y,Truncated at 2 years,SNU,SNU,No-cure,no_cure_weibull,No-cure weibull,95% CI,8,0.6986318972815764,0.1781888342264133,0.09935580191294263,0.5197520632701917,0.7713101070076174,0.3013681027184236,0.17818883422641327,0.2286898929923826,0.48024793672980826,0.9006441980870573,NA,NA,208,0.7035781373325243,0.2964218626674757,NA,NA,-0.004946240050947903,0.004946240050947903,0.004946240050947903,NA,NA
truncated_2y,Truncated at 2 years,SNU,SNU,No-cure,no_cure_weibull,No-cure weibull,95% CI,9,0.6767916986333234,0.18076470976829298,0.07807434877226811,0.49096430036095623,0.755007086496528,0.32320830136667655,0.18076470976829298,0.24499291350347185,0.5090356996390437,0.9219256512277318,NA,NA,208,0.6822519450891442,0.3177480549108558,NA,NA,-0.005460246455820772,0.005460246455820772,0.005460246455820772,NA,NA
truncated_2y,Truncated at 2 years,SNU,SNU,No-cure,no_cure_weibull,No-cure weibull,95% CI,10,0.6563063844434491,0.18239367968832018,0.05758164878673578,0.46449668772580877,0.7402058084568681,0.34369361555655087,0.18239367968832018,0.2597941915431318,0.5355033122741912,0.9424183512132642,NA,NA,208,0.6622154899067112,0.3377845100932888,NA,NA,-0.005909105463262065,0.005909105463262065,0.005909105463262065,NA,NA
truncated_2y,Truncated at 2 years,SNU,SNU,No-cure,no_cure_lognormal,No-cure lognormal,95% CI,1,0.9203560284844402,0.0651600398366703,0.7072875310076239,0.8745112785355882,0.957722668661779,0.0796439715155598,0.06516003983667032,0.04227733133822096,0.12548872146441187,0.292712468992376,NA,NA,208,0.9158288917253993,0.08417110827460073,NA,NA,0.004527136759040928,-0.004527136759040928,0.004527136759040928,NA,NA
truncated_2y,Truncated at 2 years,SNU,SNU,No-cure,no_cure_lognormal,No-cure lognormal,95% CI,2,0.8785548733339377,0.08319961851926544,0.5994776928444683,0.8193583873243628,0.9298777961230943,0.12144512666606233,0.08319961851926544,0.0701222038769057,0.18064161267563722,0.4005223071555318,NA,NA,208,0.8674470597002458,0.13255294029975417,NA,NA,0.011107813633691843,-0.011107813633691843,0.011107813633691843,NA,NA
truncated_2y,Truncated at 2 years,SNU,SNU,No-cure,no_cure_lognormal,No-cure lognormal,95% CI,3,0.8479250772231209,0.09402304504279765,0.5278446720939635,0.78123473560392,0.9057739630695948,0.15207492277687906,0.09402304504279767,0.09422603693040515,0.21876526439607996,0.4721553279060366,NA,NA,208,0.8315914368288152,0.1684085631711848,NA,NA,0.016333640394305737,-0.016333640394305737,0.016333640394305737,NA,NA
truncated_2y,Truncated at 2 years,SNU,SNU,No-cure,no_cure_lognormal,No-cure lognormal,95% CI,4,0.8233173422523511,0.10153413184070871,0.4816941703157148,0.7507268101979081,0.8856099082305291,0.1766826577476489,0.10153413184070872,0.1143900917694708,0.2492731898020919,0.5183058296842852,NA,NA,208,0.8026867911792082,0.19731320882079184,NA,NA,0.020630551073142933,-0.020630551073142933,0.020630551073142933,NA,NA
truncated_2y,Truncated at 2 years,SNU,SNU,No-cure,no_cure_lognormal,No-cure lognormal,95% CI,5,0.802588761079109,0.10714323697045747,0.44452402963614124,0.7268223661524862,0.8718084656677428,0.19741123892089096,0.10714323697045745,0.1281915343322571,0.2731776338475138,0.5554759703638588,NA,NA,208,0.7783233266686381,0.22167667333136187,NA,NA,0.02426543441047091,-0.02426543441047091,0.02426543441047091,NA,NA
truncated_2y,Truncated at 2 years,SNU,SNU,No-cure,no_cure_lognormal,No-cure lognormal,95% CI,6,0.7846058769796423,0.11152557671819219,0.41877851720802794,0.7048090614546694,0.8581250644825734,0.21539412302035765,0.11152557671819219,0.14187493551742658,0.2951909385453306,0.581221482791972,NA,NA,208,0.7572006258973608,0.2427993741026392,NA,NA,0.027405251082281534,-0.027405251082281534,0.027405251082281534,NA,NA
truncated_2y,Truncated at 2 years,SNU,SNU,No-cure,no_cure_lognormal,No-cure lognormal,95% CI,7,0.7686854374502948,0.11505673496104946,0.39380257370661603,0.6850085628597241,0.8460326309394837,0.23131456254970517,0.11505673496104946,0.1539673690605163,0.3149914371402759,0.6061974262933839,NA,NA,208,0.7385248032970723,0.26147519670292774,NA,NA,0.030160634153222565,-0.030160634153222565,0.030160634153222565,NA,NA
truncated_2y,Truncated at 2 years,SNU,SNU,No-cure,no_cure_lognormal,No-cure lognormal,95% CI,8,0.7543794444896117,0.11796664794814593,0.3744732455515702,0.6688297844034325,0.8351439290619689,0.2456205555103883,0.11796664794814593,0.1648560709380311,0.3311702155965675,0.6255267544484298,NA,NA,208,0.7217707663130977,0.27822923368690233,NA,NA,0.03260867817651403,-0.03260867817651403,0.03260867817651403,NA,NA
truncated_2y,Truncated at 2 years,SNU,SNU,No-cure,no_cure_lognormal,No-cure lognormal,95% CI,9,0.741376254571176,0.12040588671723784,0.35771634921913786,0.6540400110558506,0.8244404878134257,0.25862374542882405,0.12040588671723783,0.17555951218657415,0.3459599889441494,0.6422836507808621,NA,NA,208,0.7065709341034166,0.29342906589658335,NA,NA,0.034805320467759304,-0.034805320467759304,0.034805320467759304,NA,NA
truncated_2y,Truncated at 2 years,SNU,SNU,No-cure,no_cure_lognormal,No-cure lognormal,95% CI,10,0.729449309475285,0.12247812125305697,0.34299887601323337,0.6408399431943179,0.816735254250332,0.27055069052471503,0.12247812125305697,0.18326474574966795,0.359160056805682,0.6570011239867665,NA,NA,208,0.6926568246406746,0.3073431753593254,NA,NA,0.036792484834610395,-0.036792484834610395,0.036792484834610395,NA,NA
truncated_2y,Truncated at 2 years,SNU,SNU,No-cure,no_cure_loglogistic,No-cure loglogistic,95% CI,1,0.9239122171294185,0.07221538588348138,0.679308398328396,0.8661484805549902,0.9529839544446193,0.07608778287058149,0.07221538588348136,0.047016045555380706,0.13385151944500978,0.32069160167160393,NA,NA,208,0.9219426517949386,0.07805734820506138,NA,NA,0.0019695653344798947,-0.0019695653344798947,0.0019695653344798947,NA,NA
truncated_2y,Truncated at 2 years,SNU,SNU,No-cure,no_cure_loglogistic,No-cure loglogistic,95% CI,2,0.8781158423717902,0.09753491088339633,0.5460851396143193,0.7945656006313924,0.9186764903503001,0.12188415762820981,0.09753491088339634,0.08132350964969993,0.2054343993686077,0.4539148603856805,NA,NA,208,0.8745720778372159,0.1254279221627841,NA,NA,0.0035437645345742785,-0.0035437645345742785,0.0035437645345742785,NA,NA
truncated_2y,Truncated at 2 years,SNU,SNU,No-cure,no_cure_loglogistic,No-cure loglogistic,95% CI,3,0.8416094897655129,0.11251909036663749,0.4589893207253534,0.7416973212962957,0.8911569721529992,0.15839051023448714,0.11251909036663749,0.10884302784700092,0.25830267870370427,0.5410106792746464,NA,NA,208,0.836686724123051,0.163313275876949,NA,NA,0.004922765642461857,-0.004922765642461857,0.004922765642461857,NA,NA
truncated_2y,Truncated at 2 years,SNU,SNU,No-cure,no_cure_loglogistic,No-cure loglogistic,95% CI,4,0.8107154514932949,0.12241196519812063,0.40053562856353275,0.698204402730618,0.8674967307624067,0.18928454850670506,0.12241196519812063,0.1325032692375933,0.30179559726938204,0.5994643714364672,NA,NA,208,0.8045733995353055,0.1954266004646945,NA,NA,0.006142051957989447,-0.006142051957989447,0.006142051957989447,NA,NA
truncated_2y,Truncated at 2 years,SNU,SNU,No-cure,no_cure_loglogistic,No-cure loglogistic,95% CI,5,0.7837544080848683,0.1293085205800125,0.3502088848605045,0.662827648120693,0.8459753950040244,0.2162455919151317,0.1293085205800125,0.15402460499597553,0.337172351879307,0.6497911151394955,NA,NA,208,0.776528415300851,0.22347158469914896,NA,NA,0.007225992784017254,-0.007225992784017254,0.007225992784017254,NA,NA
truncated_2y,Truncated at 2 years,SNU,SNU,No-cure,no_cure_loglogistic,No-cure loglogistic,95% CI,6,0.7597645030079744,0.13426987579596206,0.313892139970825,0.6321613141910047,0.8256888053629551,0.24023549699202562,0.13426987579596206,0.17431119463704492,0.36783868580899526,0.6861078600291749,NA,NA,208,0.7515707083416299,0.24842929165837013,NA,NA,0.008193794666344512,-0.008193794666344512,0.008193794666344512,NA,NA
truncated_2y,Truncated at 2 years,SNU,SNU,No-cure,no_cure_loglogistic,No-cure loglogistic,95% CI,7,0.7381254860992205,0.13790581330309448,0.2864142778064004,0.6041717196921818,0.8100927765761156,0.26187451390077954,0.13790581330309448,0.18990722342388444,0.39582828030781825,0.7135857221935996,NA,NA,208,0.7290643638792452,0.2709356361207548,NA,NA,0.009061122219975237,-0.009061122219975237,0.009061122219975237,NA,NA
truncated_2y,Truncated at 2 years,SNU,SNU,No-cure,no_cure_loglogistic,No-cure loglogistic,95% CI,8,0.7184065652198096,0.14059584722392154,0.2631686474340975,0.5785853443487707,0.7966634532871926,0.2815934347801904,0.14059584722392152,0.20333654671280735,0.4214146556512293,0.7368313525659024,NA,NA,208,0.708565618708866,0.29143438129113397,NA,NA,0.009840946510943582,-0.009840946510943582,0.009840946510943582,NA,NA
truncated_2y,Truncated at 2 years,SNU,SNU,No-cure,no_cure_loglogistic,No-cure loglogistic,95% CI,9,0.7002928020690451,0.14258975943861582,0.238101602920605,0.5584657902338903,0.7847353013252424,0.2997071979309549,0.14258975943861582,0.2152646986747576,0.44153420976610963,0.7618983970793949,NA,NA,208,0.6897486839438144,0.3102513160561856,NA,NA,0.010544118125230706,-0.010544118125230706,0.010544118125230706,NA,NA
truncated_2y,Truncated at 2 years,SNU,SNU,No-cure,no_cure_loglogistic,No-cure loglogistic,95% CI,10,0.6835451189094974,0.14405898367793413,0.22110654997227974,0.5399030103617826,0.771375932168293,0.31645488109050257,0.14405898367793413,0.228624067831707,0.46009698963821744,0.7788934500277203,NA,NA,208,0.6723653292565083,0.32763467074349173,NA,NA,0.011179789652989158,-0.011179789652989158,0.011179789652989158,NA,NA
truncated_2y,Truncated at 2 years,SNU,SNU,Frequentist cure,frequentist_mixture_cure_lognormal,Frequentist mixture cure,95% CI,1,0.913251908532422,0.01853631781792229,0.8734542155946472,0.9153527601525072,0.9460780166236747,0.08674809146757802,0.01853631781792229,0.05392198337632505,0.08464723984749273,0.12654578440535283,0.8079176836728392,0.1920823163271608,NA,0.9161003458447732,0.08389965415522697,0.03826461967089589,0.961735380329104,-0.002848437312351182,0.002848437312351043,0.002848437312351043,0.7696530640019433,-0.7696530640019432
truncated_2y,Truncated at 2 years,SNU,SNU,Frequentist cure,frequentist_mixture_cure_lognormal,Frequentist mixture cure,95% CI,2,0.8814789758719818,0.02354360439791224,0.8359461775324373,0.8866117172006622,0.9286928020276088,0.11852102412801828,0.02354360439791225,0.0713071979723913,0.11338828279933771,0.16405382246756273,0.8079176836728392,0.1920823163271608,NA,0.8680328852936586,0.13196711470634137,0.03826461967089589,0.961735380329104,0.013446090578323133,-0.013446090578323092,0.013446090578323092,0.7696530640019433,-0.7696530640019432
truncated_2y,Truncated at 2 years,SNU,SNU,Frequentist cure,frequentist_mixture_cure_lognormal,Frequentist mixture cure,95% CI,3,0.8643686252707051,0.02732141963956479,0.8135694987694471,0.8704748235637454,0.9214223422182756,0.1356313747292949,0.02732141963956479,0.07857765778172428,0.12952517643625455,0.18643050123055296,0.8079176836728392,0.1920823163271608,NA,0.8325040973029191,0.16749590269708092,0.03826461967089589,0.961735380329104,0.03186452796778605,-0.03186452796778602,0.03186452796778602,0.7696530640019433,-0.7696530640019432
truncated_2y,Truncated at 2 years,SNU,SNU,Frequentist cure,frequentist_mixture_cure_lognormal,Frequentist mixture cure,95% CI,4,0.8534943045522573,0.0303604651155752,0.7986077977714376,0.8604152418368936,0.917731913046249,0.1465056954477427,0.03036046511557519,0.08226808695375103,0.1395847581631065,0.20139220222856236,0.8079176836728392,0.1920823163271608,NA,0.8039206506071755,0.1960793493928245,0.03826461967089589,0.961735380329104,0.04957365394508173,-0.049573653945081814,0.049573653945081814,0.7696530640019433,-0.7696530640019432
truncated_2y,Truncated at 2 years,SNU,SNU,Frequentist cure,frequentist_mixture_cure_lognormal,Frequentist mixture cure,95% CI,5,0.845931401217223,0.0328760671861947,0.7873060771489451,0.8528246473218768,0.9163146630131108,0.15406859878277698,0.03287606718619471,0.08368533698688906,0.14717535267812326,0.21269392285105496,0.8079176836728392,0.1920823163271608,NA,0.7798677679018446,0.2201322320981554,0.03826461967089589,0.961735380329104,0.06606363331537835,-0.06606363331537843,0.06606363331537843,0.7696530640019433,-0.7696530640019432
truncated_2y,Truncated at 2 years,SNU,SNU,Frequentist cure,frequentist_mixture_cure_lognormal,Frequentist mixture cure,95% CI,6,0.8403585380780279,0.03500317585369584,0.7777830431468724,0.8467241424013495,0.915221367441412,0.15964146192197212,0.03500317585369584,0.08477863255858796,0.15327585759865048,0.2222169568531276,0.8079176836728392,0.1920823163271608,NA,0.75904380431559,0.24095619568441,0.03826461967089589,0.961735380329104,0.08131473376243781,-0.08131473376243789,0.08131473376243789,0.7696530640019433,-0.7696530640019432
truncated_2y,Truncated at 2 years,SNU,SNU,Frequentist cure,frequentist_mixture_cure_lognormal,Frequentist mixture cure,95% CI,7,0.8360817907311443,0.03683280142379473,0.7700166335156616,0.841919634667459,0.9146429561331392,0.16391820926885564,0.03683280142379473,0.08535704386686094,0.158080365332541,0.22998336648433837,0.8079176836728392,0.1920823163271608,NA,0.7406549366416597,0.2593450633583403,0.03826461967089589,0.961735380329104,0.09542685408948459,-0.09542685408948465,0.09542685408948465,0.7696530640019433,-0.7696530640019432
truncated_2y,Truncated at 2 years,SNU,SNU,Frequentist cure,frequentist_mixture_cure_lognormal,Frequentist mixture cure,95% CI,8,0.832698727868197,0.03842876048454956,0.7633759402015884,0.8381802459161725,0.9139305339577236,0.16730127213180301,0.03842876048454956,0.08606946604227629,0.16181975408382748,0.23662405979841167,0.8079176836728392,0.1920823163271608,NA,0.7241766026733748,0.27582339732662525,0.03826461967089589,0.961735380329104,0.10852212519482218,-0.10852212519482224,0.10852212519482224,0.7696530640019433,-0.7696530640019432
truncated_2y,Truncated at 2 years,SNU,SNU,Frequentist cure,frequentist_mixture_cure_lognormal,Frequentist mixture cure,95% CI,9,0.8299587802815962,0.0398372146413729,0.7581551255273447,0.8353025249644742,0.9136706500757944,0.1700412197184038,0.0398372146413729,0.08632934992420571,0.1646974750355258,0.24184487447265543,0.8079176836728392,0.1920823163271608,NA,0.7092419068454057,0.29075809315459433,0.03826461967089589,0.961735380329104,0.12071687343619053,-0.12071687343619053,0.12071687343619053,0.7696530640019433,-0.7696530640019432
truncated_2y,Truncated at 2 years,SNU,SNU,Frequentist cure,frequentist_mixture_cure_lognormal,Frequentist mixture cure,95% CI,10,0.8276973314341532,0.04109245628448918,0.7538993462103841,0.8326176518587864,0.9135136905239704,0.1723026685658468,0.04109245628448918,0.08648630947602956,0.16738234814121355,0.2461006537896159,0.8079176836728392,0.1920823163271608,NA,0.6955830795242316,0.30441692047576846,0.03826461967089589,0.961735380329104,0.13211425190992165,-0.13211425190992165,0.13211425190992165,0.7696530640019433,-0.7696530640019432
truncated_2y,Truncated at 2 years,SNU,SNU,Bayesian cure,bayesian_mixture_cure,Bayesian cure,95% CrI,1,0.9131327595029516,0.0183225141654811,0.8720229254110673,0.9140335923131824,0.9479989898425656,0.08686724049704853,0.0183225141654811,0.05200101015743458,0.08596640768681751,0.12797707458893265,0.6672861711986019,0.3327138288013981,208,0.9120518358550596,0.08794816414494046,0.2367901628754555,0.7632098371245445,0.0010809236478920292,-0.001080923647891932,0.001080923647891932,0.4304960083231464,-0.4304960083231464
truncated_2y,Truncated at 2 years,SNU,SNU,Bayesian cure,bayesian_mixture_cure,Bayesian cure,95% CrI,2,0.8772556954355971,0.02492294906665879,0.8280386485638035,0.8779506720065033,0.9255443492346276,0.1227443045644029,0.02492294906665879,0.07445565076537246,0.12204932799349671,0.1719613514361966,0.6672861711986019,0.3327138288013981,208,0.8626291435214378,0.13737085647856212,0.2367901628754555,0.7632098371245445,0.014626551914159291,-0.014626551914159222,0.014626551914159222,0.4304960083231464,-0.4304960083231464
truncated_2y,Truncated at 2 years,SNU,SNU,Bayesian cure,bayesian_mixture_cure,Bayesian cure,95% CrI,3,0.8551200661228574,0.03130112112418852,0.7958448351396117,0.8569253053977448,0.9110053348849356,0.14487993387714257,0.03130112112418853,0.08899466511506429,0.14307469460225525,0.2041551648603884,0.6672861711986019,0.3327138288013981,208,0.8268388384804696,0.17316116151953043,0.2367901628754555,0.7632098371245445,0.02828122764238783,-0.028281227642387857,0.028281227642387857,0.4304960083231464,-0.4304960083231464
truncated_2y,Truncated at 2 years,SNU,SNU,Bayesian cure,bayesian_mixture_cure,Bayesian cure,95% CrI,4,0.8393680511508669,0.03720973436777855,0.7717933303423326,0.8412747904277467,0.901981234056728,0.16063194884913318,0.03720973436777856,0.09801876594327216,0.1587252095722533,0.22820666965766737,0.6672861711986019,0.3327138288013981,208,0.7985539777706092,0.20144602222939084,0.2367901628754555,0.7632098371245445,0.040814073380257665,-0.040814073380257665,0.040814073380257665,0.4304960083231464,-0.4304960083231464
truncated_2y,Truncated at 2 years,SNU,SNU,Bayesian cure,bayesian_mixture_cure,Bayesian cure,95% CrI,5,0.8272885147777215,0.04255316598024292,0.7460854016729485,0.8295106735513775,0.8969098149383369,0.1727114852222785,0.04255316598024292,0.10309018506166312,0.1704893264486224,0.25391459832705154,0.6672861711986019,0.3327138288013981,208,0.7751209411287407,0.2248790588712592,0.2367901628754555,0.7632098371245445,0.052167573648980725,-0.0521675736489807,0.0521675736489807,0.4304960083231464,-0.4304960083231464
truncated_2y,Truncated at 2 years,SNU,SNU,Bayesian cure,bayesian_mixture_cure,Bayesian cure,95% CrI,6,0.8175822552346108,0.04736589114706445,0.7244013087554781,0.8206650077836598,0.89320290137598,0.18241774476538924,0.04736589114706446,0.10679709862401993,0.1793349922163402,0.27559869124452174,0.6672861711986019,0.3327138288013981,208,0.7551129419423451,0.2448870580576549,0.2367901628754555,0.7632098371245445,0.06246931329226568,-0.062469313292265655,0.062469313292265655,0.4304960083231464,-0.4304960083231464
