dataset,model_id,parameter,mean,sd,q025,q50,q975
merged,MERGED-L1S1-W,beta_inc[2],0.882512879775175,0.180497814466982,0.531889840350997,0.880048192894815,1.24211825001566
merged,MERGED-L1S1-W,beta_inc[3],0.603258714136843,0.189437839774338,0.233433611952705,0.60357690742234,0.972882878458956
merged,MERGED-L1S1-W,beta_inc[4],0.396192887133642,0.275631839789808,-0.156207336047251,0.395007268728486,0.928994861592383
merged,MERGED-L1S1-W,beta_inc[5],0.0836426674196977,0.30577087780046,-0.508852754701118,0.0817593869924174,0.677825604821535
merged,MERGED-L1S1-W,delta0,10.4257154279932,1.24326398547561,8.52152902720668,10.2784157992468,13.2909606656797
merged,MERGED-L1S1-W,gamma0,1.22601118897237,0.707933520387324,-0.297693425238901,1.25340727789089,2.54126673376814
merged,MERGED-L1S1-W,gamma_lat[1],0.0462200002576992,0.521883198930432,-0.941649347247547,0.0345210492887072,1.1089702060767
merged,MERGED-L1S1-W,gamma_lat[2],0.437562767040785,0.452186407629774,-0.43816173248329,0.438575602825638,1.31655399115929
merged,MERGED-L1S1-W,gamma_lat[3],-0.386866468069586,0.627676003550162,-1.59721796263128,-0.393964089888844,0.820529781248782
merged,MERGED-L1S1-W,gamma_lat[4],1.09076145218055,0.49438638410673,0.0731823298076006,1.11646556753605,2.01204119310059
merged,MERGED-L1S1-W,rho_W,-0.374065903165389,0.131658092853406,-0.640612403737034,-0.373769482872339,-0.118758216286825
PNU,PNU-L0-E,beta_inc[1],0.414427336863732,0.132622401307243,0.16015318989473,0.412742387832882,0.675296558881706
PNU,PNU-L0-E,beta_inc[2],0.91636998285533,0.175844734863938,0.572480842613072,0.916899269793801,1.25772032098524
PNU,PNU-L0-E,beta_inc[3],0.61191692727607,0.191792488348196,0.229569497989761,0.612010067705584,0.97834434277105
PNU,PNU-L0-E,beta_inc[4],0.3984234871221,0.274967500965395,-0.142467434906325,0.395951611746208,0.940149938523927
PNU,PNU-L0-E,beta_inc[5],0.0756827275149622,0.293099257579852,-0.491800473526395,0.0704332150004094,0.656585415615583
PNU,PNU-L0-E,delta0,8.61643285600961,1.06773076493139,7.16402996364964,8.39407477465105,11.2325012375801
PNU,PNU-L0-E,gamma0,-0.233266534152027,0.678821208834645,-1.38762934090118,-0.28126313352027,1.15533830720781
PNU,PNU-L0-E,gamma_lat[1],0.214327499099657,0.52028483584879,-0.811124502269503,0.209160270209751,1.24418345005619
PNU,PNU-L0-E,gamma_lat[2],0.792257524474798,0.608935417435685,-0.373011359302781,0.790887991471522,1.9737666442433
PNU,PNU-L0-LL,beta_inc[1],0.413947275395787,0.132963320462217,0.154507710302512,0.414283955894026,0.674984455376884
PNU,PNU-L0-LL,beta_inc[2],0.923793681945186,0.167350091818266,0.60255509613183,0.921723782405428,1.25822911212183
PNU,PNU-L0-LL,beta_inc[3],0.612851647033608,0.189105962241046,0.242708345483982,0.61128057138131,0.978248109885009
PNU,PNU-L0-LL,beta_inc[4],0.414597932996507,0.273295917278036,-0.113183621576043,0.418219498564653,0.951903550183755
PNU,PNU-L0-LL,beta_inc[5],0.0805246859635423,0.291841217136964,-0.514295573026911,0.0829723405613217,0.625241690764273
PNU,PNU-L0-LL,delta0,9.00121407685544,1.17004532781913,7.26796662632894,8.78964864225358,11.9423247444165
PNU,PNU-L0-LL,gamma0,0.289661273446612,1.05334232455395,-1.60967103481849,0.258571104972818,2.44373430654698
PNU,PNU-L0-LL,gamma_lat[1],0.214365157510746,0.714862457817741,-1.22202377100884,0.226539532780444,1.57917954156117
PNU,PNU-L0-LL,gamma_lat[2],0.724494139355657,0.725688212308197,-0.721464501773014,0.726305228560313,2.16180154290056
PNU,PNU-L0-LL,psi_LL,0.215360419002724,0.289600580403811,-0.372151144505581,0.21963475826718,0.779945458775484
PNU,PNU-L0-LN,beta_inc[1],0.411658788724311,0.134402530585649,0.149745040789297,0.412259993913498,0.672351399088668
PNU,PNU-L0-LN,beta_inc[2],0.916758475467454,0.178212621669262,0.563465460361175,0.91635121627966,1.26787625137972
PNU,PNU-L0-LN,beta_inc[3],0.605690896713293,0.197844440063285,0.216416869127501,0.60540120596762,0.995476692012961
PNU,PNU-L0-LN,beta_inc[4],0.406106434495072,0.271714130825367,-0.122706127828011,0.407996570693638,0.936507067752596
PNU,PNU-L0-LN,beta_inc[5],0.0738535624176424,0.301091190854973,-0.528622041897349,0.0806760488833468,0.665939457602877
PNU,PNU-L0-LN,delta0,8.9205376577519,1.16899581611328,7.22111030232221,8.71819743513532,11.8545532604954
PNU,PNU-L0-LN,gamma0,0.244856865283753,1.05941040341889,-1.5722381030331,0.182178163311633,2.40971161164186
PNU,PNU-L0-LN,gamma_lat[1],0.283784533981012,0.693649641177255,-1.08564097547464,0.299191360541631,1.59598930139881
PNU,PNU-L0-LN,gamma_lat[2],0.653756733042733,0.719007358714036,-0.815991111293819,0.671726445244687,2.03658469109977
PNU,PNU-L0-LN,log_sigma_LN,0.746844436856261,0.279296372568803,0.21045662661756,0.750742312247071,1.29252805702199
PNU,PNU-L0-W,beta_inc[1],0.415917570301951,0.128959892961606,0.156482626778596,0.417239879723997,0.669900105607968
PNU,PNU-L0-W,beta_inc[2],0.917705211938798,0.173171243962899,0.582705716517141,0.921574667270151,1.25768601953411
PNU,PNU-L0-W,beta_inc[3],0.610439368293708,0.192646246325883,0.226746202967115,0.610820014564913,0.978501183884654
PNU,PNU-L0-W,beta_inc[4],0.419135798009794,0.272602396987617,-0.111687627462705,0.42289987257483,0.963088565370029
PNU,PNU-L0-W,beta_inc[5],0.0748269761026125,0.305153219966663,-0.510454001978928,0.0746281350372289,0.67878785568754
PNU,PNU-L0-W,delta0,9.0207026332743,1.1792839246788,7.23396326066519,8.84217687613186,11.8983296092274
PNU,PNU-L0-W,gamma0,0.262304438217009,0.942844319590553,-1.43393268778625,0.248047845043057,2.20441703036218
PNU,PNU-L0-W,gamma_lat[1],0.0787757942820815,0.674979631950197,-1.25991534647689,0.0868909498303206,1.39807493659281
PNU,PNU-L0-W,gamma_lat[2],0.73522126053832,0.70798292871657,-0.689994270582368,0.735120473130644,2.06611188917856
PNU,PNU-L0-W,rho_W,-0.369639572827148,0.266049597722425,-0.941782237354588,-0.357272472639746,0.113218865650438
PNU,PNU-L1-E,beta_inc[1],0.414982015234225,0.133639435300825,0.145061877547539,0.412698049625592,0.677190948265165
PNU,PNU-L1-E,beta_inc[2],0.913165923595122,0.168744625285586,0.58819010212958,0.910828812980895,1.25164561981708
PNU,PNU-L1-E,beta_inc[3],0.613389624100451,0.187740883530502,0.245776608581289,0.614874101467861,0.977012268426462
PNU,PNU-L1-E,beta_inc[4],0.40529699828741,0.276541564378266,-0.138170071292115,0.40218305048005,0.946177893056402
PNU,PNU-L1-E,beta_inc[5],0.0792648737201317,0.300541329717446,-0.519826297101786,0.0814248600638637,0.673592176541435
PNU,PNU-L1-E,delta0,8.68873502963873,1.05402230840606,7.1581631648823,8.49310630577233,11.3229175167252
PNU,PNU-L1-E,gamma0,-0.205814115105254,0.673887895400989,-1.41143995975828,-0.231197388642139,1.13466705180615
PNU,PNU-L1-E,gamma_lat[1],0.266931859726032,0.53886754813396,-0.755667586926274,0.263872805929625,1.34075447450403
PNU,PNU-L1-E,gamma_lat[2],0.822605778273375,0.609780674378707,-0.392166633113596,0.830184398922845,1.98006198333146
PNU,PNU-L1-E,gamma_lat[3],-0.464010149627012,0.799402385562367,-2.02974142568787,-0.473337670374283,1.10158104652387
PNU,PNU-L1-LL,beta_inc[1],0.412472022651993,0.128327202748948,0.159234600863928,0.411430099253051,0.669748788713228
PNU,PNU-L1-LL,beta_inc[2],0.921579839775687,0.173535185275844,0.57498866017367,0.923214945900868,1.26920579145459
PNU,PNU-L1-LL,beta_inc[3],0.606210630952384,0.188919819695545,0.244725226417955,0.606879680293607,0.975267497500177
PNU,PNU-L1-LL,beta_inc[4],0.415860176496409,0.266150024650963,-0.0947936917312542,0.413435157874743,0.949297114330297
PNU,PNU-L1-LL,beta_inc[5],0.0696307153266709,0.296595786315382,-0.513056549956378,0.0719581584433723,0.647163845642404
PNU,PNU-L1-LL,delta0,9.04659661235319,1.17297584443778,7.30611652698854,8.8603986775392,11.9307159054455
PNU,PNU-L1-LL,gamma0,0.294044648706864,1.00651310678742,-1.5252487113409,0.266309422454043,2.3327565921191
PNU,PNU-L1-LL,gamma_lat[1],0.259121970321188,0.716991424621308,-1.2305086544348,0.275041823564039,1.62777745978234
PNU,PNU-L1-LL,gamma_lat[2],0.745386147844032,0.714626553766211,-0.665071697970275,0.740628420431905,2.17929008418531
PNU,PNU-L1-LL,gamma_lat[3],-0.333198902379348,0.89931894617374,-2.03520593641964,-0.347843551057243,1.5035631961979
PNU,PNU-L1-LL,psi_LL,0.219026509954665,0.281070238536286,-0.332079926211612,0.219771941870833,0.782962939137225
PNU,PNU-L1-LN,beta_inc[1],0.413608603640863,0.132705976335491,0.156413161593167,0.412198328434345,0.670772075572719
PNU,PNU-L1-LN,beta_inc[2],0.917253954366777,0.177962811244807,0.567596970290536,0.920349105357147,1.26144292307316
PNU,PNU-L1-LN,beta_inc[3],0.613594851512753,0.192434757334513,0.231227698080051,0.614688178764173,0.984591248673895
PNU,PNU-L1-LN,beta_inc[4],0.415376519522745,0.271994669442313,-0.11031813879183,0.414455239989111,0.941343404161166
PNU,PNU-L1-LN,beta_inc[5],0.0750516755433241,0.301693804408669,-0.518185943322735,0.0745617305347922,0.676695478242517
PNU,PNU-L1-LN,delta0,8.97293090133401,1.11264265316065,7.3239195756839,8.80595617602651,11.7129078951282
PNU,PNU-L1-LN,gamma0,0.292704975677168,1.04360935726406,-1.49197781148979,0.229559482454989,2.39810367616722
PNU,PNU-L1-LN,gamma_lat[1],0.33058486978019,0.726582601394187,-1.13832056628069,0.354106132156415,1.73014605924966
PNU,PNU-L1-LN,gamma_lat[2],0.673006294856415,0.709637317207397,-0.71749733190846,0.67211995292433,2.07436977585838
PNU,PNU-L1-LN,gamma_lat[3],-0.29105475614654,0.89919217910066,-2.02559710206762,-0.291078971877397,1.47283843397009
PNU,PNU-L1-LN,log_sigma_LN,0.753322237838376,0.268552827140014,0.223429582689698,0.751835440371146,1.273157741893
