dataset,model_id,parameter,mean,sd,rhat,ess_bulk,ess_tail
merged,MERGED-L1S0-E,gamma0,0.762424768326339,0.507625599701751,1.0024794760656,1795.66251305169,1422.84250363671
merged,MERGED-L1S0-E,gamma_lat[1],-0.238503188193515,0.343022719502985,1.00030214120028,3456.12804367792,2696.55394803454
merged,MERGED-L1S0-E,gamma_lat[2],0.675024451521757,0.391362034000509,1.00025332309374,2790.52494281824,2951.803720712
merged,MERGED-L1S0-E,gamma_lat[3],-0.140844838734867,0.502408075331097,1.00015029401734,3269.35512477176,2777.60517267781
merged,MERGED-L1S0-LL,beta_inc[1],0.429249974716392,0.135105337493051,0.999542329568378,4707.04473199286,2963.70826939606
merged,MERGED-L1S0-LL,beta_inc[2],0.883381534179949,0.173386953600793,1.00249980672462,4130.52669271607,2651.63857731462
merged,MERGED-L1S0-LL,beta_inc[3],0.598492271504676,0.187061942866309,1.00024700568652,4090.92895157601,3059.77196581927
merged,MERGED-L1S0-LL,beta_inc[4],0.398865648852863,0.282685743474524,1.0005876722927,4071.92776402427,3221.9811022771
merged,MERGED-L1S0-LL,beta_inc[5],0.0752279890537035,0.294672947211754,1.00049407705765,4196.41315059153,2937.24305434246
merged,MERGED-L1S0-LL,delta0,10.3079593470672,1.15289630225943,1.0003095054035,1894.12248263538,1855.86583829695
merged,MERGED-L1S0-LL,gamma0,2.18652592868207,0.723570484256565,1.0000819998537,1814.76660707432,2227.92439962992
merged,MERGED-L1S0-LL,gamma_lat[1],-0.189257440364194,0.522307521950461,0.999978034891781,3165.9554280457,2836.82862194044
merged,MERGED-L1S0-LL,gamma_lat[2],0.598296205968983,0.492029839374208,1.000363764449,2953.6653441372,2671.40993425225
merged,MERGED-L1S0-LL,gamma_lat[3],-0.289254821725843,0.634593068550829,1.00094672508336,3156.27079004969,2556.76916944513
merged,MERGED-L1S0-LL,psi_LL,0.324791630332785,0.133980961350199,1.00025693640338,2717.85180132044,3167.05104618181
merged,MERGED-L1S0-LN,beta_inc[1],0.429784725446884,0.131161521199837,1.00033123346302,5405.8711228828,3186.29725544629
merged,MERGED-L1S0-LN,beta_inc[2],0.890741871252095,0.176374610227387,1.00196337527714,4222.97876135568,2484.56736022797
merged,MERGED-L1S0-LN,beta_inc[3],0.603555841920318,0.189808182000801,1.0006318962317,4581.02271989353,2976.33466421137
merged,MERGED-L1S0-LN,beta_inc[4],0.401346356177312,0.284615775951447,1.00015015178951,4794.22313886076,2943.1751617591
merged,MERGED-L1S0-LN,beta_inc[5],0.0827138980353357,0.296574210528095,1.00161099478589,4965.7546695944,2962.95959445144
merged,MERGED-L1S0-LN,delta0,10.3098081036061,1.13637353321162,1.00253765939565,2202.19995665422,1993.82488079178
merged,MERGED-L1S0-LN,gamma0,2.34683833892249,0.765838338022314,1.00266887949932,2044.86226085376,2598.89073634853
merged,MERGED-L1S0-LN,gamma_lat[1],-0.083571627127408,0.54474733458661,1.00060864441262,4035.76410384295,3072.78629196592
merged,MERGED-L1S0-LN,gamma_lat[2],0.648411753348993,0.484572208138461,1.0019560504901,3728.93381129013,2969.04343183877
merged,MERGED-L1S0-LN,gamma_lat[3],-0.281784072098774,0.674124322625666,1.00106126116112,3744.71444127829,2790.1822667112
merged,MERGED-L1S0-LN,log_sigma_LN,0.954955103446922,0.129094653419632,1.00138147210612,2844.54010353257,2650.43455230202
merged,MERGED-L1S0-W,beta_inc[1],0.431661204813729,0.130271783966023,1.00144725268174,4080.78531802877,2900.00301088863
merged,MERGED-L1S0-W,beta_inc[2],0.8788554545078,0.177582129949857,0.999980995595857,4158.83877828799,3010.34526574
merged,MERGED-L1S0-W,beta_inc[3],0.603495040651636,0.190565178899018,1.00110058585412,3997.21728403559,2941.97886710316
merged,MERGED-L1S0-W,beta_inc[4],0.386110264664461,0.289774914886678,1.00041940546239,3362.85949442737,2934.56569831565
merged,MERGED-L1S0-W,beta_inc[5],0.0793937821113653,0.30088151687107,1.00130670665794,3841.29717558189,2721.04149480071
