dataset,model_id,horizon_year,horizon_support_label,observed_km_risk,posterior_mean_risk,posterior_q025_risk,posterior_q975_risk,absolute_difference,gross_contradiction_flag,support_priority,cohort_reporting_status,cohort_reporting_note,admissible_flag,admissibility_reasons,screening_flag,screening_detail,fit_reused_flag
SNU,SNU-L0-E,1,primary-supported,0.072754024618998,0.0603029981048956,0.0403565665028061,0.0876359132989695,0.0124510265141024,FALSE,1,reported,Primary-supported horizon.,TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L0-E,2,primary-supported,0.121529108288135,0.111714319235973,0.078249531077109,0.153512478330312,0.00981478905216125,FALSE,1,reported,Primary-supported horizon.,TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L0-E,3,secondary,0.168970732405454,0.156163781501927,0.11408834899758,0.205681127265916,0.0128069509035271,FALSE,2,reported,Secondary-support horizon.,TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L0-E,4,secondary,0.183430032848949,0.195009373907932,0.144646681043591,0.24778685742667,0.011579341058983,FALSE,2,reported,Secondary-support horizon.,TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L0-E,5,secondary,0.210810090919103,0.229250454517894,0.168044792652774,0.288980768271613,0.0184403635987916,FALSE,2,reported,Secondary-support horizon.,TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L0-E,6,projection,0.247208786935412,0.259646405571857,0.192084883563874,0.327474287775138,0.0124376186364446,FALSE,3,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.",TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L0-E,7,projection,0.247208786935412,0.286788722815076,0.210370003476346,0.363991887887202,0.0395799358796639,FALSE,3,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.",TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L0-E,8,projection,0.326449967258001,0.311147481117191,0.222389132733485,0.399137272962991,0.0153024861408093,FALSE,3,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.",TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L0-E,9,projection,0.326449967258001,0.333102590338423,0.233156811052023,0.431405239052549,0.00665262308042286,FALSE,3,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.",TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L0-E,10,projection,0.326449967258001,0.352965522429576,0.237853641267774,0.460662729198304,0.0265155551715756,FALSE,3,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.",TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L0-LL,1,primary-supported,0.072754024618998,0.0832581914777788,0.0529111563222414,0.12345386739152,0.0105041668587808,FALSE,1,reported,Primary-supported horizon.,TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L0-LL,2,primary-supported,0.121529108288135,0.130792899515696,0.0920999373495495,0.176340262806869,0.0092637912275616,FALSE,1,reported,Primary-supported horizon.,TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L0-LL,3,secondary,0.168970732405454,0.167429200290856,0.123962491395819,0.219458721558727,0.00154153211459834,FALSE,2,reported,Secondary-support horizon.,TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L0-LL,4,secondary,0.183430032848949,0.197545681082469,0.14758435841228,0.253463883247712,0.0141156482335196,FALSE,2,reported,Secondary-support horizon.,TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L0-LL,5,secondary,0.210810090919103,0.223163509629892,0.165860657467626,0.283919823626844,0.0123534187107898,FALSE,2,reported,Secondary-support horizon.,TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L0-LL,6,projection,0.247208786935412,0.245441988289663,0.182666476763784,0.310653631073848,0.00176679864574952,FALSE,3,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.",TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L0-LL,7,projection,0.247208786935412,0.265125626725615,0.19722797917765,0.337280546951529,0.017916839790203,FALSE,3,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.",TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L0-LL,8,projection,0.326449967258001,0.282727687134211,0.210277434109344,0.361296070828084,0.0437222801237891,FALSE,3,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.",TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L0-LL,9,projection,0.326449967258001,0.298619854484155,0.22222381133494,0.383167855483852,0.0278301127738455,FALSE,3,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.",TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L0-LL,10,projection,0.326449967258001,0.313081267798766,0.232836718284745,0.402579203770993,0.0133686994592346,FALSE,3,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.",TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L0-LN,1,primary-supported,0.072754024618998,0.0892533143982197,0.0596417150664804,0.125424760951555,0.0164992897792217,FALSE,1,reported,Primary-supported horizon.,TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L0-LN,2,primary-supported,0.121529108288135,0.137043207718292,0.0982738719256807,0.183028511342075,0.0155140994301575,FALSE,1,reported,Primary-supported horizon.,TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L0-LN,3,secondary,0.168970732405454,0.17138757387879,0.126211326447161,0.222755703136436,0.00241684147333551,FALSE,2,reported,Secondary-support horizon.,TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L0-LN,4,secondary,0.183430032848949,0.198453753278835,0.147543669655646,0.258970655475696,0.0150237204298856,FALSE,2,reported,Secondary-support horizon.,TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L0-LN,5,secondary,0.210810090919103,0.220855139555508,0.166418745577135,0.286988395064823,0.0100450486364055,FALSE,2,reported,Secondary-support horizon.,TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L0-LN,6,projection,0.247208786935412,0.239980356331749,0.182212652291612,0.313054428242955,0.00722843060366329,FALSE,3,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.",TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L0-LN,7,projection,0.247208786935412,0.256666015052132,0.19418399608491,0.334182679141911,0.00945722811671962,FALSE,3,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.",TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L0-LN,8,projection,0.326449967258001,0.27145904542991,0.203875955940245,0.353349537228834,0.0549909218280907,FALSE,3,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.",TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L0-LN,9,projection,0.326449967258001,0.284738305514266,0.212300433621583,0.36915503390523,0.0417116617437344,FALSE,3,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.",TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L0-LN,10,projection,0.326449967258001,0.29677786512675,0.220835109394987,0.383922750273841,0.0296721021312504,FALSE,3,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.",TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L0-W,1,primary-supported,0.072754024618998,0.0814573832839472,0.0486941000992836,0.120625393714412,0.00870335866494913,FALSE,1,reported,Primary-supported horizon.,TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L0-W,2,primary-supported,0.121529108288135,0.127479887492937,0.0857545818285226,0.17255824264178,0.00595077920480241,FALSE,1,reported,Primary-supported horizon.,TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L0-W,3,secondary,0.168970732405454,0.164275027482851,0.118746173353241,0.214441071343853,0.00469570492260352,FALSE,2,reported,Secondary-support horizon.,TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L0-W,4,secondary,0.183430032848949,0.195565154451381,0.14626784830843,0.255520824064683,0.0121351216024323,FALSE,2,reported,Secondary-support horizon.,TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L0-W,5,secondary,0.210810090919103,0.222985640534236,0.168271889400533,0.289264356725271,0.0121755496151333,FALSE,2,reported,Secondary-support horizon.,TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L0-W,6,projection,0.247208786935412,0.247458590105991,0.185187578831168,0.322274214524317,2.49803170579016e-4,FALSE,3,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.",TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L0-W,7,projection,0.247208786935412,0.26957585268855,0.200256669267999,0.351543156618096,0.0223670657531379,FALSE,3,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.",TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L0-W,8,projection,0.326449967258001,0.289749084588778,0.213778433761368,0.379399566290824,0.0367008826692227,FALSE,3,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.",TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L0-W,9,projection,0.326449967258001,0.30828073445738,0.226045308976622,0.404942618584603,0.0181692328006203,FALSE,3,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.",TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L0-W,10,projection,0.326449967258001,0.325402021508525,0.237246273423456,0.429680501236465,0.0010479457494752,FALSE,3,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.",TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L1-E,1,primary-supported,0.072754024618998,0.0599501427008126,0.041930014333321,0.0963713844663744,0.0128038819181854,FALSE,1,reported,Primary-supported horizon.,TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L1-E,2,primary-supported,0.121529108288135,0.111114230670515,0.0797358024741036,0.159438325359514,0.0104148776176199,FALSE,1,reported,Primary-supported horizon.,TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L1-E,3,secondary,0.168970732405454,0.155500413940211,0.114009581858623,0.210662411212578,0.013470318465243,FALSE,2,reported,Secondary-support horizon.,TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L1-E,4,secondary,0.183430032848949,0.194451724466369,0.14558025044546,0.252751829545477,0.01102169161742,FALSE,2,reported,Secondary-support horizon.,TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L1-E,5,secondary,0.210810090919103,0.228934952148118,0.172221082958166,0.289421587390081,0.0181248612290155,FALSE,2,reported,Secondary-support horizon.,TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L1-E,6,projection,0.247208786935412,0.259676887987132,0.194994962499323,0.329193253204488,0.0124681010517193,FALSE,3,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.",TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L1-E,7,projection,0.247208786935412,0.287241004492153,0.208865718941478,0.360974020369615,0.0400322175567411,FALSE,3,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.",TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L1-E,8,projection,0.326449967258001,0.312074661954633,0.220574264477306,0.397007129336715,0.0143753053033674,FALSE,3,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.",TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L1-E,9,projection,0.326449967258001,0.334539889203331,0.231106053560878,0.43216143065989,0.00808992194533087,FALSE,3,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.",TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L1-E,10,projection,0.326449967258001,0.354934317993503,0.23475644710013,0.464420306737599,0.0284843507355021,FALSE,3,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.",TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L1-LL,1,primary-supported,0.072754024618998,0.084046046925241,0.0561512867751469,0.118921847377315,0.0112920223062429,FALSE,1,reported,Primary-supported horizon.,TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L1-LL,2,primary-supported,0.121529108288135,0.131133051340487,0.0977478955638634,0.171370326080172,0.0096039430523526,FALSE,1,reported,Primary-supported horizon.,TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L1-LL,3,secondary,0.168970732405454,0.167199984984926,0.126241964205896,0.212990099039085,0.00177074742052796,FALSE,2,reported,Secondary-support horizon.,TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L1-LL,4,secondary,0.183430032848949,0.196746522936771,0.15063772932475,0.244590133483302,0.013316490087822,FALSE,2,reported,Secondary-support horizon.,TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L1-LL,5,secondary,0.210810090919103,0.221828374970834,0.172011709783013,0.274891516565621,0.0110182840517317,FALSE,2,reported,Secondary-support horizon.,TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L1-LL,6,projection,0.247208786935412,0.243614554674779,0.188489097302662,0.300667355363656,0.00359423226063346,FALSE,3,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.",TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L1-LL,7,projection,0.247208786935412,0.262850482969493,0.204228780684112,0.325758036556278,0.0156416960340804,FALSE,3,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.",TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L1-LL,8,projection,0.326449967258001,0.280047031871922,0.215500209990351,0.347588552987766,0.046402935386079,FALSE,3,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.",TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L1-LL,9,projection,0.326449967258001,0.295572351935482,0.227133806802775,0.36615864093976,0.0308776153225185,FALSE,3,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.",TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L1-LL,10,projection,0.326449967258001,0.309701806476567,0.238456300492536,0.384664462494378,0.0167481607814332,FALSE,3,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.",TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L1-LN,1,primary-supported,0.072754024618998,0.0875786860740967,0.0590421109033325,0.121730763448347,0.0148246614550986,FALSE,1,reported,Primary-supported horizon.,TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L1-LN,2,primary-supported,0.121529108288135,0.1351459834928,0.0956156669315436,0.17915816653295,0.0136168752046653,FALSE,1,reported,Primary-supported horizon.,TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L1-LN,3,secondary,0.168970732405454,0.16947192454462,0.122821190777183,0.217976497742617,5.01192139165274e-4,FALSE,2,reported,Secondary-support horizon.,TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L1-LN,4,secondary,0.183430032848949,0.196596343820138,0.143885519672495,0.251321676276779,0.0131663109711884,FALSE,2,reported,Secondary-support horizon.,TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L1-LN,5,secondary,0.210810090919103,0.219090958044933,0.161820838175087,0.279240447722503,0.00828086712583007,FALSE,2,reported,Secondary-support horizon.,TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L1-LN,6,projection,0.247208786935412,0.238326477643119,0.176737852804368,0.302027204194193,0.00888230929229325,FALSE,3,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.",TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L1-LN,7,projection,0.247208786935412,0.255130648725915,0.189915834815438,0.323496433339676,0.00792186179050258,FALSE,3,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.",TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L1-LN,8,projection,0.326449967258001,0.270045627182706,0.201230393375005,0.341254359677541,0.056404340075295,FALSE,3,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.",TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L1-LN,9,projection,0.326449967258001,0.283447562034946,0.210674536873159,0.359634929291862,0.0430024052230548,FALSE,3,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.",TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L1-LN,10,projection,0.326449967258001,0.295608938312637,0.219997003275596,0.37644118662238,0.0308410289453633,FALSE,3,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.",TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L1-W,1,primary-supported,0.072754024618998,0.0822609812358216,0.0548913063733664,0.118562542046204,0.00950695661682359,FALSE,1,reported,Primary-supported horizon.,TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L1-W,2,primary-supported,0.121529108288135,0.127779847995136,0.09365712396363,0.169747906216342,0.00625073970700152,FALSE,1,reported,Primary-supported horizon.,TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L1-W,3,secondary,0.168970732405454,0.163916571364342,0.121325509307144,0.216644151960051,0.00505416104111187,FALSE,2,reported,Secondary-support horizon.,TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L1-W,4,secondary,0.183430032848949,0.194529688081377,0.145921451487477,0.252606239217751,0.0110996552324283,FALSE,2,reported,Secondary-support horizon.,TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L1-W,5,secondary,0.210810090919103,0.221297381261751,0.166477511374917,0.282164420664163,0.0104872903426485,FALSE,2,reported,Secondary-support horizon.,TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L1-W,6,projection,0.247208786935412,0.24515721588772801,0.185684302377262,0.312898529639809,0.00205157104768439,FALSE,3,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.",TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L1-W,7,projection,0.247208786935412,0.266706078514084,0.203332180975966,0.340553761166887,0.0194972915786714,FALSE,3,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.",TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L1-W,8,projection,0.326449967258001,0.286356193630708,0.217383305708186,0.368747743901449,0.0400937736272925,FALSE,3,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.",TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L1-W,9,projection,0.326449967258001,0.304408578082408,0.231558888737897,0.394743882686642,0.0220413891755922,FALSE,3,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.",TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
SNU,SNU-L1-W,10,projection,0.326449967258001,0.321092146506255,0.243594259314397,0.417082386448495,0.00535782075174562,FALSE,3,reported_with_projection_caution,"Projection horizon. Cohort-level posterior trajectories are reported, but primary interpretation should remain anchored to supported horizons.",TRUE,NA,equivocal,stage6_single_cohort:equivocal,TRUE
