dataset,model_id,metric,horizon_year,mean__main,q025__main,q975__main,mean__wider_latency,q025__wider_latency,q975__wider_latency,delta_mean_wider_minus_main,prior_degenerate_flag__main,prior_tail_warning_flag__main,prior_degenerate_flag__wider_latency,prior_tail_warning_flag__wider_latency,prior_tail_warning_flag_any
merged,MERGED-Isite-L1S1-E,cohort_mean_cure_probability,NA,0.978122794964897,0.735403675884758,0.99999972964623,0.980502089290112,0.780103626918926,0.999999568379532,0.002379294325214998,FALSE,FALSE,FALSE,FALSE,FALSE
merged,MERGED-Isite-L1S1-E,cohort_mean_risk,1,0.0149662327438178,4.86499397457365e-8,0.177240065174751,0.0123414665734364,6.864712508688591e-9,0.110255638707806,-0.0026247661703814006,FALSE,FALSE,FALSE,FALSE,FALSE
merged,MERGED-Isite-L1S1-E,cohort_mean_risk,2,0.0162190029424686,8.83630859630201e-8,0.186897040378743,0.0131414527088526,1.37256615437901e-8,0.122839585236476,-0.003077550233616,FALSE,FALSE,FALSE,FALSE,FALSE
merged,MERGED-Isite-L1S1-E,cohort_mean_risk,5,0.0175810806638814,1.31310214044425e-7,0.188186870490728,0.0140321796675799,3.39310573139053e-8,0.13733699669663,-0.0035489009963015003,FALSE,FALSE,FALSE,FALSE,FALSE
merged,MERGED-Isite-L1S1-E,cohort_mean_risk,10,0.0185853016179571,1.32072492179059e-7,0.234403518883502,0.0147637901554988,5.65809982821354e-8,0.139868292580476,-0.0038215114624583005,FALSE,FALSE,FALSE,FALSE,FALSE
merged,MERGED-Isite-L1S1-E,cohort_mean_susceptible_probability,NA,0.0218772050351027,2.70353769780373e-7,0.26459632411524,0.0194979107098879,4.31620467260421e-7,0.219896373081073,-0.0023792943252148,FALSE,FALSE,FALSE,FALSE,FALSE
merged,MERGED-Isite-L1S1-E,cohort_median_susceptible_time,NA,31.7922715730112,0.00583606569790366,229.143434409737,627.877582823202,6.672678310564e-4,3511.66869428267,596.0853112501908,FALSE,TRUE,FALSE,TRUE,TRUE
merged,MERGED-Isite-L1S1-LL,LNTF,NA,0.98973858223352,0.897258900873302,0.999999726354743,0.982077476422425,0.814010186511599,0.999999768422726,-0.007661105811094915,FALSE,FALSE,FALSE,FALSE,FALSE
merged,MERGED-Isite-L1S1-LL,cohort_mean_cure_probability,NA,0.98973858223352,0.897258900873302,0.999999726354743,0.982077476422425,0.814010186511599,0.999999768422726,-0.007661105811094915,FALSE,FALSE,FALSE,FALSE,FALSE
merged,MERGED-Isite-L1S1-LL,cohort_mean_risk,1,0.00565606173016379,5.24911733778009e-9,0.0717811021853971,0.00960472844796492,7.32882785417606e-13,0.0793934194828676,0.00394866671780113,FALSE,FALSE,FALSE,FALSE,FALSE
merged,MERGED-Isite-L1S1-LL,cohort_mean_risk,2,0.00638813495038694,2.26301451487935e-8,0.0743507618669701,0.0101571897026589,1.4521125237369001e-11,0.0831036850318815,0.00376905475227196,FALSE,FALSE,FALSE,FALSE,FALSE
merged,MERGED-Isite-L1S1-LL,cohort_mean_risk,5,0.0072240721373751,8.59162665442504e-8,0.0867850690160277,0.0109448658696352,2.19609907580958e-10,0.0922304553833053,0.0037207937322601007,FALSE,FALSE,FALSE,FALSE,FALSE
