dataset,model_id,metric,horizon_year,prior_set,mean,q025,q50,q975,prior_degenerate_flag,sd,prior_tail_warning_flag,prior_tail_warning_detail
merged,MERGED-Isite-L0S1-E,cohort_mean_risk,1,wider_latency,0.00923859281592525,1.84330006469012e-8,4.69169521316709e-5,0.052259396602309,FALSE,0.05950929094617044,FALSE,NA
merged,MERGED-Isite-L0S1-E,cohort_mean_risk,2,wider_latency,0.00995978305024499,3.10114480158575e-8,5.69602865297229e-5,0.0564644449975892,FALSE,0.06197613004092378,FALSE,NA
merged,MERGED-Isite-L0S1-E,cohort_mean_risk,5,wider_latency,0.0107462132056705,5.32339390994075e-8,6.88303023753298e-5,0.057357308068968,FALSE,0.06402978874588973,FALSE,NA
merged,MERGED-Isite-L0S1-E,cohort_mean_risk,10,wider_latency,0.0112266298893428,7.15596453215537e-8,8.0257056215592e-5,0.0576751446098963,FALSE,0.0650372787811435,FALSE,NA
merged,MERGED-Isite-L0S1-E,cohort_mean_susceptible_probability,NA,main,0.0130370249987671,2.89428731273133e-7,2.00626457717358e-4,0.122886086920509,FALSE,0.05868072782007321,FALSE,NA
merged,MERGED-Isite-L0S1-E,cohort_mean_susceptible_probability,NA,wider_latency,0.0136506160627104,2.75004289884362e-7,1.56498604540981e-4,0.115023778289631,FALSE,0.06916026828850819,FALSE,NA
merged,MERGED-Isite-L0S1-E,cohort_median_susceptible_time,NA,main,67.959184050309,0.00510582564906441,1.00952267072124,294.067922011892,FALSE,720.469744868364,TRUE,Prior-predictive cohort median susceptible time q975 exceeds 200 years.
merged,MERGED-Isite-L0S1-E,cohort_median_susceptible_time,NA,wider_latency,155.143770465339,3.93736964713904e-4,0.642742369816657,976.031026745482,FALSE,1577.3617697764228,TRUE,Prior-predictive cohort median susceptible time is very long (mean > 100 years and q975 > 200 years).
merged,MERGED-Isite-L0S1-LL,LNTF,NA,main,0.984026964711699,0.804316080540583,0.999832050802842,0.999999902581072,FALSE,0.06399372780000748,FALSE,NA
merged,MERGED-Isite-L0S1-LL,LNTF,NA,wider_latency,0.984390874694717,0.843324407761378,0.999849594645069,0.999999810698629,FALSE,0.07709670641018888,FALSE,NA
merged,MERGED-Isite-L0S1-LL,cohort_mean_cure_probability,NA,main,0.984026964711699,0.804316080540583,0.999832050802842,0.999999902581072,FALSE,0.06399372780000748,FALSE,NA
merged,MERGED-Isite-L0S1-LL,cohort_mean_cure_probability,NA,wider_latency,0.984390874694717,0.843324407761378,0.999849594645069,0.999999810698629,FALSE,0.07709670641018888,FALSE,NA
merged,MERGED-Isite-L0S1-LL,cohort_mean_risk,1,main,0.00803189115548054,4.785154025248401e-10,6.89283206198052e-5,0.0959084604808267,FALSE,0.03052914130995899,FALSE,NA
merged,MERGED-Isite-L0S1-LL,cohort_mean_risk,2,main,0.00943260452598271,5.30416520577217e-9,8.38367688876617e-5,0.121294874888391,FALSE,0.03548210034552677,FALSE,NA
merged,MERGED-Isite-L0S1-LL,cohort_mean_risk,5,main,0.010921963177126,2.81924041333466e-8,9.84159968056165e-5,0.148707175579025,FALSE,0.04087215640260497,FALSE,NA
merged,MERGED-Isite-L0S1-LL,cohort_mean_risk,10,main,0.0117881774943228,3.9236070984339e-8,1.13736986873017e-4,0.156163612135315,FALSE,0.04357798487333002,FALSE,NA
merged,MERGED-Isite-L0S1-LL,cohort_mean_risk,1,wider_latency,0.00656120897826164,1.36601312322695e-12,4.66011463035215e-5,0.0468395386694258,FALSE,0.03693409361514437,FALSE,NA
merged,MERGED-Isite-L0S1-LL,cohort_mean_risk,2,wider_latency,0.00734546193282953,1.58554690327064e-10,5.79896005357668e-5,0.0680701570880913,FALSE,0.03953772006689705,FALSE,NA
merged,MERGED-Isite-L0S1-LL,cohort_mean_risk,5,wider_latency,0.00832021827092633,5.931690258992611e-9,7.13495519456557e-5,0.0840652553743279,FALSE,0.04286016664561287,FALSE,NA
