dataset,analysis_view,source_block,model_name,formula_rhs,horizon_year,window_year,result_type,site_counterfactual,contrast_direction,interval_label,estimate,conf_low,conf_high,n_risk,max_followup_years,available_within_observed_followup,bootstrap_success,bootstrap_iterations,bootstrap_success_rate,bootstrap_instability_flag,bootstrap_note,estimable_flag,availability_note,support_issue_reason,analysis_subject_n_total,analysis_transition_events_total,at_risk_subject_n_total,transition_events_total,pnu_event_n,snu_event_n,support_label,support_priority,primary_supported_flag,common_restricted_window_flag,support_basis,reported_estimate_suppressed_flag,output_label,reporting_status,plotting_status,plot_inclusion_flag,reporting_note
PNU,site_free_observed,observed_km,KM,NA,5,NA,observed_risk,NA,NA,NA,NA,NA,NA,NA,2.6694045174537986,FALSE,NA,NA,NA,NA,NA,FALSE,beyond_max_observed_followup,beyond_max_observed_followup,54,12,NA,NA,NA,NA,projection,projection,FALSE,FALSE,site_specific_observed_followup,TRUE,late_horizon_tail_contrast,suppressed,suppressed,FALSE,beyond_max_observed_followup
SNU,site_free_observed,observed_km,KM,NA,5,NA,observed_risk,NA,NA,NA,0.21081009091910252,0.1431277215223351,0.2731463857114972,64,10.105407255304586,TRUE,NA,NA,NA,NA,NA,TRUE,within_observed_followup,NA,208,38,64,34,NA,34,secondary,secondary,FALSE,FALSE,site_specific_observed_followup,FALSE,late_horizon_tail_contrast,reported,stable,TRUE,within_observed_followup
merged,site_free_observed,observed_km,KM,NA,5,NA,observed_risk,NA,NA,NA,0.23913366657677004,0.17276351151345049,0.30017886614738865,64,10.105407255304586,TRUE,NA,NA,NA,NA,NA,TRUE,within_observed_followup,NA,262,50,64,46,NA,NA,secondary,secondary,FALSE,FALSE,merged_pooled_observed_support,FALSE,late_horizon_tail_contrast,reported,stable,TRUE,within_observed_followup
PNU,site_free_observed,observed_km,KM,NA,10,NA,observed_risk,NA,NA,NA,NA,NA,NA,NA,2.6694045174537986,FALSE,NA,NA,NA,NA,NA,FALSE,beyond_max_observed_followup,beyond_max_observed_followup,54,12,NA,NA,NA,NA,projection,projection,FALSE,FALSE,site_specific_observed_followup,TRUE,late_horizon_tail_contrast,suppressed,suppressed,FALSE,beyond_max_observed_followup
SNU,site_free_observed,observed_km,KM,NA,10,NA,observed_risk,NA,NA,NA,0.3264499672580006,0.18788444307466945,0.44137303769386993,1,10.105407255304586,TRUE,NA,NA,NA,NA,NA,TRUE,within_observed_followup,NA,208,38,1,38,NA,38,projection,projection,FALSE,FALSE,site_specific_observed_followup,FALSE,late_horizon_tail_contrast,reported,stable,TRUE,within_observed_followup
merged,site_free_observed,observed_km,KM,NA,10,NA,observed_risk,NA,NA,NA,0.3506232937185608,0.21656234660101548,0.46174388627939145,1,10.105407255304586,TRUE,NA,NA,NA,NA,NA,TRUE,within_observed_followup,NA,262,50,1,50,NA,NA,projection,projection,FALSE,FALSE,merged_pooled_observed_support,FALSE,late_horizon_tail_contrast,reported,stable,TRUE,within_observed_followup
merged,site_adjusted,merged_piecewise_cox,piecewise_site_added,age_s + sex_num,NA,NA,hazard_ratio,NA,SNU_vs_PNU,>2,NA,NA,NA,NA,10.105407255304586,TRUE,NA,NA,NA,NA,NA,FALSE,zero_or_sparse_site_events;site_subjects_below_5,zero_or_sparse_site_events;site_subjects_below_5,262,50,135,16,0,16,projection,projection,FALSE,FALSE,merged_piecewise_interval_support,TRUE,late_horizon_tail_contrast,suppressed,suppressed,FALSE,zero_or_sparse_site_events;site_subjects_below_5
merged,site_adjusted,merged_piecewise_cox,piecewise_site_interaction,age_s + sex_num + age_s:sex_num,NA,NA,hazard_ratio,NA,SNU_vs_PNU,>2,NA,NA,NA,NA,10.105407255304586,TRUE,NA,NA,NA,NA,NA,FALSE,zero_or_sparse_site_events;site_subjects_below_5,zero_or_sparse_site_events;site_subjects_below_5,262,50,135,16,0,16,projection,projection,FALSE,FALSE,merged_piecewise_interval_support,TRUE,late_horizon_tail_contrast,suppressed,suppressed,FALSE,zero_or_sparse_site_events;site_subjects_below_5
merged,site_comparison_unadjusted,merged_piecewise_cox,piecewise_unadjusted,NA,NA,NA,hazard_ratio,NA,SNU_vs_PNU,>2,NA,NA,NA,NA,10.105407255304586,TRUE,NA,NA,NA,NA,NA,FALSE,zero_or_sparse_site_events;site_subjects_below_5,zero_or_sparse_site_events;site_subjects_below_5,262,50,135,16,0,16,projection,projection,FALSE,FALSE,merged_piecewise_interval_support,TRUE,late_horizon_tail_contrast,suppressed,suppressed,FALSE,zero_or_sparse_site_events;site_subjects_below_5
