dataset,comparison_scope,comparison_family,comparison_id,prediction_level,model_class,model_family,formula_id,formula_name,formula_label,site_branch,interaction_branch,benchmark_core_id,benchmark_label,assignment_variable,sensitivity_method,horizon_id,horizon_year,horizon_days,interpretation_tier,primary_supported_flag,interpretation_note,horizon_support_label,supported_for_reporting,projection_flag,reporting_status,main_model_family,main_variant_id,main_variant_label,main_risk_estimator,sensitivity_model_family,sensitivity_variant_id,sensitivity_variant_label,sensitivity_risk_estimator,n_subjects,mean_main_transition_risk,mean_sensitivity_transition_risk,mean_sensitivity_remission_risk,mean_sensitivity_eventfree_prob,mean_risk_difference_signed,mean_risk_difference_absolute,median_risk_difference_absolute,max_risk_difference_absolute,main_remission_component_available,main_eventfree_component_available,main_component_mode,main_component_note,sensitivity_remission_component_available,sensitivity_eventfree_component_available,sensitivity_component_mode,sensitivity_component_note
merged,cause_specific_formula,cause_specific,merged__base,individualized,Stage9_cause_specific,cause_specific,merged__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,cause_specific_cox,year_8,8,2922,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,CoxPH,merged__base__cox_main_mirror,Main censoring mirror: Base,CoxPH_main_mirror,CauseSpecificCox,merged__base__cause_specific,Cause-specific sensitivity: Base,CauseSpecificCox,262,0.35661924825965946,0.33356972015400593,0.07495645753193232,0.5914738223140618,-0.023049528105653534,0.023049528105653534,0.012641640557015804,0.3247532811716817,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available
merged,cause_specific_formula,cause_specific,merged__base,individualized,Stage9_cause_specific,cause_specific,merged__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,cause_specific_cox,year_9,9,3287.25,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,CoxPH,merged__base__cox_main_mirror,Main censoring mirror: Base,CoxPH_main_mirror,CauseSpecificCox,merged__base__cause_specific,Cause-specific sensitivity: Base,CauseSpecificCox,262,0.35661924825965946,0.33356972015400593,0.07495645753193232,0.5914738223140618,-0.023049528105653534,0.023049528105653534,0.012641640557015804,0.3247532811716817,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available
merged,cause_specific_formula,cause_specific,merged__base,individualized,Stage9_cause_specific,cause_specific,merged__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,cause_specific_cox,year_10,10,3652.5,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,CoxPH,merged__base__cox_main_mirror,Main censoring mirror: Base,CoxPH_main_mirror,CauseSpecificCox,merged__base__cause_specific,Cause-specific sensitivity: Base,CauseSpecificCox,262,0.35661924825965946,0.33356972015400593,0.07495645753193232,0.5914738223140618,-0.023049528105653534,0.023049528105653534,0.012641640557015804,0.3247532811716817,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available
merged,cause_specific_formula,cause_specific,merged__interaction,individualized,Stage9_cause_specific,cause_specific,merged__interaction,interaction,Interaction,site_free,age_sex_interaction,NA,NA,individualized_prediction,cause_specific_cox,year_1,1,365.25,primary-supported,TRUE,Common comparison horizon retained for cross-model comparability.,primary_supported,TRUE,FALSE,supported,CoxPH,merged__interaction__cox_main_mirror,Main censoring mirror: Interaction,CoxPH_main_mirror,CauseSpecificCox,merged__interaction__cause_specific,Cause-specific sensitivity: Interaction,CauseSpecificCox,262,0.09200183807789941,0.0916952245427279,0.014360172492749857,0.8939446029645223,-3.06613535171506e-4,3.06613535171506e-4,1.4775382158074835e-4,0.006485177102400819,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available
merged,cause_specific_formula,cause_specific,merged__interaction,individualized,Stage9_cause_specific,cause_specific,merged__interaction,interaction,Interaction,site_free,age_sex_interaction,NA,NA,individualized_prediction,cause_specific_cox,year_2,2,730.5,primary-supported,TRUE,Common comparison horizon retained for cross-model comparability.,primary_supported,TRUE,FALSE,supported,CoxPH,merged__interaction__cox_main_mirror,Main censoring mirror: Interaction,CoxPH_main_mirror,CauseSpecificCox,merged__interaction__cause_specific,Cause-specific sensitivity: Interaction,CauseSpecificCox,262,0.15540282839031155,0.1526376904383518,0.06845822450392741,0.7789040850577208,-0.0027651379519597497,0.0027651379519597497,0.0014048231751861845,0.04948331693380373,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available
merged,cause_specific_formula,cause_specific,merged__interaction,individualized,Stage9_cause_specific,cause_specific,merged__interaction,interaction,Interaction,site_free,age_sex_interaction,NA,NA,individualized_prediction,cause_specific_cox,year_3,3,1095.75,secondary,FALSE,Common comparison horizon retained for cross-model comparability.,secondary,TRUE,FALSE,supported,CoxPH,merged__interaction__cox_main_mirror,Main censoring mirror: Interaction,CoxPH_main_mirror,CauseSpecificCox,merged__interaction__cause_specific,Cause-specific sensitivity: Interaction,CauseSpecificCox,262,0.2025088555206307,0.19531564671214283,0.07544165378024213,0.729242699507615,-0.007193208808487863,0.007193208808487863,0.0038396351016066477,0.10742570156164194,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available
merged,cause_specific_formula,cause_specific,merged__interaction,individualized,Stage9_cause_specific,cause_specific,merged__interaction,interaction,Interaction,site_free,age_sex_interaction,NA,NA,individualized_prediction,cause_specific_cox,year_4,4,1461,secondary,FALSE,Common comparison horizon retained for cross-model comparability.,secondary,TRUE,FALSE,supported,CoxPH,merged__interaction__cox_main_mirror,Main censoring mirror: Interaction,CoxPH_main_mirror,CauseSpecificCox,merged__interaction__cause_specific,Cause-specific sensitivity: Interaction,CauseSpecificCox,262,0.21700112358940363,0.20830917845741492,0.07544165378024213,0.7162491677623429,-0.008691945131988697,0.008691945131988697,0.0046821082585254414,0.12556921042559727,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available
merged,cause_specific_formula,cause_specific,merged__interaction,individualized,Stage9_cause_specific,cause_specific,merged__interaction,interaction,Interaction,site_free,age_sex_interaction,NA,NA,individualized_prediction,cause_specific_cox,year_5,5,1826.25,secondary,FALSE,Common comparison horizon retained for cross-model comparability.,secondary,TRUE,FALSE,supported,CoxPH,merged__interaction__cox_main_mirror,Main censoring mirror: Interaction,CoxPH_main_mirror,CauseSpecificCox,merged__interaction__cause_specific,Cause-specific sensitivity: Interaction,CauseSpecificCox,262,0.24473133952769807,0.23319010117745886,0.07544165378024213,0.691368245042299,-0.011541238350239213,0.011541238350239213,0.006294856661529694,0.1595475154927305,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available
merged,cause_specific_formula,cause_specific,merged__interaction,individualized,Stage9_cause_specific,cause_specific,merged__interaction,interaction,Interaction,site_free,age_sex_interaction,NA,NA,individualized_prediction,cause_specific_cox,year_6,6,2191.5,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,CoxPH,merged__interaction__cox_main_mirror,Main censoring mirror: Interaction,CoxPH_main_mirror,CauseSpecificCox,merged__interaction__cause_specific,Cause-specific sensitivity: Interaction,CauseSpecificCox,262,0.27969415700939626,0.26459580660619425,0.07544165378024213,0.6599625396135637,-0.015098350403202005,0.015098350403202005,0.008329409920831643,0.20098843959362422,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available
merged,cause_specific_formula,cause_specific,merged__interaction,individualized,Stage9_cause_specific,cause_specific,merged__interaction,interaction,Interaction,site_free,age_sex_interaction,NA,NA,individualized_prediction,cause_specific_cox,year_7,7,2556.75,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,CoxPH,merged__interaction__cox_main_mirror,Main censoring mirror: Interaction,CoxPH_main_mirror,CauseSpecificCox,merged__interaction__cause_specific,Cause-specific sensitivity: Interaction,CauseSpecificCox,262,0.27969415700939626,0.26459580660619425,0.07544165378024213,0.6599625396135637,-0.015098350403202005,0.015098350403202005,0.008329409920831643,0.20098843959362422,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available
merged,cause_specific_formula,cause_specific,merged__interaction,individualized,Stage9_cause_specific,cause_specific,merged__interaction,interaction,Interaction,site_free,age_sex_interaction,NA,NA,individualized_prediction,cause_specific_cox,year_8,8,2922,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,CoxPH,merged__interaction__cox_main_mirror,Main censoring mirror: Interaction,CoxPH_main_mirror,CauseSpecificCox,merged__interaction__cause_specific,Cause-specific sensitivity: Interaction,CauseSpecificCox,262,0.3555472217205551,0.33287285094290053,0.07544165378024213,0.5916854952768573,-0.022674370777654506,0.022674370777654506,0.012770067026345311,0.2854039506296683,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available
merged,cause_specific_formula,cause_specific,merged__interaction,individualized,Stage9_cause_specific,cause_specific,merged__interaction,interaction,Interaction,site_free,age_sex_interaction,NA,NA,individualized_prediction,cause_specific_cox,year_9,9,3287.25,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,CoxPH,merged__interaction__cox_main_mirror,Main censoring mirror: Interaction,CoxPH_main_mirror,CauseSpecificCox,merged__interaction__cause_specific,Cause-specific sensitivity: Interaction,CauseSpecificCox,262,0.3555472217205551,0.33287285094290053,0.07544165378024213,0.5916854952768573,-0.022674370777654506,0.022674370777654506,0.012770067026345311,0.2854039506296683,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available
merged,cause_specific_formula,cause_specific,merged__interaction,individualized,Stage9_cause_specific,cause_specific,merged__interaction,interaction,Interaction,site_free,age_sex_interaction,NA,NA,individualized_prediction,cause_specific_cox,year_10,10,3652.5,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,CoxPH,merged__interaction__cox_main_mirror,Main censoring mirror: Interaction,CoxPH_main_mirror,CauseSpecificCox,merged__interaction__cause_specific,Cause-specific sensitivity: Interaction,CauseSpecificCox,262,0.3555472217205551,0.33287285094290053,0.07544165378024213,0.5916854952768573,-0.022674370777654506,0.022674370777654506,0.012770067026345311,0.2854039506296683,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available
merged,cause_specific_formula,cause_specific,merged__site_added,individualized,Stage9_cause_specific,cause_specific,merged__site_added,site_added,Site-added,site_adjusted,no_age_sex_interaction,NA,NA,individualized_prediction,cause_specific_cox,year_1,1,365.25,primary-supported,TRUE,Common comparison horizon retained for cross-model comparability.,primary_supported,TRUE,FALSE,supported,CoxPH,merged__site_added__cox_main_mirror,Main censoring mirror: Site-added,CoxPH_main_mirror,CauseSpecificCox,merged__site_added__cause_specific,Cause-specific sensitivity: Site-added,CauseSpecificCox,262,0.09358671559249698,0.09291255378450052,0.015933548548427115,0.8911538976670723,-6.741618079964778e-4,6.741618079964778e-4,4.8051840284557557e-14,0.015197343465086,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available
merged,cause_specific_formula,cause_specific,merged__site_added,individualized,Stage9_cause_specific,cause_specific,merged__site_added,site_added,Site-added,site_adjusted,no_age_sex_interaction,NA,NA,individualized_prediction,cause_specific_cox,year_2,2,730.5,primary-supported,TRUE,Common comparison horizon retained for cross-model comparability.,primary_supported,TRUE,FALSE,supported,CoxPH,merged__site_added__cox_main_mirror,Main censoring mirror: Site-added,CoxPH_main_mirror,CauseSpecificCox,merged__site_added__cause_specific,Cause-specific sensitivity: Site-added,CauseSpecificCox,262,0.1618894812645608,0.15521986690670567,0.09258584784294117,0.7521942852503531,-0.006669614357855159,0.006669614357855159,6.515205042134653e-13,0.11246168967583037,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available
merged,cause_specific_formula,cause_specific,merged__site_added,individualized,Stage9_cause_specific,cause_specific,merged__site_added,site_added,Site-added,site_adjusted,no_age_sex_interaction,NA,NA,individualized_prediction,cause_specific_cox,year_3,3,1095.75,secondary,FALSE,Common comparison horizon retained for cross-model comparability.,secondary,TRUE,FALSE,supported,CoxPH,merged__site_added__cox_main_mirror,Main censoring mirror: Site-added,CoxPH_main_mirror,CauseSpecificCox,merged__site_added__cause_specific,Cause-specific sensitivity: Site-added,CauseSpecificCox,262,0.21933952180987018,0.1996788307013659,0.11988987060530683,0.6804312986933272,-0.01966069110850426,0.01966069110850426,2.70444777683565e-12,0.23394359515523527,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available
merged,cause_specific_formula,cause_specific,merged__site_added,individualized,Stage9_cause_specific,cause_specific,merged__site_added,site_added,Site-added,site_adjusted,no_age_sex_interaction,NA,NA,individualized_prediction,cause_specific_cox,year_4,4,1461,secondary,FALSE,Common comparison horizon retained for cross-model comparability.,secondary,TRUE,FALSE,supported,CoxPH,merged__site_added__cox_main_mirror,Main censoring mirror: Site-added,CoxPH_main_mirror,CauseSpecificCox,merged__site_added__cause_specific,Cause-specific sensitivity: Site-added,CauseSpecificCox,262,0.23685048171729262,0.21212933213926638,0.11988987060530683,0.6679807972554268,-0.024721149578026205,0.024721149578026205,4.056477376224166e-12,0.2674159777026786,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available
merged,cause_specific_formula,cause_specific,merged__site_added,individualized,Stage9_cause_specific,cause_specific,merged__site_added,site_added,Site-added,site_adjusted,no_age_sex_interaction,NA,NA,individualized_prediction,cause_specific_cox,year_5,5,1826.25,secondary,FALSE,Common comparison horizon retained for cross-model comparability.,secondary,TRUE,FALSE,supported,CoxPH,merged__site_added__cox_main_mirror,Main censoring mirror: Site-added,CoxPH_main_mirror,CauseSpecificCox,merged__site_added__cause_specific,Cause-specific sensitivity: Site-added,CauseSpecificCox,262,0.269552340184582,0.23570533900859506,0.11988987060530683,0.6444047903860981,-0.03384700117598691,0.03384700117598691,6.621703185771821e-12,0.3251326003948912,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available
merged,cause_specific_formula,cause_specific,merged__site_added,individualized,Stage9_cause_specific,cause_specific,merged__site_added,site_added,Site-added,site_adjusted,no_age_sex_interaction,NA,NA,individualized_prediction,cause_specific_cox,year_6,6,2191.5,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,CoxPH,merged__site_added__cox_main_mirror,Main censoring mirror: Site-added,CoxPH_main_mirror,CauseSpecificCox,merged__site_added__cause_specific,Cause-specific sensitivity: Site-added,CauseSpecificCox,262,0.3108189775925606,0.2660742392015684,0.11988987060530683,0.6140358901931249,-0.044744738390992224,0.044744738390992224,9.93535809179491e-12,0.3893841387767999,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available
merged,cause_specific_formula,cause_specific,merged__site_added,individualized,Stage9_cause_specific,cause_specific,merged__site_added,site_added,Site-added,site_adjusted,no_age_sex_interaction,NA,NA,individualized_prediction,cause_specific_cox,year_7,7,2556.75,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,CoxPH,merged__site_added__cox_main_mirror,Main censoring mirror: Site-added,CoxPH_main_mirror,CauseSpecificCox,merged__site_added__cause_specific,Cause-specific sensitivity: Site-added,CauseSpecificCox,262,0.3108189775925606,0.2660742392015684,0.11988987060530683,0.6140358901931249,-0.044744738390992224,0.044744738390992224,9.93535809179491e-12,0.3893841387767999,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available
merged,cause_specific_formula,cause_specific,merged__site_added,individualized,Stage9_cause_specific,cause_specific,merged__site_added,site_added,Site-added,site_adjusted,no_age_sex_interaction,NA,NA,individualized_prediction,cause_specific_cox,year_8,8,2922,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,CoxPH,merged__site_added__cox_main_mirror,Main censoring mirror: Site-added,CoxPH_main_mirror,CauseSpecificCox,merged__site_added__cause_specific,Cause-specific sensitivity: Site-added,CauseSpecificCox,262,0.3957578325677104,0.33083948490348,0.11988987060530683,0.5492706444912132,-0.06491834766423038,0.06491834766423038,1.7033013888223536e-11,0.49373221492167074,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available
merged,cause_specific_formula,cause_specific,merged__site_added,individualized,Stage9_cause_specific,cause_specific,merged__site_added,site_added,Site-added,site_adjusted,no_age_sex_interaction,NA,NA,individualized_prediction,cause_specific_cox,year_9,9,3287.25,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,CoxPH,merged__site_added__cox_main_mirror,Main censoring mirror: Site-added,CoxPH_main_mirror,CauseSpecificCox,merged__site_added__cause_specific,Cause-specific sensitivity: Site-added,CauseSpecificCox,262,0.3957578325677104,0.33083948490348,0.11988987060530683,0.5492706444912132,-0.06491834766423038,0.06491834766423038,1.7033013888223536e-11,0.49373221492167074,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available
merged,cause_specific_formula,cause_specific,merged__site_added,individualized,Stage9_cause_specific,cause_specific,merged__site_added,site_added,Site-added,site_adjusted,no_age_sex_interaction,NA,NA,individualized_prediction,cause_specific_cox,year_10,10,3652.5,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,CoxPH,merged__site_added__cox_main_mirror,Main censoring mirror: Site-added,CoxPH_main_mirror,CauseSpecificCox,merged__site_added__cause_specific,Cause-specific sensitivity: Site-added,CauseSpecificCox,262,0.3957578325677104,0.33083948490348,0.11988987060530683,0.5492706444912132,-0.06491834766423038,0.06491834766423038,1.7033013888223536e-11,0.49373221492167074,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available
merged,cause_specific_formula,cause_specific,merged__site_interaction,individualized,Stage9_cause_specific,cause_specific,merged__site_interaction,site_interaction,Site + interaction,site_adjusted,age_sex_interaction,NA,NA,individualized_prediction,cause_specific_cox,year_1,1,365.25,primary-supported,TRUE,Common comparison horizon retained for cross-model comparability.,primary_supported,TRUE,FALSE,supported,CoxPH,merged__site_interaction__cox_main_mirror,Main censoring mirror: Site + interaction,CoxPH_main_mirror,CauseSpecificCox,merged__site_interaction__cause_specific,Cause-specific sensitivity: Site + interaction,CauseSpecificCox,262,0.0937167801994876,0.09307954542670566,0.01633723522674345,0.8905832193465509,-6.372347727819683e-4,6.372347727819683e-4,6.639827576648827e-14,0.008478759463872526,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available
merged,cause_specific_formula,cause_specific,merged__site_interaction,individualized,Stage9_cause_specific,cause_specific,merged__site_interaction,site_interaction,Site + interaction,site_adjusted,age_sex_interaction,NA,NA,individualized_prediction,cause_specific_cox,year_2,2,730.5,primary-supported,TRUE,Common comparison horizon retained for cross-model comparability.,primary_supported,TRUE,FALSE,supported,CoxPH,merged__site_interaction__cox_main_mirror,Main censoring mirror: Site + interaction,CoxPH_main_mirror,CauseSpecificCox,merged__site_interaction__cause_specific,Cause-specific sensitivity: Site + interaction,CauseSpecificCox,262,0.1616652010368114,0.15520686381562854,0.09371435815542314,0.7510787780289484,-0.006458337221182852,0.006458337221182852,8.845424392944778e-13,0.07084689878096459,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available
merged,cause_specific_formula,cause_specific,merged__site_interaction,individualized,Stage9_cause_specific,cause_specific,merged__site_interaction,site_interaction,Site + interaction,site_adjusted,age_sex_interaction,NA,NA,individualized_prediction,cause_specific_cox,year_3,3,1095.75,secondary,FALSE,Common comparison horizon retained for cross-model comparability.,secondary,TRUE,FALSE,supported,CoxPH,merged__site_interaction__cox_main_mirror,Main censoring mirror: Site + interaction,CoxPH_main_mirror,CauseSpecificCox,merged__site_interaction__cause_specific,Cause-specific sensitivity: Site + interaction,CauseSpecificCox,262,0.21908934379631725,0.19966710863929063,0.11800929742188132,0.6823235939388281,-0.019422235157026638,0.019422235157026638,3.651454139053101e-12,0.16541472596600948,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available
merged,cause_specific_formula,cause_specific,merged__site_interaction,individualized,Stage9_cause_specific,cause_specific,merged__site_interaction,site_interaction,Site + interaction,site_adjusted,age_sex_interaction,NA,NA,individualized_prediction,cause_specific_cox,year_4,4,1461,secondary,FALSE,Common comparison horizon retained for cross-model comparability.,secondary,TRUE,FALSE,supported,CoxPH,merged__site_interaction__cox_main_mirror,Main censoring mirror: Site + interaction,CoxPH_main_mirror,CauseSpecificCox,merged__site_interaction__cause_specific,Cause-specific sensitivity: Site + interaction,CauseSpecificCox,262,0.2366572918769816,0.2122517143260687,0.11800929742188132,0.6697389882520499,-0.024405577550912893,0.024405577550912893,5.360281662980526e-12,0.19400627583792246,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available
merged,cause_specific_formula,cause_specific,merged__site_interaction,individualized,Stage9_cause_specific,cause_specific,merged__site_interaction,site_interaction,Site + interaction,site_adjusted,age_sex_interaction,NA,NA,individualized_prediction,cause_specific_cox,year_5,5,1826.25,secondary,FALSE,Common comparison horizon retained for cross-model comparability.,secondary,TRUE,FALSE,supported,CoxPH,merged__site_interaction__cox_main_mirror,Main censoring mirror: Site + interaction,CoxPH_main_mirror,CauseSpecificCox,merged__site_interaction__cause_specific,Cause-specific sensitivity: Site + interaction,CauseSpecificCox,262,0.26977230922297707,0.23628938412310777,0.11800929742188132,0.645701318455011,-0.033482925099869255,0.033482925099869255,8.626890868335124e-12,0.24641665022289777,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available
merged,cause_specific_formula,cause_specific,merged__site_interaction,individualized,Stage9_cause_specific,cause_specific,merged__site_interaction,site_interaction,Site + interaction,site_adjusted,age_sex_interaction,NA,NA,individualized_prediction,cause_specific_cox,year_6,6,2191.5,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,CoxPH,merged__site_interaction__cox_main_mirror,Main censoring mirror: Site + interaction,CoxPH_main_mirror,CauseSpecificCox,merged__site_interaction__cause_specific,Cause-specific sensitivity: Site + interaction,CauseSpecificCox,262,0.31077841764137204,0.26664386913300303,0.11800929742188132,0.6153468334451156,-0.044134548508369086,0.044134548508369086,1.2755713152401427e-11,0.30850374985848966,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available
merged,cause_specific_formula,cause_specific,merged__site_interaction,individualized,Stage9_cause_specific,cause_specific,merged__site_interaction,site_interaction,Site + interaction,site_adjusted,age_sex_interaction,NA,NA,individualized_prediction,cause_specific_cox,year_7,7,2556.75,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,CoxPH,merged__site_interaction__cox_main_mirror,Main censoring mirror: Site + interaction,CoxPH_main_mirror,CauseSpecificCox,merged__site_interaction__cause_specific,Cause-specific sensitivity: Site + interaction,CauseSpecificCox,262,0.31077841764137204,0.26664386913300303,0.11800929742188132,0.6153468334451156,-0.044134548508369086,0.044134548508369086,1.2755713152401427e-11,0.30850374985848966,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available
merged,cause_specific_formula,cause_specific,merged__site_interaction,individualized,Stage9_cause_specific,cause_specific,merged__site_interaction,site_interaction,Site + interaction,site_adjusted,age_sex_interaction,NA,NA,individualized_prediction,cause_specific_cox,year_8,8,2922,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,CoxPH,merged__site_interaction__cox_main_mirror,Main censoring mirror: Site + interaction,CoxPH_main_mirror,CauseSpecificCox,merged__site_interaction__cause_specific,Cause-specific sensitivity: Site + interaction,CauseSpecificCox,262,0.39593380309883314,0.33185881054772914,0.11800929742188132,0.5501318920303896,-0.06407499255110398,0.06407499255110398,2.163119683373793e-11,0.42670373940914674,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available
merged,cause_specific_formula,cause_specific,merged__site_interaction,individualized,Stage9_cause_specific,cause_specific,merged__site_interaction,site_interaction,Site + interaction,site_adjusted,age_sex_interaction,NA,NA,individualized_prediction,cause_specific_cox,year_9,9,3287.25,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,CoxPH,merged__site_interaction__cox_main_mirror,Main censoring mirror: Site + interaction,CoxPH_main_mirror,CauseSpecificCox,merged__site_interaction__cause_specific,Cause-specific sensitivity: Site + interaction,CauseSpecificCox,262,0.39593380309883314,0.33185881054772914,0.11800929742188132,0.5501318920303896,-0.06407499255110398,0.06407499255110398,2.163119683373793e-11,0.42670373940914674,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available
