dataset,comparison_scope,comparison_family,comparison_id,prediction_level,model_class,model_family,formula_id,formula_name,formula_label,site_branch,interaction_branch,benchmark_core_id,benchmark_label,assignment_variable,variant_id,variant_label,sensitivity_method,analysis_variant,evaluation_mode,risk_estimator,horizon_id,horizon_year,horizon_days,interpretation_tier,primary_supported_flag,interpretation_note,horizon_support_label,supported_for_reporting,projection_flag,reporting_status,remission_component_available,eventfree_component_available,component_mode,component_note,threshold_id,threshold,threshold_label,positive_rule,n_subjects,n_event_by_horizon,n_remission_by_horizon,n_known_nonevent_by_horizon,n_evaluable_by_horizon,n_unknown_due_to_early_followup_loss,n_predicted_positive,n_predicted_negative,n_predicted_positive_evaluable,n_predicted_negative_evaluable,tp_count,fp_count,tn_count,fn_count,mean_predicted_transition_risk,min_predicted_transition_risk,max_predicted_transition_risk,mean_predicted_remission_risk,mean_predicted_eventfree_prob,mean_risk_difference_from_main_signed,mean_risk_difference_from_main_absolute,positive_classification_rate,positive_classification_rate_evaluable,false_positive_rate,false_positive_burden,false_positive_burden_known_nonevent,false_positive_per_100,specificity,ppv,tpr,event_prevalence_all,event_prevalence_evaluable,remission_prevalence_all,net_benefit,net_benefit_evaluable,standardized_net_benefit,evaluation_rule
SNU,subdistribution_formula,subdistribution,SNU__base,individualized,Stage9_subdistribution,FineGray,SNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,SNU__base__fine_gray,Fine-Gray sensitivity: Base,fine_gray,remission_sensitive,remission_sensitive,FineGray,year_4,4,1461,secondary,FALSE,Common comparison horizon retained for cross-model comparability.,secondary,TRUE,FALSE,supported,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model,threshold_4,0.2,20%,Classify as high risk when predicted risk >= threshold,208,31,0,103,134,74,21,187,14,120,3,11,92,28,0.18334057025925962,0.1618808239780607,0.22940163978929817,NA,NA,2.3887280103192936e-8,5.544175600349921e-7,0.10096153846153846,0.1044776119402985,0.10679611650485436,0.052884615384615384,0.10679611650485436,5.288461538461538,0.8932038834951457,0.21428571428571427,0.0967741935483871,0.14903846153846154,0.23134328358208955,0,0.0012019230769230779,0.0018656716417910432,0.008064516129032265,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
SNU,subdistribution_formula,subdistribution,SNU__base,individualized,Stage9_subdistribution,CoxPH,SNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,SNU__base__cox_main_mirror,Main censoring mirror: Base,fine_gray,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_5,5,1826.25,secondary,FALSE,Common comparison horizon retained for cross-model comparability.,secondary,TRUE,FALSE,supported,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_1,0.05,5%,Classify as high risk when predicted risk >= threshold,208,34,0,64,98,110,208,0,98,0,34,64,0,0,0.21074996652041067,0.1864795768245776,0.2625371599808466,0,0.7892500334795893,0,0,1,1,1,0.3076923076923077,1,30.76923076923077,0,0.3469387755102041,1,0.16346153846153846,0.3469387755102041,0,0.14726720647773278,0.3125671321160043,0.9009287925696594,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
SNU,subdistribution_formula,subdistribution,SNU__base,individualized,Stage9_subdistribution,FineGray,SNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,SNU__base__fine_gray,Fine-Gray sensitivity: Base,fine_gray,remission_sensitive,remission_sensitive,FineGray,year_5,5,1826.25,secondary,FALSE,Common comparison horizon retained for cross-model comparability.,secondary,TRUE,FALSE,supported,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model,threshold_1,0.05,5%,Classify as high risk when predicted risk >= threshold,208,34,0,64,98,110,208,0,98,0,34,64,0,0,0.21075000142841113,0.18647855373624378,0.26254036061445185,NA,NA,3.490800046780107e-8,6.230185959472411e-7,1,1,1,0.3076923076923077,1,30.76923076923077,0,0.3469387755102041,1,0.16346153846153846,0.3469387755102041,0,0.14726720647773278,0.3125671321160043,0.9009287925696594,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
SNU,subdistribution_formula,subdistribution,SNU__base,individualized,Stage9_subdistribution,CoxPH,SNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,SNU__base__cox_main_mirror,Main censoring mirror: Base,fine_gray,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_5,5,1826.25,secondary,FALSE,Common comparison horizon retained for cross-model comparability.,secondary,TRUE,FALSE,supported,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_2,0.1,10%,Classify as high risk when predicted risk >= threshold,208,34,0,64,98,110,208,0,98,0,34,64,0,0,0.21074996652041067,0.1864795768245776,0.2625371599808466,0,0.7892500334795893,0,0,1,1,1,0.3076923076923077,1,30.76923076923077,0,0.3469387755102041,1,0.16346153846153846,0.3469387755102041,0,0.12927350427350426,0.2743764172335601,0.7908496732026142,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
SNU,subdistribution_formula,subdistribution,SNU__base,individualized,Stage9_subdistribution,FineGray,SNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,SNU__base__fine_gray,Fine-Gray sensitivity: Base,fine_gray,remission_sensitive,remission_sensitive,FineGray,year_5,5,1826.25,secondary,FALSE,Common comparison horizon retained for cross-model comparability.,secondary,TRUE,FALSE,supported,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model,threshold_2,0.1,10%,Classify as high risk when predicted risk >= threshold,208,34,0,64,98,110,208,0,98,0,34,64,0,0,0.21075000142841113,0.18647855373624378,0.26254036061445185,NA,NA,3.490800046780107e-8,6.230185959472411e-7,1,1,1,0.3076923076923077,1,30.76923076923077,0,0.3469387755102041,1,0.16346153846153846,0.3469387755102041,0,0.12927350427350426,0.2743764172335601,0.7908496732026142,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
SNU,subdistribution_formula,subdistribution,SNU__base,individualized,Stage9_subdistribution,CoxPH,SNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,SNU__base__cox_main_mirror,Main censoring mirror: Base,fine_gray,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_5,5,1826.25,secondary,FALSE,Common comparison horizon retained for cross-model comparability.,secondary,TRUE,FALSE,supported,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_3,0.15,15%,Classify as high risk when predicted risk >= threshold,208,34,0,64,98,110,208,0,98,0,34,64,0,0,0.21074996652041067,0.1864795768245776,0.2625371599808466,0,0.7892500334795893,0,0,1,1,1,0.3076923076923077,1,30.76923076923077,0,0.3469387755102041,1,0.16346153846153846,0.3469387755102041,0,0.10916289592760181,0.23169267707082833,0.6678200692041523,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
SNU,subdistribution_formula,subdistribution,SNU__base,individualized,Stage9_subdistribution,FineGray,SNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,SNU__base__fine_gray,Fine-Gray sensitivity: Base,fine_gray,remission_sensitive,remission_sensitive,FineGray,year_5,5,1826.25,secondary,FALSE,Common comparison horizon retained for cross-model comparability.,secondary,TRUE,FALSE,supported,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model,threshold_3,0.15,15%,Classify as high risk when predicted risk >= threshold,208,34,0,64,98,110,208,0,98,0,34,64,0,0,0.21075000142841113,0.18647855373624378,0.26254036061445185,NA,NA,3.490800046780107e-8,6.230185959472411e-7,1,1,1,0.3076923076923077,1,30.76923076923077,0,0.3469387755102041,1,0.16346153846153846,0.3469387755102041,0,0.10916289592760181,0.23169267707082833,0.6678200692041523,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
SNU,subdistribution_formula,subdistribution,SNU__base,individualized,Stage9_subdistribution,CoxPH,SNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,SNU__base__cox_main_mirror,Main censoring mirror: Base,fine_gray,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_5,5,1826.25,secondary,FALSE,Common comparison horizon retained for cross-model comparability.,secondary,TRUE,FALSE,supported,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_4,0.2,20%,Classify as high risk when predicted risk >= threshold,208,34,0,64,98,110,159,49,76,22,27,49,15,7,0.21074996652041067,0.1864795768245776,0.2625371599808466,0,0.7892500334795893,0,0,0.7644230769230769,0.7755102040816326,0.765625,0.23557692307692307,0.765625,23.557692307692307,0.234375,0.35526315789473684,0.7941176470588235,0.16346153846153846,0.3469387755102041,0,0.07091346153846155,0.15051020408163263,0.4338235294117648,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
SNU,subdistribution_formula,subdistribution,SNU__base,individualized,Stage9_subdistribution,FineGray,SNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,SNU__base__fine_gray,Fine-Gray sensitivity: Base,fine_gray,remission_sensitive,remission_sensitive,FineGray,year_5,5,1826.25,secondary,FALSE,Common comparison horizon retained for cross-model comparability.,secondary,TRUE,FALSE,supported,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model,threshold_4,0.2,20%,Classify as high risk when predicted risk >= threshold,208,34,0,64,98,110,159,49,76,22,27,49,15,7,0.21075000142841113,0.18647855373624378,0.26254036061445185,NA,NA,3.490800046780107e-8,6.230185959472411e-7,0.7644230769230769,0.7755102040816326,0.765625,0.23557692307692307,0.765625,23.557692307692307,0.234375,0.35526315789473684,0.7941176470588235,0.16346153846153846,0.3469387755102041,0,0.07091346153846155,0.15051020408163263,0.4338235294117648,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
SNU,subdistribution_formula,subdistribution,SNU__base,individualized,Stage9_subdistribution,CoxPH,SNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,SNU__base__cox_main_mirror,Main censoring mirror: Base,fine_gray,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_6,6,2191.5,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_1,0.05,5%,Classify as high risk when predicted risk >= threshold,208,36,0,30,66,142,208,0,66,0,36,30,0,0,0.24678435266407686,0.21899207092970374,0.3056108910096309,0,0.7532156473359232,0,0,1,1,1,0.14423076923076922,1,14.423076923076922,0,0.5454545454545454,1,0.17307692307692307,0.5454545454545454,0,0.16548582995951416,0.5215311004784688,0.956140350877193,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
SNU,subdistribution_formula,subdistribution,SNU__base,individualized,Stage9_subdistribution,FineGray,SNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,SNU__base__fine_gray,Fine-Gray sensitivity: Base,fine_gray,remission_sensitive,remission_sensitive,FineGray,year_6,6,2191.5,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model,threshold_1,0.05,5%,Classify as high risk when predicted risk >= threshold,208,36,0,30,66,142,208,0,66,0,36,30,0,0,0.24678438354485363,0.21899088948848544,0.30561449352512027,NA,NA,3.088077675783988e-8,7.117770683743179e-7,1,1,1,0.14423076923076922,1,14.423076923076922,0,0.5454545454545454,1,0.17307692307692307,0.5454545454545454,0,0.16548582995951416,0.5215311004784688,0.956140350877193,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
SNU,subdistribution_formula,subdistribution,SNU__base,individualized,Stage9_subdistribution,CoxPH,SNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,SNU__base__cox_main_mirror,Main censoring mirror: Base,fine_gray,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_6,6,2191.5,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_2,0.1,10%,Classify as high risk when predicted risk >= threshold,208,36,0,30,66,142,208,0,66,0,36,30,0,0,0.24678435266407686,0.21899207092970374,0.3056108910096309,0,0.7532156473359232,0,0,1,1,1,0.14423076923076922,1,14.423076923076922,0,0.5454545454545454,1,0.17307692307692307,0.5454545454545454,0,0.15705128205128205,0.4949494949494949,0.9074074074074074,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
SNU,subdistribution_formula,subdistribution,SNU__base,individualized,Stage9_subdistribution,FineGray,SNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,SNU__base__fine_gray,Fine-Gray sensitivity: Base,fine_gray,remission_sensitive,remission_sensitive,FineGray,year_6,6,2191.5,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model,threshold_2,0.1,10%,Classify as high risk when predicted risk >= threshold,208,36,0,30,66,142,208,0,66,0,36,30,0,0,0.24678438354485363,0.21899088948848544,0.30561449352512027,NA,NA,3.088077675783988e-8,7.117770683743179e-7,1,1,1,0.14423076923076922,1,14.423076923076922,0,0.5454545454545454,1,0.17307692307692307,0.5454545454545454,0,0.15705128205128205,0.4949494949494949,0.9074074074074074,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
SNU,subdistribution_formula,subdistribution,SNU__base,individualized,Stage9_subdistribution,CoxPH,SNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,SNU__base__cox_main_mirror,Main censoring mirror: Base,fine_gray,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_6,6,2191.5,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_3,0.15,15%,Classify as high risk when predicted risk >= threshold,208,36,0,30,66,142,208,0,66,0,36,30,0,0,0.24678435266407686,0.21899207092970374,0.3056108910096309,0,0.7532156473359232,0,0,1,1,1,0.14423076923076922,1,14.423076923076922,0,0.5454545454545454,1,0.17307692307692307,0.5454545454545454,0,0.14762443438914027,0.4652406417112299,0.8529411764705883,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
SNU,subdistribution_formula,subdistribution,SNU__base,individualized,Stage9_subdistribution,FineGray,SNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,SNU__base__fine_gray,Fine-Gray sensitivity: Base,fine_gray,remission_sensitive,remission_sensitive,FineGray,year_6,6,2191.5,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model,threshold_3,0.15,15%,Classify as high risk when predicted risk >= threshold,208,36,0,30,66,142,208,0,66,0,36,30,0,0,0.24678438354485363,0.21899088948848544,0.30561449352512027,NA,NA,3.088077675783988e-8,7.117770683743179e-7,1,1,1,0.14423076923076922,1,14.423076923076922,0,0.5454545454545454,1,0.17307692307692307,0.5454545454545454,0,0.14762443438914027,0.4652406417112299,0.8529411764705883,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
SNU,subdistribution_formula,subdistribution,SNU__base,individualized,Stage9_subdistribution,CoxPH,SNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,SNU__base__cox_main_mirror,Main censoring mirror: Base,fine_gray,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_6,6,2191.5,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_4,0.2,20%,Classify as high risk when predicted risk >= threshold,208,36,0,30,66,142,208,0,66,0,36,30,0,0,0.24678435266407686,0.21899207092970374,0.3056108910096309,0,0.7532156473359232,0,0,1,1,1,0.14423076923076922,1,14.423076923076922,0,0.5454545454545454,1,0.17307692307692307,0.5454545454545454,0,0.13701923076923078,0.43181818181818177,0.7916666666666667,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
SNU,subdistribution_formula,subdistribution,SNU__base,individualized,Stage9_subdistribution,FineGray,SNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,SNU__base__fine_gray,Fine-Gray sensitivity: Base,fine_gray,remission_sensitive,remission_sensitive,FineGray,year_6,6,2191.5,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model,threshold_4,0.2,20%,Classify as high risk when predicted risk >= threshold,208,36,0,30,66,142,208,0,66,0,36,30,0,0,0.24678438354485363,0.21899088948848544,0.30561449352512027,NA,NA,3.088077675783988e-8,7.117770683743179e-7,1,1,1,0.14423076923076922,1,14.423076923076922,0,0.5454545454545454,1,0.17307692307692307,0.5454545454545454,0,0.13701923076923078,0.43181818181818177,0.7916666666666667,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
SNU,subdistribution_formula,subdistribution,SNU__base,individualized,Stage9_subdistribution,CoxPH,SNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,SNU__base__cox_main_mirror,Main censoring mirror: Base,fine_gray,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_7,7,2556.75,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_1,0.05,5%,Classify as high risk when predicted risk >= threshold,208,36,0,22,58,150,208,0,58,0,36,22,0,0,0.24678435266407686,0.21899207092970374,0.3056108910096309,0,0.7532156473359232,0,0,1,1,1,0.10576923076923077,1,10.576923076923077,0,0.6206896551724138,1,0.17307692307692307,0.6206896551724138,0,0.16751012145748986,0.6007259528130672,0.9678362573099415,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
SNU,subdistribution_formula,subdistribution,SNU__base,individualized,Stage9_subdistribution,FineGray,SNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,SNU__base__fine_gray,Fine-Gray sensitivity: Base,fine_gray,remission_sensitive,remission_sensitive,FineGray,year_7,7,2556.75,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model,threshold_1,0.05,5%,Classify as high risk when predicted risk >= threshold,208,36,0,22,58,150,208,0,58,0,36,22,0,0,0.24678438354485363,0.21899088948848544,0.30561449352512027,NA,NA,3.088077675783988e-8,7.117770683743179e-7,1,1,1,0.10576923076923077,1,10.576923076923077,0,0.6206896551724138,1,0.17307692307692307,0.6206896551724138,0,0.16751012145748986,0.6007259528130672,0.9678362573099415,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
SNU,subdistribution_formula,subdistribution,SNU__base,individualized,Stage9_subdistribution,CoxPH,SNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,SNU__base__cox_main_mirror,Main censoring mirror: Base,fine_gray,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_7,7,2556.75,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_2,0.1,10%,Classify as high risk when predicted risk >= threshold,208,36,0,22,58,150,208,0,58,0,36,22,0,0,0.24678435266407686,0.21899207092970374,0.3056108910096309,0,0.7532156473359232,0,0,1,1,1,0.10576923076923077,1,10.576923076923077,0,0.6206896551724138,1,0.17307692307692307,0.6206896551724138,0,0.1613247863247863,0.578544061302682,0.9320987654320987,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
SNU,subdistribution_formula,subdistribution,SNU__base,individualized,Stage9_subdistribution,FineGray,SNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,SNU__base__fine_gray,Fine-Gray sensitivity: Base,fine_gray,remission_sensitive,remission_sensitive,FineGray,year_7,7,2556.75,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model,threshold_2,0.1,10%,Classify as high risk when predicted risk >= threshold,208,36,0,22,58,150,208,0,58,0,36,22,0,0,0.24678438354485363,0.21899088948848544,0.30561449352512027,NA,NA,3.088077675783988e-8,7.117770683743179e-7,1,1,1,0.10576923076923077,1,10.576923076923077,0,0.6206896551724138,1,0.17307692307692307,0.6206896551724138,0,0.1613247863247863,0.578544061302682,0.9320987654320987,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
SNU,subdistribution_formula,subdistribution,SNU__base,individualized,Stage9_subdistribution,CoxPH,SNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,SNU__base__cox_main_mirror,Main censoring mirror: Base,fine_gray,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_7,7,2556.75,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_3,0.15,15%,Classify as high risk when predicted risk >= threshold,208,36,0,22,58,150,208,0,58,0,36,22,0,0,0.24678435266407686,0.21899207092970374,0.3056108910096309,0,0.7532156473359232,0,0,1,1,1,0.10576923076923077,1,10.576923076923077,0,0.6206896551724138,1,0.17307692307692307,0.6206896551724138,0,0.15441176470588236,0.5537525354969575,0.8921568627450981,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
SNU,subdistribution_formula,subdistribution,SNU__base,individualized,Stage9_subdistribution,FineGray,SNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,SNU__base__fine_gray,Fine-Gray sensitivity: Base,fine_gray,remission_sensitive,remission_sensitive,FineGray,year_7,7,2556.75,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model,threshold_3,0.15,15%,Classify as high risk when predicted risk >= threshold,208,36,0,22,58,150,208,0,58,0,36,22,0,0,0.24678438354485363,0.21899088948848544,0.30561449352512027,NA,NA,3.088077675783988e-8,7.117770683743179e-7,1,1,1,0.10576923076923077,1,10.576923076923077,0,0.6206896551724138,1,0.17307692307692307,0.6206896551724138,0,0.15441176470588236,0.5537525354969575,0.8921568627450981,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
SNU,subdistribution_formula,subdistribution,SNU__base,individualized,Stage9_subdistribution,CoxPH,SNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,SNU__base__cox_main_mirror,Main censoring mirror: Base,fine_gray,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_7,7,2556.75,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_4,0.2,20%,Classify as high risk when predicted risk >= threshold,208,36,0,22,58,150,208,0,58,0,36,22,0,0,0.24678435266407686,0.21899207092970374,0.3056108910096309,0,0.7532156473359232,0,0,1,1,1,0.10576923076923077,1,10.576923076923077,0,0.6206896551724138,1,0.17307692307692307,0.6206896551724138,0,0.1466346153846154,0.5258620689655172,0.8472222222222223,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
SNU,subdistribution_formula,subdistribution,SNU__base,individualized,Stage9_subdistribution,FineGray,SNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,SNU__base__fine_gray,Fine-Gray sensitivity: Base,fine_gray,remission_sensitive,remission_sensitive,FineGray,year_7,7,2556.75,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model,threshold_4,0.2,20%,Classify as high risk when predicted risk >= threshold,208,36,0,22,58,150,208,0,58,0,36,22,0,0,0.24678438354485363,0.21899088948848544,0.30561449352512027,NA,NA,3.088077675783988e-8,7.117770683743179e-7,1,1,1,0.10576923076923077,1,10.576923076923077,0,0.6206896551724138,1,0.17307692307692307,0.6206896551724138,0,0.1466346153846154,0.5258620689655172,0.8472222222222223,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
SNU,subdistribution_formula,subdistribution,SNU__base,individualized,Stage9_subdistribution,CoxPH,SNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,SNU__base__cox_main_mirror,Main censoring mirror: Base,fine_gray,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_8,8,2922,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_1,0.05,5%,Classify as high risk when predicted risk >= threshold,208,38,0,16,54,154,208,0,54,0,38,16,0,0,0.32551308913572213,0.2907643855430949,0.3976800478256698,0,0.6744869108642779,0,0,1,1,1,0.07692307692307693,1,7.6923076923076925,0,0.7037037037037037,1,0.18269230769230768,0.7037037037037037,0,0.17864372469635625,0.6881091617933723,0.9778393351800554,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
SNU,subdistribution_formula,subdistribution,SNU__base,individualized,Stage9_subdistribution,FineGray,SNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,SNU__base__fine_gray,Fine-Gray sensitivity: Base,fine_gray,remission_sensitive,remission_sensitive,FineGray,year_8,8,2922,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model,threshold_1,0.05,5%,Classify as high risk when predicted risk >= threshold,208,38,0,16,54,154,208,0,54,0,38,16,0,0,0.32551316713539324,0.29076293952663823,0.39768444813057824,NA,NA,7.799967109700656e-8,8.712359207781504e-7,1,1,1,0.07692307692307693,1,7.6923076923076925,0,0.7037037037037037,1,0.18269230769230768,0.7037037037037037,0,0.17864372469635625,0.6881091617933723,0.9778393351800554,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
SNU,subdistribution_formula,subdistribution,SNU__base,individualized,Stage9_subdistribution,CoxPH,SNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,SNU__base__cox_main_mirror,Main censoring mirror: Base,fine_gray,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_8,8,2922,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_2,0.1,10%,Classify as high risk when predicted risk >= threshold,208,38,0,16,54,154,208,0,54,0,38,16,0,0,0.32551308913572213,0.2907643855430949,0.3976800478256698,0,0.6744869108642779,0,0,1,1,1,0.07692307692307693,1,7.6923076923076925,0,0.7037037037037037,1,0.18269230769230768,0.7037037037037037,0,0.17414529914529914,0.6707818930041153,0.9532163742690059,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
