dataset,comparison_scope,comparison_family,comparison_id,prediction_level,model_class,model_family,formula_id,formula_name,formula_label,site_branch,interaction_branch,benchmark_core_id,benchmark_label,assignment_variable,variant_id,variant_label,sensitivity_method,analysis_variant,evaluation_mode,risk_estimator,horizon_id,horizon_year,horizon_days,interpretation_tier,primary_supported_flag,interpretation_note,horizon_support_label,supported_for_reporting,projection_flag,reporting_status,remission_component_available,eventfree_component_available,component_mode,component_note,threshold_id,threshold,threshold_label,positive_rule,n_subjects,n_event_by_horizon,n_remission_by_horizon,n_known_nonevent_by_horizon,n_evaluable_by_horizon,n_unknown_due_to_early_followup_loss,n_predicted_positive,n_predicted_negative,n_predicted_positive_evaluable,n_predicted_negative_evaluable,tp_count,fp_count,tn_count,fn_count,mean_predicted_transition_risk,min_predicted_transition_risk,max_predicted_transition_risk,mean_predicted_remission_risk,mean_predicted_eventfree_prob,mean_risk_difference_from_main_signed,mean_risk_difference_from_main_absolute,positive_classification_rate,positive_classification_rate_evaluable,false_positive_rate,false_positive_burden,false_positive_burden_known_nonevent,false_positive_per_100,specificity,ppv,tpr,event_prevalence_all,event_prevalence_evaluable,remission_prevalence_all,net_benefit,net_benefit_evaluable,standardized_net_benefit,evaluation_rule
merged,subdistribution_formula,subdistribution,merged__site_added,individualized,Stage9_subdistribution,CoxPH,merged__site_added,site_added,Site-added,site_adjusted,no_age_sex_interaction,NA,NA,individualized_prediction,merged__site_added__cox_main_mirror,Main censoring mirror: Site-added,fine_gray,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_7,7,2556.75,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_3,0.15,15%,Classify as high risk when predicted risk >= threshold,262,48,13,22,70,192,262,0,70,0,48,22,0,0,0.3108189775925606,0.20700300858715226,0.7397519195972246,0,0.6891810224074394,0,0,1,1,1,0.08396946564885496,1,8.396946564885496,0,0.6857142857142857,1,0.183206106870229,0.6857142857142857,0.04961832061068702,0.16838796587337224,0.6302521008403361,0.9191176470588235,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
merged,subdistribution_formula,subdistribution,merged__site_added,individualized,Stage9_subdistribution,FineGray,merged__site_added,site_added,Site-added,site_adjusted,no_age_sex_interaction,NA,NA,individualized_prediction,merged__site_added__fine_gray,Fine-Gray sensitivity: Site-added,fine_gray,remission_sensitive,remission_sensitive,FineGray,year_7,7,2556.75,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model,threshold_3,0.15,15%,Classify as high risk when predicted risk >= threshold,262,48,13,35,83,179,262,0,83,0,48,35,0,0,0.27473036015585617,0.20297542460385176,0.5682691343851018,NA,NA,-0.036088617436704426,0.036088617436704426,1,1,1,0.13358778625954199,1,13.358778625954198,0,0.5783132530120482,1,0.183206106870229,0.5783132530120482,0.04961832061068702,0.15963179164795688,0.5038979447200567,0.8713235294117646,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
merged,subdistribution_formula,subdistribution,merged__site_added,individualized,Stage9_subdistribution,CoxPH,merged__site_added,site_added,Site-added,site_adjusted,no_age_sex_interaction,NA,NA,individualized_prediction,merged__site_added__cox_main_mirror,Main censoring mirror: Site-added,fine_gray,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_7,7,2556.75,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_4,0.2,20%,Classify as high risk when predicted risk >= threshold,262,48,13,22,70,192,262,0,70,0,48,22,0,0,0.3108189775925606,0.20700300858715226,0.7397519195972246,0,0.6891810224074394,0,0,1,1,1,0.08396946564885496,1,8.396946564885496,0,0.6857142857142857,1,0.183206106870229,0.6857142857142857,0.04961832061068702,0.16221374045801526,0.6071428571428572,0.8854166666666666,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
merged,subdistribution_formula,subdistribution,merged__site_added,individualized,Stage9_subdistribution,FineGray,merged__site_added,site_added,Site-added,site_adjusted,no_age_sex_interaction,NA,NA,individualized_prediction,merged__site_added__fine_gray,Fine-Gray sensitivity: Site-added,fine_gray,remission_sensitive,remission_sensitive,FineGray,year_7,7,2556.75,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model,threshold_4,0.2,20%,Classify as high risk when predicted risk >= threshold,262,48,13,35,83,179,262,0,83,0,48,35,0,0,0.27473036015585617,0.20297542460385176,0.5682691343851018,NA,NA,-0.036088617436704426,0.036088617436704426,1,1,1,0.13358778625954199,1,13.358778625954198,0,0.5783132530120482,1,0.183206106870229,0.5783132530120482,0.04961832061068702,0.14980916030534353,0.47289156626506024,0.8177083333333334,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
merged,subdistribution_formula,subdistribution,merged__site_added,individualized,Stage9_subdistribution,CoxPH,merged__site_added,site_added,Site-added,site_adjusted,no_age_sex_interaction,NA,NA,individualized_prediction,merged__site_added__cox_main_mirror,Main censoring mirror: Site-added,fine_gray,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_8,8,2922,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_1,0.05,5%,Classify as high risk when predicted risk >= threshold,262,50,13,16,66,196,262,0,66,0,50,16,0,0,0.3957578325677104,0.2740215341121963,0.8441083669005764,0,0.6042421674322896,0,0,1,1,1,0.061068702290076333,1,6.106870229007633,0,0.7575757575757576,1,0.19083969465648856,0.7575757575757576,0.04961832061068702,0.18762555243069506,0.74481658692185,0.9831578947368421,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
merged,subdistribution_formula,subdistribution,merged__site_added,individualized,Stage9_subdistribution,FineGray,merged__site_added,site_added,Site-added,site_adjusted,no_age_sex_interaction,NA,NA,individualized_prediction,merged__site_added__fine_gray,Fine-Gray sensitivity: Site-added,fine_gray,remission_sensitive,remission_sensitive,FineGray,year_8,8,2922,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model,threshold_1,0.05,5%,Classify as high risk when predicted risk >= threshold,262,50,13,29,79,183,262,0,79,0,50,29,0,0,0.34582494122233964,0.2603140066488401,0.6725336363694034,NA,NA,-0.049932891345370656,0.049932891345370656,1,1,1,0.11068702290076336,1,11.068702290076336,0,0.6329113924050633,1,0.19083969465648856,0.6329113924050633,0.04961832061068702,0.18501406187223784,0.6135909393737509,0.9694736842105263,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
merged,subdistribution_formula,subdistribution,merged__site_added,individualized,Stage9_subdistribution,CoxPH,merged__site_added,site_added,Site-added,site_adjusted,no_age_sex_interaction,NA,NA,individualized_prediction,merged__site_added__cox_main_mirror,Main censoring mirror: Site-added,fine_gray,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_8,8,2922,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_2,0.1,10%,Classify as high risk when predicted risk >= threshold,262,50,13,16,66,196,262,0,66,0,50,16,0,0,0.3957578325677104,0.2740215341121963,0.8441083669005764,0,0.6042421674322896,0,0,1,1,1,0.061068702290076333,1,6.106870229007633,0,0.7575757575757576,1,0.19083969465648856,0.7575757575757576,0.04961832061068702,0.18405428329092452,0.7306397306397306,0.9644444444444444,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
merged,subdistribution_formula,subdistribution,merged__site_added,individualized,Stage9_subdistribution,FineGray,merged__site_added,site_added,Site-added,site_adjusted,no_age_sex_interaction,NA,NA,individualized_prediction,merged__site_added__fine_gray,Fine-Gray sensitivity: Site-added,fine_gray,remission_sensitive,remission_sensitive,FineGray,year_8,8,2922,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model,threshold_2,0.1,10%,Classify as high risk when predicted risk >= threshold,262,50,13,29,79,183,262,0,79,0,50,29,0,0,0.34582494122233964,0.2603140066488401,0.6725336363694034,NA,NA,-0.049932891345370656,0.049932891345370656,1,1,1,0.11068702290076336,1,11.068702290076336,0,0.6329113924050633,1,0.19083969465648856,0.6329113924050633,0.04961832061068702,0.17854113655640375,0.5921237693389593,0.9355555555555556,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
merged,subdistribution_formula,subdistribution,merged__site_added,individualized,Stage9_subdistribution,CoxPH,merged__site_added,site_added,Site-added,site_adjusted,no_age_sex_interaction,NA,NA,individualized_prediction,merged__site_added__cox_main_mirror,Main censoring mirror: Site-added,fine_gray,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_8,8,2922,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_3,0.15,15%,Classify as high risk when predicted risk >= threshold,262,50,13,16,66,196,262,0,66,0,50,16,0,0,0.3957578325677104,0.2740215341121963,0.8441083669005764,0,0.6042421674322896,0,0,1,1,1,0.061068702290076333,1,6.106870229007633,0,0.7575757575757576,1,0.19083969465648856,0.7575757575757576,0.04961832061068702,0.18006286484059275,0.714795008912656,0.943529411764706,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
merged,subdistribution_formula,subdistribution,merged__site_added,individualized,Stage9_subdistribution,FineGray,merged__site_added,site_added,Site-added,site_adjusted,no_age_sex_interaction,NA,NA,individualized_prediction,merged__site_added__fine_gray,Fine-Gray sensitivity: Site-added,fine_gray,remission_sensitive,remission_sensitive,FineGray,year_8,8,2922,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model,threshold_3,0.15,15%,Classify as high risk when predicted risk >= threshold,262,50,13,29,79,183,262,0,79,0,50,29,0,0,0.34582494122233964,0.2603140066488401,0.6725336363694034,NA,NA,-0.049932891345370656,0.049932891345370656,1,1,1,0.11068702290076336,1,11.068702290076336,0,0.6329113924050633,1,0.19083969465648856,0.6329113924050633,0.04961832061068702,0.1713066906151774,0.5681310498883098,0.8976470588235295,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
merged,subdistribution_formula,subdistribution,merged__site_added,individualized,Stage9_subdistribution,CoxPH,merged__site_added,site_added,Site-added,site_adjusted,no_age_sex_interaction,NA,NA,individualized_prediction,merged__site_added__cox_main_mirror,Main censoring mirror: Site-added,fine_gray,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_8,8,2922,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_4,0.2,20%,Classify as high risk when predicted risk >= threshold,262,50,13,16,66,196,262,0,66,0,50,16,0,0,0.3957578325677104,0.2740215341121963,0.8441083669005764,0,0.6042421674322896,0,0,1,1,1,0.061068702290076333,1,6.106870229007633,0,0.7575757575757576,1,0.19083969465648856,0.7575757575757576,0.04961832061068702,0.17557251908396948,0.696969696969697,0.92,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
merged,subdistribution_formula,subdistribution,merged__site_added,individualized,Stage9_subdistribution,FineGray,merged__site_added,site_added,Site-added,site_adjusted,no_age_sex_interaction,NA,NA,individualized_prediction,merged__site_added__fine_gray,Fine-Gray sensitivity: Site-added,fine_gray,remission_sensitive,remission_sensitive,FineGray,year_8,8,2922,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model,threshold_4,0.2,20%,Classify as high risk when predicted risk >= threshold,262,50,13,29,79,183,262,0,79,0,50,29,0,0,0.34582494122233964,0.2603140066488401,0.6725336363694034,NA,NA,-0.049932891345370656,0.049932891345370656,1,1,1,0.11068702290076336,1,11.068702290076336,0,0.6329113924050633,1,0.19083969465648856,0.6329113924050633,0.04961832061068702,0.16316793893129772,0.5411392405063291,0.855,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
