dataset,comparison_scope,comparison_family,comparison_id,prediction_level,model_class,model_family,formula_id,formula_name,formula_label,site_branch,interaction_branch,benchmark_core_id,benchmark_label,assignment_variable,sensitivity_method,horizon_id,horizon_year,horizon_days,interpretation_tier,primary_supported_flag,interpretation_note,horizon_support_label,supported_for_reporting,projection_flag,reporting_status,threshold_id,threshold,threshold_label,positive_rule,sensitivity_model_family,sensitivity_variant_id,sensitivity_variant_label,sensitivity_risk_estimator,sensitivity_evaluation_mode,sensitivity_mean_predicted_transition_risk,sensitivity_mean_predicted_remission_risk,sensitivity_mean_predicted_eventfree_prob,sensitivity_n_subjects,sensitivity_n_event_by_horizon,sensitivity_n_remission_by_horizon,sensitivity_n_known_nonevent_by_horizon,sensitivity_n_evaluable_by_horizon,sensitivity_n_unknown_due_to_early_followup_loss,sensitivity_n_predicted_positive,sensitivity_n_predicted_negative,sensitivity_n_predicted_positive_evaluable,sensitivity_n_predicted_negative_evaluable,sensitivity_tp_count,sensitivity_fp_count,sensitivity_tn_count,sensitivity_fn_count,sensitivity_positive_classification_rate,sensitivity_positive_classification_rate_evaluable,sensitivity_false_positive_rate,sensitivity_false_positive_burden,sensitivity_false_positive_per_100,sensitivity_specificity,sensitivity_ppv,sensitivity_tpr,sensitivity_net_benefit,sensitivity_net_benefit_evaluable,sensitivity_standardized_net_benefit,sensitivity_remission_component_available,sensitivity_eventfree_component_available,sensitivity_component_mode,sensitivity_component_note,main_model_family,main_variant_id,main_variant_label,main_risk_estimator,main_evaluation_mode,main_mean_predicted_transition_risk,main_mean_predicted_remission_risk,main_mean_predicted_eventfree_prob,main_n_subjects,main_n_event_by_horizon,main_n_remission_by_horizon,main_n_known_nonevent_by_horizon,main_n_evaluable_by_horizon,main_n_unknown_due_to_early_followup_loss,main_n_predicted_positive,main_n_predicted_negative,main_n_predicted_positive_evaluable,main_n_predicted_negative_evaluable,main_tp_count,main_fp_count,main_tn_count,main_fn_count,main_positive_classification_rate,main_positive_classification_rate_evaluable,main_false_positive_rate,main_false_positive_burden,main_false_positive_per_100,main_specificity,main_ppv,main_tpr,main_net_benefit,main_net_benefit_evaluable,main_standardized_net_benefit,main_remission_component_available,main_eventfree_component_available,main_component_mode,main_component_note,risk_change_signed,risk_change_absolute,remission_risk_added,false_positive_burden_change,false_positive_per_100_change,positive_classification_rate_change,positive_classification_rate_evaluable_change,false_positive_rate_change,net_benefit_change,net_benefit_evaluable_change,standardized_net_benefit_change,fp_count_change,tp_count_change,n_evaluable_change,n_unknown_change,n_predicted_positive_evaluable_change
PNU,cause_specific_formula,cause_specific,PNU__base,individualized,Stage9_cause_specific,cause_specific,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,cause_specific_cox,year_1,1,365.25,primary-supported,TRUE,Common comparison horizon retained for cross-model comparability.,primary_supported,TRUE,FALSE,supported,threshold_1,0.05,5%,Classify as high risk when predicted risk >= threshold,CauseSpecificCox,PNU__base__cause_specific,Cause-specific sensitivity: Base,CauseSpecificCox,remission_sensitive,0.167678894851905,0.077801458928161,0.754519646219934,54,8,3,31,39,15,54,0,39,0,8,31,0,0,1,1,1,0.5740740740740741,57.407407407407405,0,0.20512820512820512,1,0.11793372319688109,0.1632928475033738,0.7960526315789473,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available,CoxPH,PNU__base__cox_main_mirror,Main censoring mirror: Base,CoxPH_main_mirror,main_censoring,0.1711033651726387,0,0.8288966348273613,54,8,3,28,36,18,54,0,36,0,8,28,0,0,1,1,1,0.5185185185185185,51.85185185185185,0,0.2222222222222222,1,0.12085769980506822,0.18128654970760233,0.8157894736842105,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,-0.0034244703207336746,0.0034244703207336746,0.077801458928161,0.05555555555555558,5.555555555555557,0,0,0,-0.0029239766081871343,-0.017993702204228523,-0.019736842105263164,3,0,3,-3,3
PNU,cause_specific_formula,cause_specific,PNU__base,individualized,Stage9_cause_specific,cause_specific,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,cause_specific_cox,year_1,1,365.25,primary-supported,TRUE,Common comparison horizon retained for cross-model comparability.,primary_supported,TRUE,FALSE,supported,threshold_2,0.1,10%,Classify as high risk when predicted risk >= threshold,CauseSpecificCox,PNU__base__cause_specific,Cause-specific sensitivity: Base,CauseSpecificCox,remission_sensitive,0.167678894851905,0.077801458928161,0.754519646219934,54,8,3,31,39,15,54,0,39,0,8,31,0,0,1,1,1,0.5740740740740741,57.407407407407405,0,0.20512820512820512,1,0.08436213991769546,0.1168091168091168,0.5694444444444444,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available,CoxPH,PNU__base__cox_main_mirror,Main censoring mirror: Base,CoxPH_main_mirror,main_censoring,0.1711033651726387,0,0.8288966348273613,54,8,3,28,36,18,54,0,36,0,8,28,0,0,1,1,1,0.5185185185185185,51.85185185185185,0,0.2222222222222222,1,0.0905349794238683,0.13580246913580246,0.611111111111111,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,-0.0034244703207336746,0.0034244703207336746,0.077801458928161,0.05555555555555558,5.555555555555557,0,0,0,-0.006172839506172839,-0.018993352326685656,-0.04166666666666663,3,0,3,-3,3
PNU,cause_specific_formula,cause_specific,PNU__base,individualized,Stage9_cause_specific,cause_specific,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,cause_specific_cox,year_1,1,365.25,primary-supported,TRUE,Common comparison horizon retained for cross-model comparability.,primary_supported,TRUE,FALSE,supported,threshold_3,0.15,15%,Classify as high risk when predicted risk >= threshold,CauseSpecificCox,PNU__base__cause_specific,Cause-specific sensitivity: Base,CauseSpecificCox,remission_sensitive,0.167678894851905,0.077801458928161,0.754519646219934,54,8,3,31,39,15,26,28,17,22,5,12,19,3,0.48148148148148145,0.4358974358974359,0.3870967741935484,0.2222222222222222,22.22222222222222,0.6129032258064516,0.29411764705882354,0.625,0.053376906318082784,0.07390648567119154,0.3602941176470588,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available,CoxPH,PNU__base__cox_main_mirror,Main censoring mirror: Base,CoxPH_main_mirror,main_censoring,0.1711033651726387,0,0.8288966348273613,54,8,3,28,36,18,26,28,16,20,5,11,17,3,0.48148148148148145,0.4444444444444444,0.39285714285714285,0.2037037037037037,20.37037037037037,0.6071428571428571,0.3125,0.625,0.05664488017429194,0.08496732026143791,0.3823529411764706,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,-0.0034244703207336746,0.0034244703207336746,0.077801458928161,0.018518518518518517,1.8518518518518512,0,-0.008547008547008517,-0.005760368663594473,-0.0032679738562091526,-0.011060834590246371,-0.022058823529411797,1,0,3,-3,1
PNU,cause_specific_formula,cause_specific,PNU__base,individualized,Stage9_cause_specific,cause_specific,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,cause_specific_cox,year_1,1,365.25,primary-supported,TRUE,Common comparison horizon retained for cross-model comparability.,primary_supported,TRUE,FALSE,supported,threshold_4,0.2,20%,Classify as high risk when predicted risk >= threshold,CauseSpecificCox,PNU__base__cause_specific,Cause-specific sensitivity: Base,CauseSpecificCox,remission_sensitive,0.167678894851905,0.077801458928161,0.754519646219934,54,8,3,31,39,15,17,37,9,30,3,6,25,5,0.3148148148148148,0.23076923076923078,0.1935483870967742,0.1111111111111111,11.11111111111111,0.8064516129032258,0.3333333333333333,0.375,0.027777777777777776,0.038461538461538464,0.1875,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available,CoxPH,PNU__base__cox_main_mirror,Main censoring mirror: Base,CoxPH_main_mirror,main_censoring,0.1711033651726387,0,0.8288966348273613,54,8,3,28,36,18,19,35,9,27,4,5,23,4,0.35185185185185186,0.25,0.17857142857142858,0.09259259259259259,9.25925925925926,0.8214285714285714,0.4444444444444444,0.5,0.05092592592592592,0.07638888888888888,0.34375,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,-0.0034244703207336746,0.0034244703207336746,0.077801458928161,0.018518518518518517,1.8518518518518512,-0.037037037037037035,-0.019230769230769218,0.014976958525345613,-0.023148148148148147,-0.03792735042735042,-0.15625,1,-1,3,-3,0
PNU,cause_specific_formula,cause_specific,PNU__base,individualized,Stage9_cause_specific,cause_specific,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,cause_specific_cox,year_2,2,730.5,sensitivity,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,sensitivity,TRUE,FALSE,supported,threshold_1,0.05,5%,Classify as high risk when predicted risk >= threshold,CauseSpecificCox,PNU__base__cause_specific,Cause-specific sensitivity: Base,CauseSpecificCox,remission_sensitive,0.2825677929434664,0.4391612543795509,0.2782709526769827,54,12,12,13,25,29,54,0,25,0,12,13,0,0,1,1,1,0.24074074074074073,24.074074074074073,0,0.48,1,0.20955165692007796,0.4526315789473684,0.9429824561403509,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available,CoxPH,PNU__base__cox_main_mirror,Main censoring mirror: Base,CoxPH_main_mirror,main_censoring,0.3080439666123819,0,0.691956033387618,54,12,12,1,13,41,54,0,13,0,12,1,0,0,1,1,1,0.018518518518518517,1.8518518518518516,0,0.9230769230769231,1,0.2212475633528265,0.9190283400809717,0.9956140350877193,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,-0.025476173668915525,0.025476173668915525,0.4391612543795509,0.2222222222222222,22.22222222222222,0,0,0,-0.011695906432748537,-0.4663967611336033,-0.05263157894736836,12,0,12,-12,12
PNU,cause_specific_formula,cause_specific,PNU__base,individualized,Stage9_cause_specific,cause_specific,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,cause_specific_cox,year_2,2,730.5,sensitivity,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,sensitivity,TRUE,FALSE,supported,threshold_2,0.1,10%,Classify as high risk when predicted risk >= threshold,CauseSpecificCox,PNU__base__cause_specific,Cause-specific sensitivity: Base,CauseSpecificCox,remission_sensitive,0.2825677929434664,0.4391612543795509,0.2782709526769827,54,12,12,13,25,29,54,0,25,0,12,13,0,0,1,1,1,0.24074074074074073,24.074074074074073,0,0.48,1,0.19547325102880658,0.4222222222222222,0.8796296296296297,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available,CoxPH,PNU__base__cox_main_mirror,Main censoring mirror: Base,CoxPH_main_mirror,main_censoring,0.3080439666123819,0,0.691956033387618,54,12,12,1,13,41,54,0,13,0,12,1,0,0,1,1,1,0.018518518518518517,1.8518518518518516,0,0.9230769230769231,1,0.22016460905349794,0.9145299145299146,0.9907407407407408,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,-0.025476173668915525,0.025476173668915525,0.4391612543795509,0.2222222222222222,22.22222222222222,0,0,0,-0.024691358024691357,-0.4923076923076924,-0.11111111111111116,12,0,12,-12,12
PNU,cause_specific_formula,cause_specific,PNU__base,individualized,Stage9_cause_specific,cause_specific,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,cause_specific_cox,year_2,2,730.5,sensitivity,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,sensitivity,TRUE,FALSE,supported,threshold_3,0.15,15%,Classify as high risk when predicted risk >= threshold,CauseSpecificCox,PNU__base__cause_specific,Cause-specific sensitivity: Base,CauseSpecificCox,remission_sensitive,0.2825677929434664,0.4391612543795509,0.2782709526769827,54,12,12,13,25,29,54,0,25,0,12,13,0,0,1,1,1,0.24074074074074073,24.074074074074073,0,0.48,1,0.17973856209150324,0.388235294117647,0.8088235294117646,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available,CoxPH,PNU__base__cox_main_mirror,Main censoring mirror: Base,CoxPH_main_mirror,main_censoring,0.3080439666123819,0,0.691956033387618,54,12,12,1,13,41,54,0,13,0,12,1,0,0,1,1,1,0.018518518518518517,1.8518518518518516,0,0.9230769230769231,1,0.21895424836601307,0.909502262443439,0.9852941176470589,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,-0.025476173668915525,0.025476173668915525,0.4391612543795509,0.2222222222222222,22.22222222222222,0,0,0,-0.03921568627450983,-0.521266968325792,-0.17647058823529427,12,0,12,-12,12
PNU,cause_specific_formula,cause_specific,PNU__base,individualized,Stage9_cause_specific,cause_specific,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,cause_specific_cox,year_2,2,730.5,sensitivity,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,sensitivity,TRUE,FALSE,supported,threshold_4,0.2,20%,Classify as high risk when predicted risk >= threshold,CauseSpecificCox,PNU__base__cause_specific,Cause-specific sensitivity: Base,CauseSpecificCox,remission_sensitive,0.2825677929434664,0.4391612543795509,0.2782709526769827,54,12,12,13,25,29,47,7,22,3,11,11,2,1,0.8703703703703703,0.88,0.8461538461538461,0.2037037037037037,20.37037037037037,0.15384615384615385,0.5,0.9166666666666666,0.15277777777777776,0.33,0.6875,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available,CoxPH,PNU__base__cox_main_mirror,Main censoring mirror: Base,CoxPH_main_mirror,main_censoring,0.3080439666123819,0,0.691956033387618,54,12,12,1,13,41,54,0,13,0,12,1,0,0,1,1,1,0.018518518518518517,1.8518518518518516,0,0.9230769230769231,1,0.2175925925925926,0.9038461538461539,0.9791666666666667,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,-0.025476173668915525,0.025476173668915525,0.4391612543795509,0.18518518518518517,18.51851851851852,-0.12962962962962965,-0.12,-0.15384615384615385,-0.06481481481481483,-0.5738461538461539,-0.29166666666666674,10,-1,12,-12,9
PNU,cause_specific_formula,cause_specific,PNU__base,individualized,Stage9_cause_specific,cause_specific,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,cause_specific_cox,year_3,3,1095.75,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,threshold_1,0.05,5%,Classify as high risk when predicted risk >= threshold,CauseSpecificCox,PNU__base__cause_specific,Cause-specific sensitivity: Base,CauseSpecificCox,remission_sensitive,0.2825677929434664,0.5970893727655466,0.12034283429098701,54,12,13,13,25,29,54,0,25,0,12,13,0,0,1,1,1,0.24074074074074073,24.074074074074073,0,0.48,1,0.20955165692007796,0.4526315789473684,0.9429824561403509,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available,CoxPH,PNU__base__cox_main_mirror,Main censoring mirror: Base,CoxPH_main_mirror,main_censoring,0.3080439666123819,0,0.691956033387618,54,12,13,0,12,42,54,0,12,0,12,0,0,0,1,1,NA,0,0,NA,1,1,0.2222222222222222,1,1,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,-0.025476173668915525,0.025476173668915525,0.5970893727655466,0.24074074074074073,24.074074074074073,0,0,NA,-0.012670565302144249,-0.5473684210526316,-0.05701754385964908,13,0,13,-13,13
PNU,cause_specific_formula,cause_specific,PNU__base,individualized,Stage9_cause_specific,cause_specific,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,cause_specific_cox,year_3,3,1095.75,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,threshold_2,0.1,10%,Classify as high risk when predicted risk >= threshold,CauseSpecificCox,PNU__base__cause_specific,Cause-specific sensitivity: Base,CauseSpecificCox,remission_sensitive,0.2825677929434664,0.5970893727655466,0.12034283429098701,54,12,13,13,25,29,54,0,25,0,12,13,0,0,1,1,1,0.24074074074074073,24.074074074074073,0,0.48,1,0.19547325102880658,0.4222222222222222,0.8796296296296297,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available,CoxPH,PNU__base__cox_main_mirror,Main censoring mirror: Base,CoxPH_main_mirror,main_censoring,0.3080439666123819,0,0.691956033387618,54,12,13,0,12,42,54,0,12,0,12,0,0,0,1,1,NA,0,0,NA,1,1,0.2222222222222222,1,1,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,-0.025476173668915525,0.025476173668915525,0.5970893727655466,0.24074074074074073,24.074074074074073,0,0,NA,-0.026748971193415627,-0.5777777777777777,-0.12037037037037035,13,0,13,-13,13
PNU,cause_specific_formula,cause_specific,PNU__base,individualized,Stage9_cause_specific,cause_specific,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,cause_specific_cox,year_3,3,1095.75,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,threshold_3,0.15,15%,Classify as high risk when predicted risk >= threshold,CauseSpecificCox,PNU__base__cause_specific,Cause-specific sensitivity: Base,CauseSpecificCox,remission_sensitive,0.2825677929434664,0.5970893727655466,0.12034283429098701,54,12,13,13,25,29,54,0,25,0,12,13,0,0,1,1,1,0.24074074074074073,24.074074074074073,0,0.48,1,0.17973856209150324,0.388235294117647,0.8088235294117646,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available,CoxPH,PNU__base__cox_main_mirror,Main censoring mirror: Base,CoxPH_main_mirror,main_censoring,0.3080439666123819,0,0.691956033387618,54,12,13,0,12,42,54,0,12,0,12,0,0,0,1,1,NA,0,0,NA,1,1,0.2222222222222222,1,1,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,-0.025476173668915525,0.025476173668915525,0.5970893727655466,0.24074074074074073,24.074074074074073,0,0,NA,-0.04248366013071897,-0.611764705882353,-0.1911764705882354,13,0,13,-13,13
PNU,cause_specific_formula,cause_specific,PNU__base,individualized,Stage9_cause_specific,cause_specific,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,cause_specific_cox,year_3,3,1095.75,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,threshold_4,0.2,20%,Classify as high risk when predicted risk >= threshold,CauseSpecificCox,PNU__base__cause_specific,Cause-specific sensitivity: Base,CauseSpecificCox,remission_sensitive,0.2825677929434664,0.5970893727655466,0.12034283429098701,54,12,13,13,25,29,47,7,22,3,11,11,2,1,0.8703703703703703,0.88,0.8461538461538461,0.2037037037037037,20.37037037037037,0.15384615384615385,0.5,0.9166666666666666,0.15277777777777776,0.33,0.6875,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available,CoxPH,PNU__base__cox_main_mirror,Main censoring mirror: Base,CoxPH_main_mirror,main_censoring,0.3080439666123819,0,0.691956033387618,54,12,13,0,12,42,54,0,12,0,12,0,0,0,1,1,NA,0,0,NA,1,1,0.2222222222222222,1,1,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,-0.025476173668915525,0.025476173668915525,0.5970893727655466,0.2037037037037037,20.37037037037037,-0.12962962962962965,-0.12,NA,-0.06944444444444445,-0.6699999999999999,-0.3125,11,-1,13,-13,10
PNU,cause_specific_formula,cause_specific,PNU__base,individualized,Stage9_cause_specific,cause_specific,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,cause_specific_cox,year_4,4,1461,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,threshold_1,0.05,5%,Classify as high risk when predicted risk >= threshold,CauseSpecificCox,PNU__base__cause_specific,Cause-specific sensitivity: Base,CauseSpecificCox,remission_sensitive,0.2825677929434664,0.5970893727655466,0.12034283429098701,54,12,13,13,25,29,54,0,25,0,12,13,0,0,1,1,1,0.24074074074074073,24.074074074074073,0,0.48,1,0.20955165692007796,0.4526315789473684,0.9429824561403509,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available,CoxPH,PNU__base__cox_main_mirror,Main censoring mirror: Base,CoxPH_main_mirror,main_censoring,0.3080439666123819,0,0.691956033387618,54,12,13,0,12,42,54,0,12,0,12,0,0,0,1,1,NA,0,0,NA,1,1,0.2222222222222222,1,1,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,-0.025476173668915525,0.025476173668915525,0.5970893727655466,0.24074074074074073,24.074074074074073,0,0,NA,-0.012670565302144249,-0.5473684210526316,-0.05701754385964908,13,0,13,-13,13
PNU,cause_specific_formula,cause_specific,PNU__base,individualized,Stage9_cause_specific,cause_specific,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,cause_specific_cox,year_4,4,1461,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,threshold_2,0.1,10%,Classify as high risk when predicted risk >= threshold,CauseSpecificCox,PNU__base__cause_specific,Cause-specific sensitivity: Base,CauseSpecificCox,remission_sensitive,0.2825677929434664,0.5970893727655466,0.12034283429098701,54,12,13,13,25,29,54,0,25,0,12,13,0,0,1,1,1,0.24074074074074073,24.074074074074073,0,0.48,1,0.19547325102880658,0.4222222222222222,0.8796296296296297,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available,CoxPH,PNU__base__cox_main_mirror,Main censoring mirror: Base,CoxPH_main_mirror,main_censoring,0.3080439666123819,0,0.691956033387618,54,12,13,0,12,42,54,0,12,0,12,0,0,0,1,1,NA,0,0,NA,1,1,0.2222222222222222,1,1,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,-0.025476173668915525,0.025476173668915525,0.5970893727655466,0.24074074074074073,24.074074074074073,0,0,NA,-0.026748971193415627,-0.5777777777777777,-0.12037037037037035,13,0,13,-13,13
PNU,cause_specific_formula,cause_specific,PNU__base,individualized,Stage9_cause_specific,cause_specific,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,cause_specific_cox,year_4,4,1461,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,threshold_3,0.15,15%,Classify as high risk when predicted risk >= threshold,CauseSpecificCox,PNU__base__cause_specific,Cause-specific sensitivity: Base,CauseSpecificCox,remission_sensitive,0.2825677929434664,0.5970893727655466,0.12034283429098701,54,12,13,13,25,29,54,0,25,0,12,13,0,0,1,1,1,0.24074074074074073,24.074074074074073,0,0.48,1,0.17973856209150324,0.388235294117647,0.8088235294117646,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available,CoxPH,PNU__base__cox_main_mirror,Main censoring mirror: Base,CoxPH_main_mirror,main_censoring,0.3080439666123819,0,0.691956033387618,54,12,13,0,12,42,54,0,12,0,12,0,0,0,1,1,NA,0,0,NA,1,1,0.2222222222222222,1,1,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,-0.025476173668915525,0.025476173668915525,0.5970893727655466,0.24074074074074073,24.074074074074073,0,0,NA,-0.04248366013071897,-0.611764705882353,-0.1911764705882354,13,0,13,-13,13
PNU,cause_specific_formula,cause_specific,PNU__base,individualized,Stage9_cause_specific,cause_specific,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,cause_specific_cox,year_4,4,1461,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,threshold_4,0.2,20%,Classify as high risk when predicted risk >= threshold,CauseSpecificCox,PNU__base__cause_specific,Cause-specific sensitivity: Base,CauseSpecificCox,remission_sensitive,0.2825677929434664,0.5970893727655466,0.12034283429098701,54,12,13,13,25,29,47,7,22,3,11,11,2,1,0.8703703703703703,0.88,0.8461538461538461,0.2037037037037037,20.37037037037037,0.15384615384615385,0.5,0.9166666666666666,0.15277777777777776,0.33,0.6875,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available,CoxPH,PNU__base__cox_main_mirror,Main censoring mirror: Base,CoxPH_main_mirror,main_censoring,0.3080439666123819,0,0.691956033387618,54,12,13,0,12,42,54,0,12,0,12,0,0,0,1,1,NA,0,0,NA,1,1,0.2222222222222222,1,1,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,-0.025476173668915525,0.025476173668915525,0.5970893727655466,0.2037037037037037,20.37037037037037,-0.12962962962962965,-0.12,NA,-0.06944444444444445,-0.6699999999999999,-0.3125,11,-1,13,-13,10
PNU,cause_specific_formula,cause_specific,PNU__base,individualized,Stage9_cause_specific,cause_specific,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,cause_specific_cox,year_5,5,1826.25,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,threshold_1,0.05,5%,Classify as high risk when predicted risk >= threshold,CauseSpecificCox,PNU__base__cause_specific,Cause-specific sensitivity: Base,CauseSpecificCox,remission_sensitive,0.2825677929434664,0.5970893727655466,0.12034283429098701,54,12,13,13,25,29,54,0,25,0,12,13,0,0,1,1,1,0.24074074074074073,24.074074074074073,0,0.48,1,0.20955165692007796,0.4526315789473684,0.9429824561403509,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available,CoxPH,PNU__base__cox_main_mirror,Main censoring mirror: Base,CoxPH_main_mirror,main_censoring,0.3080439666123819,0,0.691956033387618,54,12,13,0,12,42,54,0,12,0,12,0,0,0,1,1,NA,0,0,NA,1,1,0.2222222222222222,1,1,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,-0.025476173668915525,0.025476173668915525,0.5970893727655466,0.24074074074074073,24.074074074074073,0,0,NA,-0.012670565302144249,-0.5473684210526316,-0.05701754385964908,13,0,13,-13,13
PNU,cause_specific_formula,cause_specific,PNU__base,individualized,Stage9_cause_specific,cause_specific,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,cause_specific_cox,year_5,5,1826.25,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,threshold_2,0.1,10%,Classify as high risk when predicted risk >= threshold,CauseSpecificCox,PNU__base__cause_specific,Cause-specific sensitivity: Base,CauseSpecificCox,remission_sensitive,0.2825677929434664,0.5970893727655466,0.12034283429098701,54,12,13,13,25,29,54,0,25,0,12,13,0,0,1,1,1,0.24074074074074073,24.074074074074073,0,0.48,1,0.19547325102880658,0.4222222222222222,0.8796296296296297,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available,CoxPH,PNU__base__cox_main_mirror,Main censoring mirror: Base,CoxPH_main_mirror,main_censoring,0.3080439666123819,0,0.691956033387618,54,12,13,0,12,42,54,0,12,0,12,0,0,0,1,1,NA,0,0,NA,1,1,0.2222222222222222,1,1,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,-0.025476173668915525,0.025476173668915525,0.5970893727655466,0.24074074074074073,24.074074074074073,0,0,NA,-0.026748971193415627,-0.5777777777777777,-0.12037037037037035,13,0,13,-13,13
