dataset,subgroup_kind,subgroup_value,group_id,panel_label,summary_view,curve_role,time_year,estimate,conf_low,conf_high,std_error,n_risk,n_event,n_censor,n_total,state,state_n,state_prop
merged,site,SNU,merged__site__SNU,merged | Site = SNU,transition_only,reverse_km_curve,7,0.1409062174895826,0.09260897851622026,0.19909231026718632,0.027340598895548,22,1,0,208,NA,NA,NA
merged,site,SNU,merged__site__SNU,merged | Site = SNU,transition_only,reverse_km_curve,7.25,0.12169173328645769,0.07692444549433432,0.17735234542106867,0.025764824791654452,18,3,1,208,NA,NA,NA
merged,site,SNU,merged__site__SNU,merged | Site = SNU,transition_only,reverse_km_curve,7.5,0.12169173328645769,0.07692444549433432,0.17735234542106867,0.025764824791654452,18,0,0,208,NA,NA,NA
merged,site,SNU,merged__site__SNU,merged | Site = SNU,transition_only,reverse_km_curve,7.75,0.12169173328645769,0.07692444549433432,0.17735234542106867,0.025764824791654452,17,0,1,208,NA,NA,NA
merged,site,SNU,merged__site__SNU,merged | Site = SNU,transition_only,reverse_km_curve,8,0.08590004702573484,0.04836732114446548,0.13681525854635504,0.022618974210445543,16,5,0,208,NA,NA,NA
merged,site,SNU,merged__site__SNU,merged | Site = SNU,transition_only,reverse_km_curve,8.25,0.04295002351286742,0.018047834573145155,0.08475891528472773,0.016781831700667306,6,6,0,208,NA,NA,NA
merged,site,SNU,merged__site__SNU,merged | Site = SNU,transition_only,reverse_km_curve,8.5,0.04295002351286742,0.018047834573145155,0.08475891528472773,0.016781831700667306,6,0,0,208,NA,NA,NA
merged,site,SNU,merged__site__SNU,merged | Site = SNU,transition_only,reverse_km_curve,8.75,0.03579168626072285,0.013673412695004251,0.0755092276549273,0.015436249407015646,5,1,0,208,NA,NA,NA
merged,site,SNU,merged__site__SNU,merged | Site = SNU,transition_only,reverse_km_curve,9,0.02147501175643371,0.005948276648181027,0.05620882470427393,0.01213549163118419,3,2,0,208,NA,NA,NA
merged,site,SNU,merged__site__SNU,merged | Site = SNU,transition_only,reverse_km_curve,9.25,0.01431667450428914,0.0028565682592584588,0.04605139055984402,0.00998071129626658,2,1,0,208,NA,NA,NA
merged,site,SNU,merged__site__SNU,merged | Site = SNU,transition_only,reverse_km_curve,9.5,0.01431667450428914,0.0028565682592584588,0.04605139055984402,0.00998071129626658,2,0,0,208,NA,NA,NA
merged,site,SNU,merged__site__SNU,merged | Site = SNU,transition_only,reverse_km_curve,9.75,0.01431667450428914,0.0028565682592584588,0.04605139055984402,0.00998071129626658,2,0,0,208,NA,NA,NA
merged,site,SNU,merged__site__SNU,merged | Site = SNU,transition_only,reverse_km_curve,10,0.00715833725214457,6.58978401533114e-4,0.03575994778757244,0.007108062014542091,1,1,0,208,NA,NA,NA
