dataset,subgroup_kind,subgroup_value,group_id,panel_label,analysis_structure,primary_supported_max_year,late_tail_start_year,km_observed_max_year,max_difference_width,last_difference_width,full_auc,full_observed_span_year,normalized_auc_full,late_tail_auc,late_tail_observed_span_year,normalized_auc_late_tail,normalized_auc_0_2,normalized_auc_2_5,normalized_auc_5_10,reverse_km_median_followup_year,reverse_km_median_followup_lcl_year,reverse_km_median_followup_ucl_year,max_observed_followup_year
PNU,overall,Overall,PNU__overall__Overall,PNU | Overall,single_site,1,1,10,0.2989053186203222,0.2989053186203222,2.854524416349297,10,0.28545244163492967,2.677179034409632,9,0.29746433715662574,0.23164093369335864,0.29890531862032216,0.29890531862032227,1.3716632443531827,0.75564681724846,1.6125941136208077,2.6694045174537986
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,2,2,10,0.2515714793589998,0.2515714793589998,1.5271846869627104,10,0.15271846869627104,1.3812406748146304,8,0.1726550843518288,0.07297200607403999,0.11953164806704192,0.20903109247529086,4.914442162902122,4.098562628336755,4.999315537303217,10.105407255304586
merged,overall,Overall,merged__overall__Overall,merged | Overall,site_adjusted,2,2,10,0.24279971473796247,0.24279971473796247,1.4878861038990083,10,0.14878861038990082,1.3414542359929225,8,0.1676817794991153,0.07321593395304284,0.11724636312003243,0.2021998410554351,3.8275154004106775,2.726899383983573,4.61327857631759,10.105407255304586
