dataset,formula_variant,site_branch,interaction_branch,model_id,model_class,model_block,model_family,latency_type,component,term,estimate,boot_n_success_estimate,boot_success_rate_estimate,estimate_ci_lower,estimate_ci_upper,stage6_join_key,stage6__dataset_key,stage6__source_dataset,stage6__analysis_variant,stage6__final_decision_flag,stage6__carry_forward_stage7,stage6__carry_forward_stage8,stage6__screening_repeated_in_stage8,stage6__presence_evidence_label,stage6__followup_evidence_label,stage6__screening_note,stage6_flag_joined
PNU,interaction,site_free,age_sex_interaction,nocure_lnorm,no_cure,no_cure_anchor,lnorm,parametric_aft,latency_auxiliary,log_shape_or_sigma,0.8938942298462128,1000,1,0.3738591762864752,1.230726190543949,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,nocure_llogis,no_cure,no_cure_anchor,llogis,parametric_aft,latency,(Intercept),1.1037551758828226,1000,1,-0.19582653831429897,4.204492898996395,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,nocure_llogis,no_cure,no_cure_anchor,llogis,parametric_aft,latency,age_s,0.2818494890778675,1000,1,-1.064627428755227,7.348315343752613,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,nocure_llogis,no_cure,no_cure_anchor,llogis,parametric_aft,latency,sex_num,0.991890430821219,1000,1,-1.463872377113968,12.781547465912569,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,nocure_llogis,no_cure,no_cure_anchor,llogis,parametric_aft,latency,age_s:sex_num,-2.030237064538145,1000,1,-13.85453879067692,12.737496724954129,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,nocure_llogis,no_cure,no_cure_anchor,llogis,parametric_aft,latency_auxiliary,log_shape_or_sigma,-0.25187064025725553,1000,1,-0.6407855965358051,0.3423129891131816,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,nocure_coxph,no_cure,no_cure_anchor,coxph,cox_ph,latency,age_s,-0.01791468215453093,1000,1,-3.897103159272444,1.0128094553329443,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,nocure_coxph,no_cure,no_cure_anchor,coxph,cox_ph,latency,sex_num,-0.6162789965580477,1000,1,-13.296960776208149,1.083562425382589,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,nocure_coxph,no_cure,no_cure_anchor,coxph,cox_ph,latency,age_s:sex_num,1.3554249521185506,1000,1,-8.244655294623776,8.0074691194349,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_exp,parametric_mixture_cure,frequentist_cure_main,exp,parametric_aft,incidence_uncured_logit,(Intercept),-0.36478016604587954,1000,1,-16.238991361064567,192.3445328257693,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_exp,parametric_mixture_cure,frequentist_cure_main,exp,parametric_aft,incidence_uncured_logit,age_s,0.6604124878600293,1000,1,-156.73249050088577,416.27404997231974,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_exp,parametric_mixture_cure,frequentist_cure_main,exp,parametric_aft,incidence_uncured_logit,sex_num,-0.34112893945325895,1000,1,-160.66915209095004,117.19747825678613,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_exp,parametric_mixture_cure,frequentist_cure_main,exp,parametric_aft,incidence_uncured_logit,age_s:sex_num,1.1853948036149382,1000,1,-271.0345925804382,252.6697442222465,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_exp,parametric_mixture_cure,frequentist_cure_main,exp,parametric_aft,latency,(Intercept),-0.503122764535955,1000,1,-5.231931625567077,2.3566590712439512,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_exp,parametric_mixture_cure,frequentist_cure_main,exp,parametric_aft,latency,age_s,0.8309053862376996,1000,1,-12.272365050765435,10.911148919064,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_exp,parametric_mixture_cure,frequentist_cure_main,exp,parametric_aft,latency,sex_num,0.724554025682431,1000,1,-14.992977344795102,30.714057726240448,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_exp,parametric_mixture_cure,frequentist_cure_main,exp,parametric_aft,latency,age_s:sex_num,-0.796355172547246,1000,1,-34.46509355382225,91.48484564766788,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_weibull,parametric_mixture_cure,frequentist_cure_main,weibull,parametric_aft,incidence_uncured_logit,(Intercept),-0.332371623562612,1000,1,-18.60816267487248,173.31189751454778,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_weibull,parametric_mixture_cure,frequentist_cure_main,weibull,parametric_aft,incidence_uncured_logit,age_s,0.6638290030150598,1000,1,-191.184100911607,376.681244982725,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_weibull,parametric_mixture_cure,frequentist_cure_main,weibull,parametric_aft,incidence_uncured_logit,sex_num,-0.23641283597557425,1000,1,-140.97672969406568,135.3607120306937,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_weibull,parametric_mixture_cure,frequentist_cure_main,weibull,parametric_aft,incidence_uncured_logit,age_s:sex_num,1.1168127674545547,1000,1,-251.2983200649533,233.17303432232535,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_weibull,parametric_mixture_cure,frequentist_cure_main,weibull,parametric_aft,latency,(Intercept),-0.4583881711470096,1000,1,-5.633783039131974,1.684112273889561,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_weibull,parametric_mixture_cure,frequentist_cure_main,weibull,parametric_aft,latency,age_s,0.8854695835899288,1000,1,-12.78543871397625,7.592349669598825,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_weibull,parametric_mixture_cure,frequentist_cure_main,weibull,parametric_aft,latency,sex_num,0.8700776386890939,1000,1,-12.96729721290682,32.41351488582189,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_weibull,parametric_mixture_cure,frequentist_cure_main,weibull,parametric_aft,latency,age_s:sex_num,-0.968206867557924,1000,1,-29.010917788690524,45.17774496886481,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_weibull,parametric_mixture_cure,frequentist_cure_main,weibull,parametric_aft,latency_auxiliary,log_shape_or_sigma,-0.09213058064992297,1000,1,-0.2887069470795326,1.966591607491086,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_lnorm,parametric_mixture_cure,frequentist_cure_main,lnorm,parametric_aft,incidence_uncured_logit,(Intercept),-0.1503923227749781,1000,1,-16.061859658897074,159.6155716865541,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_lnorm,parametric_mixture_cure,frequentist_cure_main,lnorm,parametric_aft,incidence_uncured_logit,age_s,0.8190882499216873,1000,1,-159.33427796158546,372.747919131763,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_lnorm,parametric_mixture_cure,frequentist_cure_main,lnorm,parametric_aft,incidence_uncured_logit,sex_num,-0.5854574876416709,1000,1,-151.7354688894865,99.94732510852144,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_lnorm,parametric_mixture_cure,frequentist_cure_main,lnorm,parametric_aft,incidence_uncured_logit,age_s:sex_num,1.235370573565573,1000,1,-314.6002759166407,218.3531805914587,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_lnorm,parametric_mixture_cure,frequentist_cure_main,lnorm,parametric_aft,latency,(Intercept),-0.8330614339826968,1000,1,-4.750007619114659,1.942925235199428,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_lnorm,parametric_mixture_cure,frequentist_cure_main,lnorm,parametric_aft,latency,age_s,1.3484836935700146,1000,1,-10.694803298212292,9.715079275435356,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_lnorm,parametric_mixture_cure,frequentist_cure_main,lnorm,parametric_aft,latency,sex_num,0.4021814896010771,1000,1,-11.2009862742366,18.601922307970792,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_lnorm,parametric_mixture_cure,frequentist_cure_main,lnorm,parametric_aft,latency,age_s:sex_num,-0.615011110496441,1000,1,-25.076219207690368,35.27538407517563,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_lnorm,parametric_mixture_cure,frequentist_cure_main,lnorm,parametric_aft,latency_auxiliary,log_shape_or_sigma,0.3710670839587464,1000,1,-1.536088810865114,0.6311955623412877,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_llogis,parametric_mixture_cure,frequentist_cure_main,llogis,parametric_aft,incidence_uncured_logit,(Intercept),-0.2817928688074644,1000,1,-18.308577871074306,120.51528311582524,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_llogis,parametric_mixture_cure,frequentist_cure_main,llogis,parametric_aft,incidence_uncured_logit,age_s,0.7058766822253352,1000,1,-183.61263624101952,311.0415054244193,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_llogis,parametric_mixture_cure,frequentist_cure_main,llogis,parametric_aft,incidence_uncured_logit,sex_num,-0.19637957215003565,1000,1,-106.09979382696676,127.05290049438582,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_llogis,parametric_mixture_cure,frequentist_cure_main,llogis,parametric_aft,incidence_uncured_logit,age_s:sex_num,1.2421968578708225,1000,1,-190.7257499894315,270.4063222925939,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_llogis,parametric_mixture_cure,frequentist_cure_main,llogis,parametric_aft,latency,(Intercept),-1.0752157278629235,1000,1,-4.784360110382103,1.4367619054131913,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_llogis,parametric_mixture_cure,frequentist_cure_main,llogis,parametric_aft,latency,age_s,1.3422071149434571,1000,1,-10.322828267719444,8.191085843041334,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_llogis,parametric_mixture_cure,frequentist_cure_main,llogis,parametric_aft,latency,sex_num,1.116186874471622,1000,1,-10.840186763937693,32.17897234874203,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_llogis,parametric_mixture_cure,frequentist_cure_main,llogis,parametric_aft,latency,age_s:sex_num,-1.182216796926286,1000,1,-24.180272302185593,44.34319714321592,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_llogis,parametric_mixture_cure,frequentist_cure_main,llogis,parametric_aft,latency_auxiliary,log_shape_or_sigma,0.1674412963762785,1000,1,-0.101035759391278,2.320526184859596,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_coxlatency,semiparametric_cox_latency_cure,frequentist_cure_main,coxph,cox_ph,incidence_uncured_logit,(Intercept),-0.1827056593294758,887,0.887,-2.642815904074609,4.107022295840378,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_coxlatency,semiparametric_cox_latency_cure,frequentist_cure_main,coxph,cox_ph,incidence_uncured_logit,age_s,1.1833884351655204,887,0.887,-5.830023181629475,12.04747179953889,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_coxlatency,semiparametric_cox_latency_cure,frequentist_cure_main,coxph,cox_ph,incidence_uncured_logit,sex_num,-0.8410268392608823,887,0.887,-8.63211352897175,1.5551347558283652,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_coxlatency,semiparametric_cox_latency_cure,frequentist_cure_main,coxph,cox_ph,incidence_uncured_logit,age_s:sex_num,0.7561293317228515,887,0.887,-13.595943556109995,14.97312498226258,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_coxlatency,semiparametric_cox_latency_cure,frequentist_cure_main,coxph,cox_ph,latency,age_s,-2.1898589208346193,887,0.887,-157.08290720648978,6.567471829487583,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_coxlatency,semiparametric_cox_latency_cure,frequentist_cure_main,coxph,cox_ph,latency,sex_num,-0.24896501462652265,887,0.887,-56.644685637579144,117.34783726997864,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_coxlatency,semiparametric_cox_latency_cure,frequentist_cure_main,coxph,cox_ph,latency,age_s:sex_num,1.4001107907371748,887,0.887,-137.37360126464029,264.2094972151854,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_aft_sensitivity,aft_latency_cure_sensitivity,frequentist_cure_sensitivity,aft,aft_semiparametric,incidence_uncured_logit,(Intercept),-0.13109667240615724,937,0.937,-3.2523550586090177,11.737431780886688,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_aft_sensitivity,aft_latency_cure_sensitivity,frequentist_cure_sensitivity,aft,aft_semiparametric,incidence_uncured_logit,age_s,0.9498231312726734,937,0.937,-7.475394036603642,25.948284122861473,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_aft_sensitivity,aft_latency_cure_sensitivity,frequentist_cure_sensitivity,aft,aft_semiparametric,incidence_uncured_logit,sex_num,-0.22107000755863623,937,0.937,-283.1984524109527,4.989941016536549,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_aft_sensitivity,aft_latency_cure_sensitivity,frequentist_cure_sensitivity,aft,aft_semiparametric,incidence_uncured_logit,age_s:sex_num,1.1075990184009412,937,0.937,-268.09993869640095,501.4073658617978,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_aft_sensitivity,aft_latency_cure_sensitivity,frequentist_cure_sensitivity,aft,aft_semiparametric,latency,(Intercept),-0.6475203415536295,937,0.937,-5.237907837244302,6.893463185209534,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_aft_sensitivity,aft_latency_cure_sensitivity,frequentist_cure_sensitivity,aft,aft_semiparametric,latency,age_s,1.5034163059720145,937,0.937,-5.0371058065562835,7.45751640421095,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_aft_sensitivity,aft_latency_cure_sensitivity,frequentist_cure_sensitivity,aft,aft_semiparametric,latency,sex_num,1.161072772606472,937,0.937,-4.06639549565492,3.912182232604322,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_aft_sensitivity,aft_latency_cure_sensitivity,frequentist_cure_sensitivity,aft,aft_semiparametric,latency,age_s:sex_num,-1.1371201886212812,937,0.937,-15.492281596690102,8.026893816214763,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,nocure_exp,no_cure,no_cure_anchor,exp,parametric_aft,latency,(Intercept),2.9796717408462867,1000,1,2.4635716837533623,3.7463534889733854,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,nocure_exp,no_cure,no_cure_anchor,exp,parametric_aft,latency,age_s,-0.15340857618945186,1000,1,-0.825846369564002,0.7932768947481561,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,nocure_exp,no_cure,no_cure_anchor,exp,parametric_aft,latency,sex_num,-0.02637518091011386,1000,1,-0.8295365160287231,0.6719427974836121,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,nocure_weibull,no_cure,no_cure_anchor,weibull,parametric_aft,latency,(Intercept),3.5643511417124984,1000,1,2.776435370198136,4.745887733406488,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,nocure_weibull,no_cure,no_cure_anchor,weibull,parametric_aft,latency,age_s,-0.18249327488018363,1000,1,-1.062320502884233,1.109190359298733,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,nocure_weibull,no_cure,no_cure_anchor,weibull,parametric_aft,latency,sex_num,-0.02509339109713101,1000,1,-1.1132607094427336,0.9402082576128704,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,nocure_weibull,no_cure,no_cure_anchor,weibull,parametric_aft,latency_auxiliary,log_shape_or_sigma,-0.33805939320228573,1000,1,-0.5639622089071701,-0.04427355284856994,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,nocure_lnorm,no_cure,no_cure_anchor,lnorm,parametric_aft,latency,(Intercept),3.632478974189944,1000,1,2.639412054232843,5.014804672816417,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,nocure_lnorm,no_cure,no_cure_anchor,lnorm,parametric_aft,latency,age_s,-0.14866008138787812,1000,1,-1.0192069200864682,1.2080377342143411,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,nocure_lnorm,no_cure,no_cure_anchor,lnorm,parametric_aft,latency,sex_num,-0.0057613956618899,1000,1,-1.2679020723001673,1.118167072596557,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,nocure_lnorm,no_cure,no_cure_anchor,lnorm,parametric_aft,latency_auxiliary,log_shape_or_sigma,0.968122808555781,1000,1,0.6682063227985837,1.1839402721001242,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,nocure_llogis,no_cure,no_cure_anchor,llogis,parametric_aft,latency,(Intercept),3.256947118808088,1000,1,2.4158889581368275,4.435909866351379,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,nocure_llogis,no_cure,no_cure_anchor,llogis,parametric_aft,latency,age_s,-0.2158615246178688,1000,1,-1.0535508251843262,1.1248609807443657,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,nocure_llogis,no_cure,no_cure_anchor,llogis,parametric_aft,latency,sex_num,-0.0117316728840477,1000,1,-1.1563852994353172,1.0249848670068094,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,nocure_llogis,no_cure,no_cure_anchor,llogis,parametric_aft,latency_auxiliary,log_shape_or_sigma,-0.2733149217062912,1000,1,-0.5013094458431938,0.03256583214804844,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,nocure_coxph,no_cure,no_cure_anchor,coxph,cox_ph,latency,age_s,0.14116448530557094,1000,1,-0.7927851600614698,0.7746430721776232,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,nocure_coxph,no_cure,no_cure_anchor,coxph,cox_ph,latency,sex_num,0.04314892046349397,1000,1,-0.6149330502789709,0.8524765655629281,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,cure_exp,parametric_mixture_cure,frequentist_cure_main,exp,parametric_aft,incidence_uncured_logit,(Intercept),-1.0291726642657189,1000,1,-2.0906237518761244,10.56750108736612,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,cure_exp,parametric_mixture_cure,frequentist_cure_main,exp,parametric_aft,incidence_uncured_logit,age_s,-0.6264966739751334,1000,1,-5.071772188560914,1.6580661997143873,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,cure_exp,parametric_mixture_cure,frequentist_cure_main,exp,parametric_aft,incidence_uncured_logit,sex_num,0.8701883381178216,1000,1,-11.3464847531096,18.691317670472436,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,cure_exp,parametric_mixture_cure,frequentist_cure_main,exp,parametric_aft,latency,(Intercept),0.8960012850961857,1000,1,0.0806021261912041,3.5362831154626195,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,cure_exp,parametric_mixture_cure,frequentist_cure_main,exp,parametric_aft,latency,age_s,-0.9846338225345632,1000,1,-1.979842572182161,1.6818202817496597,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,cure_exp,parametric_mixture_cure,frequentist_cure_main,exp,parametric_aft,latency,sex_num,1.0329968644537586,1000,1,-2.536884852753331,2.559278399432386,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,cure_weibull,parametric_mixture_cure,frequentist_cure_main,weibull,parametric_aft,incidence_uncured_logit,(Intercept),-0.8580123362036127,1000,1,-2.211264543634748,66.26511000980523,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,cure_weibull,parametric_mixture_cure,frequentist_cure_main,weibull,parametric_aft,incidence_uncured_logit,age_s,-0.9374268389481536,1000,1,-189.31453757006528,19.40276755064192,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
