dataset,formula_variant,site_branch,interaction_branch,model_id,matched_nocure_model_id,horizon_year,n_subject,mean_delta_risk_nc_minus_cure,median_delta_risk_nc_minus_cure,q25_delta_risk_nc_minus_cure,q75_delta_risk_nc_minus_cure,horizon_support,boot_n_success_delta,boot_success_rate_delta,mean_delta_risk_ci_lower,mean_delta_risk_ci_upper,stage6_join_key,stage6__dataset_key,stage6__source_dataset,stage6__analysis_variant,stage6__final_decision_flag,stage6__carry_forward_stage7,stage6__carry_forward_stage8,stage6__screening_repeated_in_stage8,stage6__presence_evidence_label,stage6__followup_evidence_label,stage6__screening_note,stage6_flag_joined
PNU,interaction,site_free,age_sex_interaction,cure_llogis,nocure_llogis,10,54,0.22674300032197992,0.19659876645095747,0.1655223637703193,0.30385118034799796,projection,1000,1,-0.00622607697934799,0.375146015581808,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_lnorm,nocure_lnorm,1,54,-0.01457928331466607,-0.01190611644363526,-0.035501373113654,0.0037485693933725,primary_supported,1000,1,-0.04473027896357635,0.02648640946961638,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_lnorm,nocure_lnorm,2,54,0.01654065028745174,0.01851256358706893,-0.02540860798772454,0.04557154251286186,secondary,1000,1,-0.03402597326249567,0.06485701109453425,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_lnorm,nocure_lnorm,3,54,0.04793218792838708,0.05653317229968041,-0.00519008707536192,0.082098814655018,secondary,1000,1,-0.02412831548158151,0.12088760572195248,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_lnorm,nocure_lnorm,4,54,0.075723090319596,0.09140674193864395,0.01741886399813372,0.11336660304581728,secondary,1000,1,-0.0132984801006615,0.1637480923547658,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_lnorm,nocure_lnorm,5,54,0.1000202167653809,0.12074196265686817,0.03875090949106616,0.1404298858442763,secondary,1000,1,-0.00727461337059591,0.19987234906238172,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_lnorm,nocure_lnorm,6,54,0.12137904085909422,0.14535072933398485,0.05832830824196425,0.16456393581190296,projection,1000,1,-0.00438603714681984,0.2337782918671449,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_lnorm,nocure_lnorm,7,54,0.14032052675918255,0.16687860070895832,0.07616808050048965,0.18557821815370604,projection,1000,1,-0.00358297200335547,0.2600803737152551,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_lnorm,nocure_lnorm,8,54,0.15726707344864538,0.1857413440185708,0.09242378450419056,0.20442325816219953,projection,1000,1,-7.080557112612368e-4,0.28211598917980346,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_lnorm,nocure_lnorm,9,54,0.1725513793677367,0.20223988356584863,0.10727493519106132,0.22159227179600788,projection,1000,1,-1.0496397997892676e-5,0.30257219720787654,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_lnorm,nocure_lnorm,10,54,0.18643540966471048,0.21694323894160328,0.120891733309182,0.23734837567695977,projection,1000,1,3.5346225031531385e-6,0.32207693906767015,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_weibull,nocure_weibull,1,54,-0.01352607925081455,-0.01397106278779114,-0.02755532564394947,-0.00722856487514061,primary_supported,1000,1,-0.04700284701116893,0.01991725351154894,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_weibull,nocure_weibull,2,54,0.02504118650573284,0.00737775718525296,-5.487509409143887e-5,0.04978888787755536,secondary,1000,1,-0.03587394284942363,0.08132658809025256,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_weibull,nocure_weibull,3,54,0.07334204554239301,0.05056444706526292,0.02024851898276763,0.12267856025333213,secondary,1000,1,-0.0249460774391028,0.17460423681691822,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_weibull,nocure_weibull,4,54,0.11994258642409884,0.08350690007025152,0.04888553591594724,0.19361157832147485,secondary,1000,1,-0.02217140892028704,0.25665666030830586,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_weibull,nocure_weibull,5,54,0.1622266662498793,0.11844379827304095,0.08080373629557383,0.25164680662065064,secondary,1000,1,-0.01449183934965633,0.33542526763506675,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_weibull,nocure_weibull,6,54,0.19983156588340867,0.15655047578497333,0.11253037256524376,0.29913471974153383,projection,1000,1,-0.00411107258871106,0.38239174436027734,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_weibull,nocure_weibull,7,54,0.23305818491652416,0.19128433960441416,0.14244819198141392,0.33834945397495253,projection,1000,1,-5.660079597274636e-6,0.4146955414952509,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_weibull,nocure_weibull,8,54,0.2623911446384614,0.22237938161026533,0.16870965313616934,0.3710656314240317,projection,1000,1,-2.623023616818121e-6,0.4466635974198614,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_weibull,nocure_weibull,9,54,0.28833364420067653,0.24833895393027816,0.19190934194448656,0.39861518543897767,projection,1000,1,3.92512975932191e-7,0.47368093960476915,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
PNU,interaction,site_free,age_sex_interaction,cure_weibull,nocure_weibull,10,54,0.31134945341471526,0.27303027500556626,0.21556800986219415,0.42200089783956346,projection,1000,1,7.705982367766338e-6,0.4974544074622662,PNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,cure_coxlatency,nocure_coxph,1,208,0.00238492009485342,0.00462202247462895,-0.00905609038477531,0.01474868035726736,primary_supported,1000,1,-0.00131539452309356,0.00584839974699436,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,cure_coxlatency,nocure_coxph,2,208,0.00259425139387367,0.00300450278658165,-0.01447353704598308,0.01832074572319278,primary_supported,1000,1,-0.00159393478451596,0.00797558817206455,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,cure_coxlatency,nocure_coxph,3,208,0.00185063055281209,6.256768200573193e-4,-0.01523820723489932,0.01587464808614094,secondary,1000,1,-0.00319014039188132,0.00762081443536203,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,cure_coxlatency,nocure_coxph,4,208,0.00228436085783078,8.91081977041186e-4,-0.01279635571062973,0.01469250428196558,secondary,1000,1,-0.00350455471659024,0.00871525399483025,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,cure_coxlatency,nocure_coxph,5,208,0.0029050422117489,0.00327810388184096,-0.01034792349651661,0.01146476619012901,secondary,1000,1,-0.00355321857612497,0.01025547688369624,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,cure_coxlatency,nocure_coxph,6,208,0.00245878032086145,-9.07630101593393e-4,-0.00850290417376689,0.00571490544683045,projection,1000,1,-0.01491268046386577,0.01598066742972836,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,cure_coxlatency,nocure_coxph,7,208,0.00245878032086145,-9.07630101593393e-4,-0.00850290417376689,0.00571490544683045,projection,1000,1,-0.01491268046386577,0.01598066742972836,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,cure_coxlatency,nocure_coxph,8,208,-0.02586154041948986,-0.02706101260456961,-0.08731277335893628,0.02778919276212882,projection,1000,1,-0.11941434096142196,0.00528246187683487,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,cure_coxlatency,nocure_coxph,9,208,-0.02586154041948986,-0.02706101260456961,-0.08731277335893628,0.02778919276212882,projection,1000,1,-0.11941434096142196,0.00225046637038462,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,cure_coxlatency,nocure_coxph,10,208,-0.02586154041948986,-0.02706101260456961,-0.08731277335893628,0.02778919276212882,projection,1000,1,-0.11941434096142196,0.00225046637038462,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,cure_exp,nocure_exp,1,208,-0.02003416206390905,-0.0200564108132113,-0.03298031324112785,-0.00590518369099105,primary_supported,1000,1,-0.04488479054218017,-0.00299160854952595,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,cure_exp,nocure_exp,2,208,-0.02542238337790934,-0.02763321870063417,-0.04521391298148125,-0.00801411753170511,primary_supported,1000,1,-0.05307664596288825,-0.00424325236007131,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,cure_exp,nocure_exp,3,208,-0.02176345408601859,-0.02495548408886871,-0.04148761077732155,-0.00667441237000299,secondary,1000,1,-0.04224376495227727,-0.00372028261904897,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,cure_exp,nocure_exp,4,208,-0.01222154528199895,-0.01355950483659868,-0.03275856558404241,1.7220445809953966e-4,secondary,1000,1,-0.02236033696129546,4.0281157066139974e-4,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,cure_exp,nocure_exp,5,208,0.00122761096600975,-0.00166551046555796,-0.01801799006921414,0.01002109866346087,secondary,1000,1,-0.00485227133054439,0.01379154653968013,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,cure_exp,nocure_exp,6,208,0.01727539743124023,0.00924788317082281,-7.393897440840513e-4,0.02444647014223402,projection,1000,1,0.00118645491520271,0.03989831315014606,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,cure_exp,nocure_exp,7,208,0.03502155151131506,0.0216539953870663,0.01435471925898923,0.04038798016967754,projection,1000,1,0.00513194983047293,0.07042639736102402,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,cure_exp,nocure_exp,8,208,0.05383019126792945,0.03640014680032949,0.0288609460739071,0.05680878129720149,projection,1000,1,0.00895721472942756,0.10148969848697542,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,cure_exp,nocure_exp,9,208,0.0732435722579788,0.05165462815188415,0.04211980276859539,0.07886656326387764,projection,1000,1,0.01249185096550928,0.13296043378840258,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,cure_exp,nocure_exp,10,208,0.09292772130844158,0.06686236967747428,0.05517517282340412,0.10531397642741808,projection,1000,1,0.01680502226278832,0.16116535410922292,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,cure_llogis,nocure_llogis,1,208,3.2488131339091484e-4,-1.1833729579013852e-4,-0.00953637125374748,0.00503970242547854,primary_supported,1000,1,-0.0110077706219613,0.00193670377751015,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,cure_llogis,nocure_llogis,2,208,3.859568733658666e-4,-7.261049414775123e-4,-0.01509360076428645,0.00724337293543184,primary_supported,1000,1,-0.01908642688655158,0.00204039280904028,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,cure_llogis,nocure_llogis,3,208,5.373227542492921e-4,-0.00130128562447884,-0.01919213332045882,0.00870882742159723,secondary,1000,1,-0.01665747253736099,0.00322875660023524,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,cure_llogis,nocure_llogis,4,208,7.561443396219025e-4,-0.00182028399868694,-0.02234916279470167,0.00976775580435435,secondary,1000,1,-0.01021249035560814,0.0052899256335042,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,cure_llogis,nocure_llogis,5,208,0.00102120483777338,-0.0022843232787888,-0.0248720042248928,0.01056442272884317,secondary,1000,1,-0.00369592809246179,0.00860909459300585,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,cure_llogis,nocure_llogis,6,208,0.00131740257887396,-0.00269898198105078,-0.02699243050835081,0.01117778368508046,projection,1000,1,-0.00302929254633382,0.01606127988074627,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,cure_llogis,nocure_llogis,7,208,0.00163419086313581,-0.00307024799699118,-0.02875998179589764,0.01165653036456421,projection,1000,1,-0.00254534159092154,0.02717607838652369,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,cure_llogis,nocure_llogis,8,208,0.001964133268286,-0.00340358094699971,-0.03024797402679482,0.01203301460329225,projection,1000,1,-0.0023042094211976,0.03966911272913138,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,cure_llogis,nocure_llogis,9,208,0.00230191717394561,-0.00370373003714058,-0.03150987242480549,0.01232986488808346,projection,1000,1,-0.00219438793053206,0.05287182568043325,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,cure_llogis,nocure_llogis,10,208,0.00264370306937379,-0.00397476384542305,-0.03256620425887549,0.01256351744495076,projection,1000,1,-0.00205123195589441,0.06380427009587862,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,cure_lnorm,nocure_lnorm,1,208,2.8929192990282597e-4,-5.172953391324175e-4,-0.00991157474939311,0.00503213491153056,primary_supported,1000,1,-0.01019041995986271,0.0012395199244605,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,cure_lnorm,nocure_lnorm,2,208,6.105242431296212e-4,-0.00129097558908558,-0.01430691944540168,0.00650157048802205,primary_supported,1000,1,-0.01437648581067,0.00234771167668823,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,cure_lnorm,nocure_lnorm,3,208,9.399050798387018e-4,-0.00190663096902349,-0.01715414820671715,0.00728798229856608,secondary,1000,1,-0.01136951087796759,0.00373080868914837,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,cure_lnorm,nocure_lnorm,4,208,0.00126155861611205,-0.00241129359309921,-0.0192241423506746,0.00777638960265136,secondary,1000,1,-0.0054023596252634,0.00548823911973506,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,cure_lnorm,nocure_lnorm,5,208,0.0015714084947382,-0.00283626688905758,-0.02080269833910641,0.00810189464001776,secondary,1000,1,-0.00273488196205125,0.00746283075828566,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,cure_lnorm,nocure_lnorm,6,208,0.00186868097215785,-0.00320150085060938,-0.0220658107131916,0.008327171118407,projection,1000,1,-0.00225665976091318,0.01346634691888422,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,cure_lnorm,nocure_lnorm,7,208,0.00215369500528681,-0.00352033002995239,-0.02309924504285598,0.00848603194259173,projection,1000,1,-0.00198103014202318,0.02083139136157812,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,cure_lnorm,nocure_lnorm,8,208,0.00242713797727156,-0.00380208922584696,-0.02393907087313362,0.00859857489927737,projection,1000,1,-0.00184218664260193,0.02854051036233268,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,cure_lnorm,nocure_lnorm,9,208,0.00268979679028819,-0.00405356813952029,-0.02468941254167073,0.00867758688463754,projection,1000,1,-0.00168354977921229,0.03733894209084797,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,cure_lnorm,nocure_lnorm,10,208,0.0029424523862894,-0.00427986169499816,-0.02524176983913023,0.0087316259265964,projection,1000,1,-0.00136706061292127,0.04621654257173897,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,cure_weibull,nocure_weibull,1,208,-0.00123021613691664,-3.1986461404132083e-4,-0.01610530180207953,0.01036052496077807,primary_supported,1000,1,-0.00933053776747302,0.00204207901782233,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,cure_weibull,nocure_weibull,2,208,-0.00354821900293196,-0.0018417526118945,-0.02297330263598121,0.01152121763518318,primary_supported,1000,1,-0.02160532200068971,0.00147797533992588,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,cure_weibull,nocure_weibull,3,208,-0.003856577817707,-0.00207961819471608,-0.02534768757415029,0.01184895013194381,secondary,1000,1,-0.02442215389867233,0.00228730062104532,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,cure_weibull,nocure_weibull,4,208,-0.00269030364763003,-0.00270658955527636,-0.02536337625543067,0.01166458857645616,secondary,1000,1,-0.01734435943840456,0.00373599304060487,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,cure_weibull,nocure_weibull,5,208,-4.496683827673806e-4,4.146583678872884e-4,-0.02471075741620654,0.01307605277094869,secondary,1000,1,-0.00844575643883043,0.00669062910701787,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,cure_weibull,nocure_weibull,6,208,0.00258447265384087,0.00128288831420492,-0.02154980886806265,0.01587226469739899,projection,1000,1,-0.00437746118895486,0.0146142710272058,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,cure_weibull,nocure_weibull,7,208,0.00621121045100848,0.00248189207672777,-0.021442912202183,0.01936626875952735,projection,1000,1,-0.00345433033621437,0.03097033125101249,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,cure_weibull,nocure_weibull,8,208,0.0102832563641467,0.00356789188108253,-0.01829338444837899,0.02370945814294095,projection,1000,1,-0.0027002968559565,0.04879832028924583,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,cure_weibull,nocure_weibull,9,208,0.01469028835873938,0.00437238442490811,-0.01496889687930133,0.02908510944931067,projection,1000,1,-0.00236881146288046,0.06751504480227011,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,cure_weibull,nocure_weibull,10,208,0.0193481931209729,0.0058767956094527,-0.01218330791598215,0.03507733776796518,projection,1000,1,-0.00181559168716405,0.08540359715814927,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,interaction,site_free,age_sex_interaction,cure_coxlatency,nocure_coxph,1,208,7.654942115902417e-4,0.00772479470820314,-0.00738931912780316,0.00958961629998905,primary_supported,1000,1,-0.00569182510655592,0.00544842362666056,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,interaction,site_free,age_sex_interaction,cure_coxlatency,nocure_coxph,2,208,-5.8880818797865446e-5,0.00773905886381837,-0.01018755672591942,0.01084808966916972,primary_supported,1000,1,-0.00966770665569225,0.00790284964030469,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,interaction,site_free,age_sex_interaction,cure_coxlatency,nocure_coxph,3,208,-0.00233691413965308,0.00387147338308163,-0.01281750141599696,0.00737014074113995,secondary,1000,1,-0.01387999752864561,0.00779200870788234,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,interaction,site_free,age_sex_interaction,cure_coxlatency,nocure_coxph,4,208,-0.00270160398641893,0.00223823267629924,-0.00984490028434678,0.00582782817302243,secondary,1000,1,-0.01580793921295301,0.0081819389353836,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,interaction,site_free,age_sex_interaction,cure_coxlatency,nocure_coxph,5,208,-0.00350199629547685,-0.00107757894609461,-0.00773727204179444,0.0021344421604312302,secondary,1000,1,-0.01850721977420019,0.00842756133344078,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,interaction,site_free,age_sex_interaction,cure_coxlatency,nocure_coxph,6,208,-0.00459349852916236,-0.00794806316892338,-0.00947305018792224,-0.00436827907818374,projection,1000,1,-0.02359024235768367,0.01174660999958647,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,interaction,site_free,age_sex_interaction,cure_coxlatency,nocure_coxph,7,208,-0.00459349852916236,-0.00794806316892338,-0.00947305018792224,-0.00436827907818374,projection,1000,1,-0.02359024235768367,0.01174660999958647,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,interaction,site_free,age_sex_interaction,cure_coxlatency,nocure_coxph,8,208,-0.02023273307626908,-0.03897363221034256,-0.06152431339149075,0.01457118848740907,projection,1000,1,-0.13750185703070147,0.01296321064817383,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,interaction,site_free,age_sex_interaction,cure_coxlatency,nocure_coxph,9,208,-0.02023273307626908,-0.03897363221034256,-0.06152431339149075,0.01457118848740907,projection,1000,1,-0.13750185703070147,0.01017055418211452,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,interaction,site_free,age_sex_interaction,cure_coxlatency,nocure_coxph,10,208,-0.02023273307626908,-0.03897363221034256,-0.06152431339149075,0.01457118848740907,projection,1000,1,-0.13750185703070147,0.01017055418211452,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,interaction,site_free,age_sex_interaction,cure_exp,nocure_exp,1,208,-0.02321033546980308,-0.0177999813601471,-0.03168892841805942,-0.013904090637258,primary_supported,1000,1,-0.04711930967856057,-0.00691747004092359,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
